Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
632	a	sp|P62918|RL8_MOUSE	P62918	RL8_MOUSE	Rpl8	257	19.50	Mus musculus OX=10090	60S ribosomal protein L8 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
633	a	sp|P63005|LIS1_MOUSE	P63005	LIS1_MOUSE	Pafah1b1	410	50.20	Mus musculus OX=10090	Platelet-activating factor acetylhydrolase IB subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
634	a	sp|P63017|HSP7C_MOUSE	P63017	HSP7C_MOUSE	Hspa8	646	76.50	Mus musculus OX=10090	Heat shock cognate 71 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	24	16	24	77	47	77	     0	     0	     0	10M(15.9949), 11M(15.9949), 1M(15.9949), 5M(15.9949)		
635	a	sp|P63028|TCTP_MOUSE	P63028	TCTP_MOUSE	Tpt1	172	28.50	Mus musculus OX=10090	Translationally-controlled tumor protein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	5M(15.9949)		
638	a	sp|P63037|DNJA1_MOUSE	P63037	DNJA1_MOUSE	Dnaja1	397	22.40	Mus musculus OX=10090	DnaJ homolog subfamily A member 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	4	4	4	     0	     0	     0			
639	a	sp|P63038|CH60_MOUSE	P63038	CH60_MOUSE	Hspd1	573	73.10	Mus musculus OX=10090	60 kDa heat shock protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	20	20	20	     0	     0	     0			
640	a	sp|P63040|CPLX1_MOUSE	P63040	CPLX1_MOUSE	Cplx1	134	46.30	Mus musculus OX=10090	Complexin-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	6	4	6	     0	     0	     0	8M(15.9949), 9M(15.9949)		
642	a	sp|P63054|PCP4_MOUSE	P63054	PCP4_MOUSE	Pcp4	62	45.20	Mus musculus OX=10090	Calmodulin regulator protein PCP4 	3:Protein inferred from homology	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
644	a	sp|P63080|GBRB3_MOUSE	P63080	GBRB3_MOUSE	Gabrb3	473	24.50	Mus musculus OX=10090	Gamma-aminobutyric acid receptor subunit beta-3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
645	a	sp|P63082|VATL_MOUSE	P63082	VATL_MOUSE	Atp6v0c	155	45.20	Mus musculus OX=10090	V-type proton ATPase 16 kDa proteolipid subunit 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	     0	     0	     0	11M(15.9949), 17M(15.9949), 3M(15.9949), 8M(15.9949), 9M(15.9949)		
646	a	sp|P63087|PP1G_MOUSE	P63087	PP1G_MOUSE	Ppp1cc	323	61.30	Mus musculus OX=10090	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	2	1	1	     0	     0	     0			
647	a	sp|P63101|1433Z_MOUSE	P63101	1433Z_MOUSE	Ywhaz	245	86.90	Mus musculus OX=10090	14-3-3 protein zeta/delta 	1:Experimental evidence at protein level	1.0000	0.9990	8	4	6	31	20	27	     0	     0	     0	2M(15.9949), 3M(15.9949)		
649	a	sp|P63137|GBRB2_MOUSE	P63137	GBRB2_MOUSE	Gabrb2	512	24.80	Mus musculus OX=10090	Gamma-aminobutyric acid receptor subunit beta-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
650	a	sp|P63168|DYL1_MOUSE	P63168	DYL1_MOUSE	Dynll1	89	52.80	Mus musculus OX=10090	Dynein light chain 1, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	3	1	1	     0	     0	     0			
651	a	sp|P63213|GBG2_MOUSE	P63213	GBG2_MOUSE	Gng2	71	83.10	Mus musculus OX=10090	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	2	3	     0	     0	     0	N-term(42.0106)		
652	a	sp|P63216|GBG3_MOUSE	P63216	GBG3_MOUSE	Gng3	75	38.70	Mus musculus OX=10090	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	9M(15.9949)		
654	a	sp|P63276|RS17_MOUSE	P63276	RS17_MOUSE	Rps17	135	31.10	Mus musculus OX=10090	40S ribosomal protein S17 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	9M(15.9949)		
658	a	sp|P67778|PHB_MOUSE	P67778	PHB_MOUSE	Phb	272	60.30	Mus musculus OX=10090	Prohibitin 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0			
661	a	sp|P68040|RACK1_MOUSE	P68040	RACK1_MOUSE	Rack1	317	42.60	Mus musculus OX=10090	Receptor of activated protein C kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
662	a	sp|P68254|1433T_MOUSE	P68254	1433T_MOUSE	Ywhaq	245	62.40	Mus musculus OX=10090	14-3-3 protein theta 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	2	17	3	3	     0	     0	     0			
663	a	sp|P68510|1433F_MOUSE	P68510	1433F_MOUSE	Ywhah	246	63.00	Mus musculus OX=10090	14-3-3 protein eta 	1:Experimental evidence at protein level	1.0000	0.9990	10	6	6	26	15	15	     0	     0	     0			
666	a	sp|P70168|IMB1_MOUSE	P70168	IMB1_MOUSE	Kpnb1	876	31.70	Mus musculus OX=10090	Importin subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
667	a	sp|P70175|DLG3_MOUSE	P70175	DLG3_MOUSE	Dlg3	849	34.40	Mus musculus OX=10090	Disks large homolog 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
672	a	sp|P70296|PEBP1_MOUSE	P70296	PEBP1_MOUSE	Pebp1	187	73.80	Mus musculus OX=10090	Phosphatidylethanolamine-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
679	a	sp|P70398|USP9X_MOUSE	P70398	USP9X_MOUSE	Usp9x	2559	17.80	Mus musculus OX=10090	Probable ubiquitin carboxyl-terminal hydrolase FAF-X 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
681	a	sp|P70414|NAC1_MOUSE	P70414	NAC1_MOUSE	Slc8a1	970	18.50	Mus musculus OX=10090	Sodium/calcium exchanger 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	2M(15.9949)		
682	a	sp|P70441|NHRF1_MOUSE	P70441	NHRF1_MOUSE	Slc9a3r1	355	20.30	Mus musculus OX=10090	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
687	a	sp|P80313|TCPH_MOUSE	P80313	TCPH_MOUSE	Cct7	544	50.00	Mus musculus OX=10090	T-complex protein 1 subunit eta 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	13	13	13	     0	     0	     0	7M(15.9949), 9M(15.9949)		
688	a	sp|P80314|TCPB_MOUSE	P80314	TCPB_MOUSE	Cct2	535	65.00	Mus musculus OX=10090	T-complex protein 1 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	6M(15.9949), 8M(15.9949)		
689	a	sp|P80315|TCPD_MOUSE	P80315	TCPD_MOUSE	Cct4	539	57.00	Mus musculus OX=10090	T-complex protein 1 subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
690	a	sp|P80316|TCPE_MOUSE	P80316	TCPE_MOUSE	Cct5	541	48.80	Mus musculus OX=10090	T-complex protein 1 subunit epsilon 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	9M(15.9949)		
691	a	sp|P80318|TCPG_MOUSE	P80318	TCPG_MOUSE	Cct3	545	57.10	Mus musculus OX=10090	T-complex protein 1 subunit gamma 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
695	a	sp|P83940|ELOC_MOUSE	P83940	ELOC_MOUSE	Eloc	112	46.40	Mus musculus OX=10090	Elongin-C 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
696	a	sp|P84075|HPCA_MOUSE	P84075	HPCA_MOUSE	Hpca	193	76.70	Mus musculus OX=10090	Neuron-specific calcium-binding protein hippocalcin 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	2	0	0	     0	     0	     0			
697	a	sp|P84086|CPLX2_MOUSE	P84086	CPLX2_MOUSE	Cplx2	134	31.30	Mus musculus OX=10090	Complexin-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	2	0	0	     0	     0	     0			
698	a	sp|P84099|RL19_MOUSE	P84099	RL19_MOUSE	Rpl19	196	28.10	Mus musculus OX=10090	60S ribosomal protein L19 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	3M(15.9949)		
700	a	sp|P97300|NPTN_MOUSE	P97300	NPTN_MOUSE	Nptn	397	34.30	Mus musculus OX=10090	Neuroplastin 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	     0	     0	     0			
701	a	sp|P97315|CSRP1_MOUSE	P97315	CSRP1_MOUSE	Csrp1	193	50.80	Mus musculus OX=10090	Cysteine and glycine-rich protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
702	a	sp|P97350|PKP1_MOUSE	P97350	PKP1_MOUSE	Pkp1	728	51.10	Mus musculus OX=10090	Plakophilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	     0	     0	     0	2M(15.9949), 9M(15.9949)		
703	a	sp|P97351|RS3A_MOUSE	P97351	RS3A_MOUSE	Rps3a	264	48.50	Mus musculus OX=10090	40S ribosomal protein S3a 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	4M(15.9949)		
711	a	sp|P97427|DPYL1_MOUSE	P97427	DPYL1_MOUSE	Crmp1	572	65.90	Mus musculus OX=10090	Dihydropyrimidinase-related protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	5	6	37	10	14	     0	     0	     0	4M(15.9949)		
713	a	sp|P97441|ZNT3_MOUSE	P97441	ZNT3_MOUSE	Slc30a3	388	22.70	Mus musculus OX=10090	Zinc transporter 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
716	a	sp|P97450|ATP5J_MOUSE	P97450	ATP5J_MOUSE	Atp5pf	108	52.80	Mus musculus OX=10090	ATP synthase-coupling factor 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	3M(15.9949)		
717	a	sp|P97461|RS5_MOUSE	P97461	RS5_MOUSE	Rps5	204	29.90	Mus musculus OX=10090	40S ribosomal protein S5 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	     0	     0	     0			
724	a	sp|P97797|SHPS1_MOUSE	P97797	SHPS1_MOUSE	Sirpa	513	32.40	Mus musculus OX=10090	Tyrosine-protein phosphatase non-receptor type substrate 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	6M(15.9949)		
726	a	sp|P97807|FUMH_MOUSE	P97807	FUMH_MOUSE	Fh	507	52.50	Mus musculus OX=10090	Fumarate hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	     0	     0	     0	4M(15.9949)		
729	a	sp|P98200|AT8A2_MOUSE	P98200	AT8A2_MOUSE	Atp8a2	1148	4.80	Mus musculus OX=10090	Phospholipid-transporting ATPase IB 	1:Experimental evidence at protein level	1.0000	0.9985	1	0	0	1	0	0	     0	     0	     0			
731	a	sp|P99026|PSB4_MOUSE	P99026	PSB4_MOUSE	Psmb4	264	41.30	Mus musculus OX=10090	Proteasome subunit beta type-4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
734	a	sp|P99029|PRDX5_MOUSE	P99029	PRDX5_MOUSE	Prdx5	210	58.10	Mus musculus OX=10090	Peroxiredoxin-5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0	3M(15.9949)		
738	a	sp|Q01405|SC23A_MOUSE	Q01405	SC23A_MOUSE	Sec23a	765	22.50	Mus musculus OX=10090	Protein transport protein Sec23A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
739	a	sp|Q01768|NDKB_MOUSE	Q01768	NDKB_MOUSE	Nme2	152	71.10	Mus musculus OX=10090	Nucleoside diphosphate kinase B 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	1	9	2	2	     0	     0	     0			
741	a	sp|Q02053|UBA1_MOUSE	Q02053	UBA1_MOUSE	Uba1	1058	45.00	Mus musculus OX=10090	Ubiquitin-like modifier-activating enzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	6	4	6	     0	     0	     0	5M(15.9949)		
742	a	sp|Q02248|CTNB1_MOUSE	Q02248	CTNB1_MOUSE	Ctnnb1	781	42.80	Mus musculus OX=10090	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	4M(15.9949)		
743	a	sp|Q02257|PLAK_MOUSE	Q02257	PLAK_MOUSE	Jup	745	73.20	Mus musculus OX=10090	Junction plakoglobin 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	25	25	25	     0	     0	     0	1M(15.9949), 2M(15.9949), 3M(15.9949), 6M(15.9949)		
747	a	sp|Q03141|MARK3_MOUSE	Q03141	MARK3_MOUSE	Mark3	753	16.50	Mus musculus OX=10090	MAP/microtubule affinity-regulating kinase 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	2	0	0	     0	     0	     0			
751	a	sp|Q05512|MARK2_MOUSE	Q05512	MARK2_MOUSE	Mark2	776	27.70	Mus musculus OX=10090	Serine/threonine-protein kinase MARK2 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	2	0	2	     0	     0	     0			
753	a	sp|Q05816|FABP5_MOUSE	Q05816	FABP5_MOUSE	Fabp5	135	43.00	Mus musculus OX=10090	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	11M(15.9949), 2M(15.9949)		
754	a	sp|Q05920|PYC_MOUSE	Q05920	PYC_MOUSE	Pc	1178	43.60	Mus musculus OX=10090	Pyruvate carboxylase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0			
756	a	sp|Q06138|CAB39_MOUSE	Q06138	CAB39_MOUSE	Cab39	341	38.70	Mus musculus OX=10090	Calcium-binding protein 39 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
757	a	sp|Q06185|ATP5I_MOUSE	Q06185	ATP5I_MOUSE	Atp5me	71	66.20	Mus musculus OX=10090	ATP synthase subunit e, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0			
760	a	sp|Q07076|ANXA7_MOUSE	Q07076	ANXA7_MOUSE	Anxa7	463	30.90	Mus musculus OX=10090	Annexin A7 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
763	a	sp|Q08189|TGM3_MOUSE	Q08189	TGM3_MOUSE	Tgm3	693	14.90	Mus musculus OX=10090	Protein-glutamine gamma-glutamyltransferase E 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
770	a	sp|Q11011|PSA_MOUSE	Q11011	PSA_MOUSE	Npepps	920	41.00	Mus musculus OX=10090	Puromycin-sensitive aminopeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	11	11	11	     0	     0	     0	3M(15.9949), 6M(15.9949), 8M(15.9949)		
773	a	sp|Q2PFD7|PSD3_MOUSE	Q2PFD7	PSD3_MOUSE	Psd3	1037	17.90	Mus musculus OX=10090	PH and SEC7 domain-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	     0	     0	     0			
778	a	sp|Q3TC72|FAHD2_MOUSE	Q3TC72	FAHD2_MOUSE	Fahd2	313	33.90	Mus musculus OX=10090	Fumarylacetoacetate hydrolase domain-containing protein 2A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
781	a	sp|Q3TDK6|ROGDI_MOUSE	Q3TDK6	ROGDI_MOUSE	Rogdi	287	50.20	Mus musculus OX=10090	Protein rogdi homolog 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	4M(15.9949), N-term(42.0106)		
783	a	sp|Q3TDQ1|STT3B_MOUSE	Q3TDQ1	STT3B_MOUSE	Stt3b	823	11.80	Mus musculus OX=10090	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	4M(15.9949)		
784	a	sp|Q3TEA8|HP1B3_MOUSE	Q3TEA8	HP1B3_MOUSE	Hp1bp3	554	19.90	Mus musculus OX=10090	Heterochromatin protein 1-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	1M(15.9949)		
785	a	sp|Q3THE2|ML12B_MOUSE	Q3THE2	ML12B_MOUSE	Myl12b	172	50.60	Mus musculus OX=10090	Myosin regulatory light chain 12B 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0	6M(15.9949)		
794	a	sp|Q3TXS7|PSMD1_MOUSE	Q3TXS7	PSMD1_MOUSE	Psmd1	953	32.90	Mus musculus OX=10090	26S proteasome non-ATPase regulatory subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
801	a	sp|Q3U1J4|DDB1_MOUSE	Q3U1J4	DDB1_MOUSE	Ddb1	1140	27.10	Mus musculus OX=10090	DNA damage-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	     0	     0	     0	2M(15.9949)		
814	a	sp|Q3UHB1|NT5D3_MOUSE	Q3UHB1	NT5D3_MOUSE	Nt5dc3	546	24.50	Mus musculus OX=10090	5'-nucleotidase domain-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
817	a	sp|Q3UHD6|SNX27_MOUSE	Q3UHD6	SNX27_MOUSE	Snx27	539	24.70	Mus musculus OX=10090	Sorting nexin-27 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
818	a	sp|Q3UHD9|AGAP2_MOUSE	Q3UHD9	AGAP2_MOUSE	Agap2	1186	23.90	Mus musculus OX=10090	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
819	a	sp|Q3UHJ0|AAK1_MOUSE	Q3UHJ0	AAK1_MOUSE	Aak1	959	24.80	Mus musculus OX=10090	AP2-associated protein kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	4M(15.9949), 8M(15.9949)		
821	a	sp|Q3UHL1|CAMKV_MOUSE	Q3UHL1	CAMKV_MOUSE	Camkv	512	38.90	Mus musculus OX=10090	CaM kinase-like vesicle-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0	2M(15.9949)		
832	a	sp|Q3UMR5|MCU_MOUSE	Q3UMR5	MCU_MOUSE	Mcu	350	38.60	Mus musculus OX=10090	Calcium uniporter protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0			
845	a	sp|Q3UVX5|GRM5_MOUSE	Q3UVX5	GRM5_MOUSE	Grm5	1203	15.20	Mus musculus OX=10090	Metabotropic glutamate receptor 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
850	a	sp|Q3V3R1|C1TM_MOUSE	Q3V3R1	C1TM_MOUSE	Mthfd1l	977	28.70	Mus musculus OX=10090	Monofunctional C1-tetrahydrofolate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
852	a	sp|Q4ACU6|SHAN3_MOUSE	Q4ACU6	SHAN3_MOUSE	Shank3	1730	33.80	Mus musculus OX=10090	SH3 and multiple ankyrin repeat domains protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
853	a	sp|Q4KMM3|OXR1_MOUSE	Q4KMM3	OXR1_MOUSE	Oxr1	866	40.50	Mus musculus OX=10090	Oxidation resistance protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
855	a	sp|Q4VAE3|TMM65_MOUSE	Q4VAE3	TMM65_MOUSE	Tmem65	234	28.20	Mus musculus OX=10090	Transmembrane protein 65 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
857	a	sp|Q501J6|DDX17_MOUSE	Q501J6	DDX17_MOUSE	Ddx17	650	30.00	Mus musculus OX=10090	Probable ATP-dependent RNA helicase DDX17 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	1	7	2	2	     0	     0	     0			
864	a	sp|Q5DQR4|STB5L_MOUSE	Q5DQR4	STB5L_MOUSE	Stxbp5l	1185	18.90	Mus musculus OX=10090	Syntaxin-binding protein 5-like 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
867	a	sp|Q5DU25|IQEC2_MOUSE	Q5DU25	IQEC2_MOUSE	Iqsec2	1478	19.00	Mus musculus OX=10090	IQ motif and SEC7 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	0	2	0	0	     0	     0	     0			
871	a	sp|Q5FWK3|RHG01_MOUSE	Q5FWK3	RHG01_MOUSE	Arhgap1	439	34.40	Mus musculus OX=10090	Rho GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
875	a	sp|Q5M8N0|CNRP1_MOUSE	Q5M8N0	CNRP1_MOUSE	Cnrip1	164	43.90	Mus musculus OX=10090	CB1 cannabinoid receptor-interacting protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
877	a	sp|Q5PR73|DIRA2_MOUSE	Q5PR73	DIRA2_MOUSE	Diras2	199	43.70	Mus musculus OX=10090	GTP-binding protein Di-Ras2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
879	a	sp|Q5SQX6|CYFP2_MOUSE	Q5SQX6	CYFP2_MOUSE	Cyfip2	1253	45.30	Mus musculus OX=10090	Cytoplasmic FMR1-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	15	8	15	24	14	24	     0	     0	     0	11M(15.9949), 1M(15.9949), 2M(15.9949), 5M(15.9949)		
880	a	sp|Q5SRX1|TM1L2_MOUSE	Q5SRX1	TM1L2_MOUSE	Tom1l2	507	13.00	Mus musculus OX=10090	TOM1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
882	a	sp|Q5SSL4|ABR_MOUSE	Q5SSL4	ABR_MOUSE	Abr	859	25.10	Mus musculus OX=10090	Active breakpoint cluster region-related protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
884	a	sp|Q5SUF2|LC7L3_MOUSE	Q5SUF2	LC7L3_MOUSE	Luc7l3	432	12.30	Mus musculus OX=10090	Luc7-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
894	a	sp|Q5XJY5|COPD_MOUSE	Q5XJY5	COPD_MOUSE	Arcn1	511	29.50	Mus musculus OX=10090	Coatomer subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
895	a	sp|Q60597|ODO1_MOUSE	Q60597	ODO1_MOUSE	Ogdh	1023	43.50	Mus musculus OX=10090	2-oxoglutarate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	     0	     0	     0	2M(15.9949)		
896	a	sp|Q60598|SRC8_MOUSE	Q60598	SRC8_MOUSE	Cttn	546	25.50	Mus musculus OX=10090	Src substrate cortactin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
897	a	sp|Q60625|ICAM5_MOUSE	Q60625	ICAM5_MOUSE	Icam5	917	25.70	Mus musculus OX=10090	Intercellular adhesion molecule 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0	7M(15.9949)		
899	a	sp|Q60634|FLOT2_MOUSE	Q60634	FLOT2_MOUSE	Flot2	428	53.00	Mus musculus OX=10090	Flotillin-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
901	a	sp|Q60668|HNRPD_MOUSE	Q60668	HNRPD_MOUSE	Hnrnpd	355	30.70	Mus musculus OX=10090	Heterogeneous nuclear ribonucleoprotein D0 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
903	a	sp|Q60676|PPP5_MOUSE	Q60676	PPP5_MOUSE	Ppp5c	499	24.60	Mus musculus OX=10090	Serine/threonine-protein phosphatase 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
904	a	sp|Q60692|PSB6_MOUSE	Q60692	PSB6_MOUSE	Psmb6	238	46.60	Mus musculus OX=10090	Proteasome subunit beta type-6 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
908	a	sp|Q60759|GCDH_MOUSE	Q60759	GCDH_MOUSE	Gcdh	438	8.70	Mus musculus OX=10090	Glutaryl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
909	a	sp|Q60770|STXB3_MOUSE	Q60770	STXB3_MOUSE	Stxbp3	592	11.70	Mus musculus OX=10090	Syntaxin-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	0	3	0	0	     0	     0	     0			
910	a	sp|Q60771|CLD11_MOUSE	Q60771	CLD11_MOUSE	Cldn11	207	28.50	Mus musculus OX=10090	Claudin-11 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
