Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P31946|1433B_HUMAN	P31946	1433B_HUMAN	YWHAB	246	Homo sapiens OX=9606	14-3-3 protein beta/alpha 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	9	31	18	25	1291434.0	806652.9	1291434.0	1M(15.9949),2M(15.9949), N-term(42.0106),11M(15.9949), 15M(15.9949)		
sp|P31947|1433S_HUMAN	P31947	1433S_HUMAN	SFN	248	Homo sapiens OX=9606	14-3-3 protein sigma 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	4	17	12	12	940515.6	80400.2	80400.2	7M(15.9949),7M(15.9949)		
sp|P31948|STIP1_HUMAN	P31948	STIP1_HUMAN	STIP1	543	Homo sapiens OX=9606	Stress-induced-phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9967	1	1	1	1	1	1	6134.421	6134.421	6134.421			
sp|P31949|S10AB_HUMAN	P31949	S10AB_HUMAN	S100A11	105	Homo sapiens OX=9606	Protein S100-A11 	1:Experimental evidence at protein level	1.0000	0.9966	3	3	3	3	3	3	6785.7964	6785.7964	6785.7964			
sp|P32119|PRDX2_HUMAN	P32119	PRDX2_HUMAN	PRDX2	198	Homo sapiens OX=9606	Peroxiredoxin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	18	17	17	256592.56	256592.56	256592.56			
sp|P32455|GBP1_HUMAN	P32455	GBP1_HUMAN	GBP1	592	Homo sapiens OX=9606	Guanylate-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	6	2	6	27587.969	18563.16	27587.969	9M(15.9949)		
sp|P33176|KINH_HUMAN	P33176	KINH_HUMAN	KIF5B	963	Homo sapiens OX=9606	Kinesin-1 heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	9	21	16	20	138973.62	138973.62	138973.62	4M(15.9949), 5M(15.9949)		
sp|P33992|MCM5_HUMAN	P33992	MCM5_HUMAN	MCM5	734	Homo sapiens OX=9606	DNA replication licensing factor MCM5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	21304.732	21304.732	21304.732			
sp|P33993|MCM7_HUMAN	P33993	MCM7_HUMAN	MCM7	719	Homo sapiens OX=9606	DNA replication licensing factor MCM7 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	2	2	2	22241.885	22241.885	22241.885	11M(15.9949)		
sp|P34897|GLYM_HUMAN	P34897	GLYM_HUMAN	SHMT2	504	Homo sapiens OX=9606	Serine hydroxymethyltransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9987	7	7	7	9	9	9	165398.86	165398.86	165398.86	2M(15.9949)		
sp|P34932|HSP74_HUMAN	P34932	HSP74_HUMAN	HSPA4	840	Homo sapiens OX=9606	Heat shock 70 kDa protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	89538.35	89538.35	89538.35			
sp|P35221|CTNA1_HUMAN	P35221	CTNA1_HUMAN	CTNNA1	906	Homo sapiens OX=9606	Catenin alpha-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	7	10	25	15	25	214686.9	214686.9	214686.9	3M(15.9949),N-term(42.0106),3M(15.9949),6M(15.9949)		
sp|P35222|CTNB1_HUMAN	P35222	CTNB1_HUMAN	CTNNB1	781	Homo sapiens OX=9606	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	10	28	25	28	331746.38	331746.38	331746.38	4M(15.9949),3M(15.9949),4M(15.9949),6M(15.9949),6M(15.9949),7M(15.9949),2M(15.9949),1M(15.9949)		
sp|P35232|PHB_HUMAN	P35232	PHB_HUMAN	PHB	272	Homo sapiens OX=9606	Prohibitin 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	63931.277	63931.277	63931.277			
sp|P35237|SPB6_HUMAN	P35237	SPB6_HUMAN	SERPINB6	376	Homo sapiens OX=9606	Serpin B6 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	7	5	7	124005.81	54053.977	124005.81	4M(15.9949)		
sp|P35268|RL22_HUMAN	P35268	RL22_HUMAN	RPL22	128	Homo sapiens OX=9606	60S ribosomal protein L22 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	159287.48	159287.48	159287.48			
sp|P35527|K1C9_HUMAN	P35527	K1C9_HUMAN	KRT9	623	Homo sapiens OX=9606	Keratin, type I cytoskeletal 9 	1:Experimental evidence at protein level	1.0000	0.9990	37	36	37	179	172	179	1.4621984E7	1.4621984E7	1.4621984E7	3M(15.9949),5M(15.9949),5M(15.9949),3M(15.9949),1M(15.9949),8M(15.9949)		
sp|P35555|FBN1_HUMAN	P35555	FBN1_HUMAN	FBN1	2871	Homo sapiens OX=9606	Fibrillin-1 	1:Experimental evidence at protein level	1.0000	0.9990	25	22	25	65	58	65	512367.2	512367.2	512367.2	1C(57.0214), 3C(57.0214),1M(15.9949), 6C(57.0214),1C(57.0214),1C(57.0214),1C(57.0214),3C(57.0214), 4C(57.0214),1C(57.0214), 3C(57.0214), 7M(15.9949),8C(57.0214),1M(15.9949), 2C(57.0214), 3C(57.0214), 4C(57.0214),1C(57.0214),10M(15.9949), 12M(15.9949), 6C(57.0214),10M(15.9949), 12M(15.9949), 6C(57.0214),6C(57.0214),3C(57.0214), 5C(57.0214),4C(57.0214),9C(57.0214),6C(57.0214),12C(57.0214), 3M(15.9949),12C(57.0214), 1C(57.0214), 3C(57.0214),2C(57.0214), 7M(15.9949)		
sp|P35579|MYH9_HUMAN	P35579	MYH9_HUMAN	MYH9	1960	Homo sapiens OX=9606	Myosin-9 	1:Experimental evidence at protein level	1.0000	0.9990	72	55	72	224	181	224	1239163.9	1162717.0	1239163.9	12M(15.9949),8M(15.9949),9M(15.9949),7M(15.9949),10M(15.9949),10M(15.9949),8C(57.0214),9M(15.9949),9M(15.9949),6M(15.9949),6M(15.9949),5M(15.9949), 6M(15.9949),5M(15.9949), 6M(15.9949),2M(15.9949),2M(15.9949),2M(15.9949),2M(15.9949),4M(15.9949),1C(57.0214),10M(15.9949), 2M(15.9949),6M(15.9949),6M(15.9949),6M(15.9949),9M(15.9949),3M(15.9949), 7M(15.9949),3M(15.9949), 7M(15.9949),7C(57.0214),6M(15.9949),12M(15.9949),12M(15.9949),12M(15.9949),4M(15.9949)		
sp|P35606|COPB2_HUMAN	P35606	COPB2_HUMAN	COPB2	906	Homo sapiens OX=9606	Coatomer subunit beta' 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	15	14	15	256336.42	256336.42	256336.42	3M(15.9949),9M(15.9949)		
sp|P35611|ADDA_HUMAN	P35611	ADDA_HUMAN	ADD1	737	Homo sapiens OX=9606	Alpha-adducin 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	8	6	8	112667.61	88347.914	112667.61	1M(15.9949)		
sp|P35613|BASI_HUMAN	P35613	BASI_HUMAN	BSG	385	Homo sapiens OX=9606	Basigin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	49988.277	49988.277	49988.277			
sp|P35658|NU214_HUMAN	P35658	NU214_HUMAN	NUP214	2090	Homo sapiens OX=9606	Nuclear pore complex protein Nup214 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	4	4	4	18178.56	18178.56	18178.56	12M(15.9949)		
sp|P35659|DEK_HUMAN	P35659	DEK_HUMAN	DEK	375	Homo sapiens OX=9606	Protein DEK 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	356963.38	356963.38	356963.38	3M(15.9949)		
sp|P35749|MYH11_HUMAN	P35749	MYH11_HUMAN	MYH11	1972	Homo sapiens OX=9606	Myosin-11 	1:Experimental evidence at protein level	1.0000	0.9990	30	18	19	69	32	33	698730.7	195706.16	195706.16	12M(15.9949),3M(15.9949),5M(15.9949),1M(15.9949)		
sp|P35813|PPM1A_HUMAN	P35813	PPM1A_HUMAN	PPM1A	382	Homo sapiens OX=9606	Protein phosphatase 1A 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	1	2	0	2	22480.057	0	22480.057	9M(15.9949)		
sp|P35900|K1C20_HUMAN	P35900	K1C20_HUMAN	KRT20	424	Homo sapiens OX=9606	Keratin, type I cytoskeletal 20 	1:Experimental evidence at protein level	1.0000	0.9990	8	6	7	14	11	12	757007.06	169682.69	309565.7			
sp|P35908|K22E_HUMAN	P35908	K22E_HUMAN	KRT2	639	Homo sapiens OX=9606	Keratin, type II cytoskeletal 2 epidermal 	1:Experimental evidence at protein level	1.0000	0.9990	53	42	45	271	188	200	1.2114974E7	7911062.0	8761823.0	1M(15.9949),7M(15.9949),8M(15.9949),6M(15.9949)		
sp|P36542|ATPG_HUMAN	P36542	ATPG_HUMAN	ATP5F1C	298	Homo sapiens OX=9606	ATP synthase subunit gamma, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	88699.03	88699.03	88699.03	3M(15.9949)		
sp|P36578|RL4_HUMAN	P36578	RL4_HUMAN	RPL4	427	Homo sapiens OX=9606	60S ribosomal protein L4 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	25	25	25	790098.56	790098.56	790098.56	7M(15.9949),1M(15.9949)		
sp|P36776|LONM_HUMAN	P36776	LONM_HUMAN	LONP1	959	Homo sapiens OX=9606	Lon protease homolog, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	68243.36	68243.36	68243.36	6M(15.9949), 7M(15.9949),5M(15.9949)		
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens OX=9606	Phosphoglucomutase-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	54085.617	54085.617	54085.617			
sp|P36957|ODO2_HUMAN	P36957	ODO2_HUMAN	DLST	453	Homo sapiens OX=9606	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	16	16	16	81561.84	81561.84	81561.84	5M(15.9949),4M(15.9949)		
sp|P37802|TAGL2_HUMAN	P37802	TAGL2_HUMAN	TAGLN2	199	Homo sapiens OX=9606	Transgelin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	16	12	16	909128.8	820323.2	909128.8	N-term(42.0106),6M(15.9949),3M(15.9949),7M(15.9949),12M(15.9949), 7M(15.9949)		
sp|P37837|TALDO_HUMAN	P37837	TALDO_HUMAN	TALDO1	337	Homo sapiens OX=9606	Transaldolase 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	22	22	22	373605.22	373605.22	373605.22	8M(15.9949),8M(15.9949),8M(15.9949),8M(15.9949),3M(15.9949),4M(15.9949)		
sp|P38117|ETFB_HUMAN	P38117	ETFB_HUMAN	ETFB	255	Homo sapiens OX=9606	Electron transfer flavoprotein subunit beta 	1:Experimental evidence at protein level	1.0000	0.9978	1	1	1	2	2	2	22691.596	22691.596	22691.596			
sp|P38159|RBMX_HUMAN	P38159	RBMX_HUMAN	RBMX	391	Homo sapiens OX=9606	RNA-binding motif protein, X chromosome 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	7	4	7	84510.484	33105.355	84510.484	N-term(42.0106),7M(15.9949)		
sp|P38606|VATA_HUMAN	P38606	VATA_HUMAN	ATP6V1A	617	Homo sapiens OX=9606	V-type proton ATPase catalytic subunit A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	60703.902	60703.902	60703.902	10M(15.9949)		
sp|P38646|GRP75_HUMAN	P38646	GRP75_HUMAN	HSPA9	679	Homo sapiens OX=9606	Stress-70 protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	42	42	42	325428.7	325428.7	325428.7	11M(15.9949),11M(15.9949),1M(15.9949),4M(15.9949)		
sp|P38919|IF4A3_HUMAN	P38919	IF4A3_HUMAN	EIF4A3	411	Homo sapiens OX=9606	Eukaryotic initiation factor 4A-III 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	9	8	8	313704.72	313704.72	313704.72	6M(15.9949), N-term(42.0106)		
sp|P39019|RS19_HUMAN	P39019	RS19_HUMAN	RPS19	145	Homo sapiens OX=9606	40S ribosomal protein S19 	1:Experimental evidence at protein level	1.0000	0.9989	5	5	5	9	9	9	150990.4	150990.4	150990.4	10R(54.0474)		
sp|P39023|RL3_HUMAN	P39023	RL3_HUMAN	RPL3	403	Homo sapiens OX=9606	60S ribosomal protein L3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	97499.26	97499.26	97499.26			
sp|P39060|COIA1_HUMAN	P39060	COIA1_HUMAN	COL18A1	1754	Homo sapiens OX=9606	Collagen alpha-1(XVIII) chain 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	4	4	4	42215.47	42215.47	42215.47	6C(57.0214)		
sp|P39656|OST48_HUMAN	P39656	OST48_HUMAN	DDOST	456	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit 	1:Experimental evidence at protein level	1.0000	0.9983	2	2	2	5	5	5	21257.03	21257.03	21257.03			
sp|P39687|AN32A_HUMAN	P39687	AN32A_HUMAN	ANP32A	249	Homo sapiens OX=9606	Acidic leucine-rich nuclear phosphoprotein 32 family member A 	1:Experimental evidence at protein level	1.0000	0.9988	2	0	2	6	0	6	48030.723	0	48030.723			
sp|P39748|FEN1_HUMAN	P39748	FEN1_HUMAN	FEN1	380	Homo sapiens OX=9606	Flap endonuclease 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	18248.627	18248.627	18248.627			
sp|P40121|CAPG_HUMAN	P40121	CAPG_HUMAN	CAPG	348	Homo sapiens OX=9606	Macrophage-capping protein 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	207817.12	207817.12	207817.12	8M(15.9949)		
sp|P40227|TCPZ_HUMAN	P40227	TCPZ_HUMAN	CCT6A	531	Homo sapiens OX=9606	T-complex protein 1 subunit zeta 	1:Experimental evidence at protein level	1.0000	0.9990	8	5	8	13	9	13	246458.55	246178.66	246458.55	2M(15.9949)		
sp|P40429|RL13A_HUMAN	P40429	RL13A_HUMAN	RPL13A	203	Homo sapiens OX=9606	60S ribosomal protein L13a 	1:Experimental evidence at protein level	1.0000	0.9989	3	2	3	5	4	5	141617.23	34406.402	141617.23			
sp|P40925|MDHC_HUMAN	P40925	MDHC_HUMAN	MDH1	334	Homo sapiens OX=9606	Malate dehydrogenase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9912	2	2	2	2	2	2	50687.33	50687.33	50687.33	5C(57.0214)		
sp|P40926|MDHM_HUMAN	P40926	MDHM_HUMAN	MDH2	338	Homo sapiens OX=9606	Malate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	26	26	26	1264748.1	1264748.1	1264748.1	10M(15.9949),6C(57.0214),1M(15.9949)		
sp|P40939|ECHA_HUMAN	P40939	ECHA_HUMAN	HADHA	763	Homo sapiens OX=9606	Trifunctional enzyme subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	9	9	9	165066.94	165066.94	165066.94	6M(15.9949),1C(57.0214), 5M(15.9949), 6M(15.9949)		
sp|P41091|IF2G_HUMAN	P41091	IF2G_HUMAN	EIF2S3	472	Homo sapiens OX=9606	Eukaryotic translation initiation factor 2 subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	43617.137	0	43617.137			
sp|P41250|GARS_HUMAN	P41250	GARS_HUMAN	GARS1	739	Homo sapiens OX=9606	Glycine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	29929.93	29929.93	29929.93			
sp|P41252|SYIC_HUMAN	P41252	SYIC_HUMAN	IARS1	1262	Homo sapiens OX=9606	Isoleucine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	5	4	4	57419.508	36948.406	36948.406	4M(15.9949)		
sp|P42126|ECI1_HUMAN	P42126	ECI1_HUMAN	ECI1	302	Homo sapiens OX=9606	Enoyl-CoA delta isomerase 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	31963.615	31963.615	31963.615	14M(15.9949)		
sp|P42166|LAP2A_HUMAN	P42166	LAP2A_HUMAN	TMPO	694	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoform alpha 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	5	18	5	18	107042.8	50502.758	107042.8			
sp|P42167|LAP2B_HUMAN	P42167	LAP2B_HUMAN	TMPO	454	Homo sapiens OX=9606	Lamina-associated polypeptide 2, isoforms beta/gamma 	1:Experimental evidence at protein level	1.0000	0.9989	4	1	1	15	2	2	100175.36	22323.3	22323.3			
sp|P42224|STAT1_HUMAN	P42224	STAT1_HUMAN	STAT1	750	Homo sapiens OX=9606	Signal transducer and activator of transcription 1-alpha/beta 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	37539.156	37539.156	37539.156			
sp|P42330|AK1C3_HUMAN	P42330	AK1C3_HUMAN	AKR1C3	323	Homo sapiens OX=9606	Aldo-keto reductase family 1 member C3 	1:Experimental evidence at protein level	1.0000	0.9981	4	0	4	9	0	9	63262.223	0	63262.223			sp|Q04828|AK1C1_HUMAN
sp|P42704|LPPRC_HUMAN	P42704	LPPRC_HUMAN	LRPPRC	1394	Homo sapiens OX=9606	Leucine-rich PPR motif-containing protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	32	32	32	352118.2	352118.2	352118.2	1M(15.9949),1C(57.0214)		
sp|P42765|THIM_HUMAN	P42765	THIM_HUMAN	ACAA2	397	Homo sapiens OX=9606	3-ketoacyl-CoA thiolase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	200108.61	200108.61	200108.61			
sp|P42766|RL35_HUMAN	P42766	RL35_HUMAN	RPL35	123	Homo sapiens OX=9606	60S ribosomal protein L35 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	220536.94	220536.94	220536.94			
sp|P43243|MATR3_HUMAN	P43243	MATR3_HUMAN	MATR3	847	Homo sapiens OX=9606	Matrin-3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	111749.11	111749.11	111749.11	7M(15.9949),5M(15.9949)		
sp|P43490|NAMPT_HUMAN	P43490	NAMPT_HUMAN	NAMPT	491	Homo sapiens OX=9606	Nicotinamide phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	13	13	13	80808.89	80808.89	80808.89			
sp|P45880|VDAC2_HUMAN	P45880	VDAC2_HUMAN	VDAC2	294	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	128313.97	128313.97	128313.97			
sp|P45974|UBP5_HUMAN	P45974	UBP5_HUMAN	USP5	858	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	59610.66	59610.66	59610.66			
sp|P46060|RAGP1_HUMAN	P46060	RAGP1_HUMAN	RANGAP1	587	Homo sapiens OX=9606	Ran GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	35926.25	35926.25	35926.25			
sp|P46459|NSF_HUMAN	P46459	NSF_HUMAN	NSF	744	Homo sapiens OX=9606	Vesicle-fusing ATPase 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	28142.113	28142.113	28142.113			
sp|P46776|RL27A_HUMAN	P46776	RL27A_HUMAN	RPL27A	148	Homo sapiens OX=9606	60S ribosomal protein L27a 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	142063.83	142063.83	142063.83	5C(57.0214)		
sp|P46777|RL5_HUMAN	P46777	RL5_HUMAN	RPL5	297	Homo sapiens OX=9606	60S ribosomal protein L5 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	29	29	29	262668.94	262668.94	262668.94	3M(15.9949),11M(15.9949), 3M(15.9949),11M(15.9949), 3M(15.9949)		
sp|P46778|RL21_HUMAN	P46778	RL21_HUMAN	RPL21	160	Homo sapiens OX=9606	60S ribosomal protein L21 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	57492.035	57492.035	57492.035	10M(15.9949)		
sp|P46781|RS9_HUMAN	P46781	RS9_HUMAN	RPS9	194	Homo sapiens OX=9606	40S ribosomal protein S9 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	15	15	15	158805.94	158805.94	158805.94			
sp|P46782|RS5_HUMAN	P46782	RS5_HUMAN	RPS5	204	Homo sapiens OX=9606	40S ribosomal protein S5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	221125.23	221125.23	221125.23	3C(57.0214)		
sp|P46926|GNPI1_HUMAN	P46926	GNPI1_HUMAN	GNPDA1	289	Homo sapiens OX=9606	Glucosamine-6-phosphate isomerase 1 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	100190.73	100190.73	100190.73			
sp|P46939|UTRN_HUMAN	P46939	UTRN_HUMAN	UTRN	3433	Homo sapiens OX=9606	Utrophin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	6976.236	6976.236	6976.236			
sp|P46940|IQGA1_HUMAN	P46940	IQGA1_HUMAN	IQGAP1	1657	Homo sapiens OX=9606	Ras GTPase-activating-like protein IQGAP1 	1:Experimental evidence at protein level	1.0000	0.9990	15	14	15	25	24	25	308774.12	308774.12	308774.12	6M(15.9949),1M(15.9949),5M(15.9949)		
sp|P46977|STT3A_HUMAN	P46977	STT3A_HUMAN	STT3A	705	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A 	1:Experimental evidence at protein level	1.0000	0.9989	4	3	4	8	4	8	123519.34	120388.336	123519.34			
sp|P47756|CAPZB_HUMAN	P47756	CAPZB_HUMAN	CAPZB	277	Homo sapiens OX=9606	F-actin-capping protein subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	13	13	13	357473.1	357473.1	357473.1	8M(15.9949),6M(15.9949),5M(15.9949),5M(15.9949)		
sp|P47897|SYQ_HUMAN	P47897	SYQ_HUMAN	QARS1	775	Homo sapiens OX=9606	Glutamine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	9	9	9	116814.17	116814.17	116814.17	2M(15.9949)		
sp|P47914|RL29_HUMAN	P47914	RL29_HUMAN	RPL29	159	Homo sapiens OX=9606	60S ribosomal protein L29 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	8	8	8	351772.0	351772.0	351772.0			
sp|P48047|ATPO_HUMAN	P48047	ATPO_HUMAN	ATP5PO	213	Homo sapiens OX=9606	ATP synthase subunit O, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	155505.36	155505.36	155505.36	7M(15.9949),9M(15.9949)		
sp|P48147|PPCE_HUMAN	P48147	PPCE_HUMAN	PREP	710	Homo sapiens OX=9606	Prolyl endopeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	54564.28	54564.28	54564.28	1M(15.9949)		
sp|P48444|COPD_HUMAN	P48444	COPD_HUMAN	ARCN1	511	Homo sapiens OX=9606	Coatomer subunit delta 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	9	9	9	151318.62	151318.62	151318.62	6M(15.9949),11M(15.9949), 7M(15.9949)		
sp|P48556|PSMD8_HUMAN	P48556	PSMD8_HUMAN	PSMD8	350	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 8 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	73698.84	73698.84	73698.84			
sp|P48637|GSHB_HUMAN	P48637	GSHB_HUMAN	GSS	474	Homo sapiens OX=9606	Glutathione synthetase 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	4	4	4	40662.56	40662.56	40662.56			
sp|P48643|TCPE_HUMAN	P48643	TCPE_HUMAN	CCT5	541	Homo sapiens OX=9606	T-complex protein 1 subunit epsilon 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	12	11	12	126206.68	126206.68	126206.68	2M(15.9949),9M(15.9949),4M(15.9949)		
sp|P48735|IDHP_HUMAN	P48735	IDHP_HUMAN	IDH2	452	Homo sapiens OX=9606	Isocitrate dehydrogenase [NADP], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	11	10	11	26	25	26	354721.75	354721.75	354721.75	1C(57.0214),11M(15.9949), 2C(57.0214),13M(15.9949), 8M(15.9949),13M(15.9949), 8M(15.9949),4M(15.9949),9C(57.0214),5M(15.9949)		
sp|P49006|MRP_HUMAN	P49006	MRP_HUMAN	MARCKSL1	195	Homo sapiens OX=9606	MARCKS-related protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	92435.29	92435.29	92435.29			
sp|P49189|AL9A1_HUMAN	P49189	AL9A1_HUMAN	ALDH9A1	494	Homo sapiens OX=9606	4-trimethylaminobutyraldehyde dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	14	13	13	173466.73	117519.76	117519.76	7C(57.0214),11M(15.9949)		
sp|P49257|LMAN1_HUMAN	P49257	LMAN1_HUMAN	LMAN1	510	Homo sapiens OX=9606	Protein ERGIC-53 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	100473.19	100473.19	100473.19			
sp|P49321|NASP_HUMAN	P49321	NASP_HUMAN	NASP	788	Homo sapiens OX=9606	Nuclear autoantigenic sperm protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	63655.71	63655.71	63655.71	1M(15.9949)		
sp|P49327|FAS_HUMAN	P49327	FAS_HUMAN	FASN	2511	Homo sapiens OX=9606	Fatty acid synthase 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	17	17	17	111649.82	111649.82	111649.82	15M(15.9949),10C(57.0214), 3M(15.9949)		
sp|P49368|TCPG_HUMAN	P49368	TCPG_HUMAN	CCT3	545	Homo sapiens OX=9606	T-complex protein 1 subunit gamma 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	13	13	13	138593.78	138593.78	138593.78	2M(15.9949),6M(15.9949), 9C(57.0214),3M(15.9949),6C(57.0214)		
sp|P49411|EFTU_HUMAN	P49411	EFTU_HUMAN	TUFM	452	Homo sapiens OX=9606	Elongation factor Tu, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	16	16	16	1017227.2	1017227.2	1017227.2	8M(15.9949)		
sp|P49419|AL7A1_HUMAN	P49419	AL7A1_HUMAN	ALDH7A1	539	Homo sapiens OX=9606	Alpha-aminoadipic semialdehyde dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	9	9	9	348912.2	348912.2	348912.2	1M(15.9949),5M(15.9949)		
sp|P49721|PSB2_HUMAN	P49721	PSB2_HUMAN	PSMB2	201	Homo sapiens OX=9606	Proteasome subunit beta type-2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	80084.54	80084.54	80084.54	9M(15.9949)		
