Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10mMDTT_1 Spectral Count	10mMDTT_2 Spectral Count	10mMDTT_3 Spectral Count	10mMDTT_4 Spectral Count	10mMDTT_5 Spectral Count	10mMDTT_6 Spectral Count	20mMDTT_1 Spectral Count	20mMDTT_2 Spectral Count	20mMDTT_3 Spectral Count	20mMDTT_4 Spectral Count	20mMDTT_5 Spectral Count	20mMDTT_6 Spectral Count	20mMTCEP_1 Spectral Count	20mMTCEP_2 Spectral Count	20mMTCEP_3 Spectral Count	20mMTCEP_4 Spectral Count	20mMTCEP_5 Spectral Count	20mMTCEP_6 Spectral Count	45mMTCEP_1 Spectral Count	45mMTCEP_2 Spectral Count	45mMTCEP_3 Spectral Count	45mMTCEP_4 Spectral Count	45mMTCEP_5 Spectral Count	45mMTCEP_6 Spectral Count	InGelv1_1 Spectral Count	InGelv1_2 Spectral Count	InGelv1_3 Spectral Count	InGelv1_4 Spectral Count	MLQC_1 Spectral Count	MLQC_2 Spectral Count	MLQC_3 Spectral Count	10mMDTT_1 Unique Spectral Count	10mMDTT_2 Unique Spectral Count	10mMDTT_3 Unique Spectral Count	10mMDTT_4 Unique Spectral Count	10mMDTT_5 Unique Spectral Count	10mMDTT_6 Unique Spectral Count	20mMDTT_1 Unique Spectral Count	20mMDTT_2 Unique Spectral Count	20mMDTT_3 Unique Spectral Count	20mMDTT_4 Unique Spectral Count	20mMDTT_5 Unique Spectral Count	20mMDTT_6 Unique Spectral Count	20mMTCEP_1 Unique Spectral Count	20mMTCEP_2 Unique Spectral Count	20mMTCEP_3 Unique Spectral Count	20mMTCEP_4 Unique Spectral Count	20mMTCEP_5 Unique Spectral Count	20mMTCEP_6 Unique Spectral Count	45mMTCEP_1 Unique Spectral Count	45mMTCEP_2 Unique Spectral Count	45mMTCEP_3 Unique Spectral Count	45mMTCEP_4 Unique Spectral Count	45mMTCEP_5 Unique Spectral Count	45mMTCEP_6 Unique Spectral Count	InGelv1_1 Unique Spectral Count	InGelv1_2 Unique Spectral Count	InGelv1_3 Unique Spectral Count	InGelv1_4 Unique Spectral Count	MLQC_1 Unique Spectral Count	MLQC_2 Unique Spectral Count	MLQC_3 Unique Spectral Count	10mMDTT_1 Total Spectral Count	10mMDTT_2 Total Spectral Count	10mMDTT_3 Total Spectral Count	10mMDTT_4 Total Spectral Count	10mMDTT_5 Total Spectral Count	10mMDTT_6 Total Spectral Count	20mMDTT_1 Total Spectral Count	20mMDTT_2 Total Spectral Count	20mMDTT_3 Total Spectral Count	20mMDTT_4 Total Spectral Count	20mMDTT_5 Total Spectral Count	20mMDTT_6 Total Spectral Count	20mMTCEP_1 Total Spectral Count	20mMTCEP_2 Total Spectral Count	20mMTCEP_3 Total Spectral Count	20mMTCEP_4 Total Spectral Count	20mMTCEP_5 Total Spectral Count	20mMTCEP_6 Total Spectral Count	45mMTCEP_1 Total Spectral Count	45mMTCEP_2 Total Spectral Count	45mMTCEP_3 Total Spectral Count	45mMTCEP_4 Total Spectral Count	45mMTCEP_5 Total Spectral Count	45mMTCEP_6 Total Spectral Count	InGelv1_1 Total Spectral Count	InGelv1_2 Total Spectral Count	InGelv1_3 Total Spectral Count	InGelv1_4 Total Spectral Count	MLQC_1 Total Spectral Count	MLQC_2 Total Spectral Count	MLQC_3 Total Spectral Count	10mMDTT_1 Intensity	10mMDTT_2 Intensity	10mMDTT_3 Intensity	10mMDTT_4 Intensity	10mMDTT_5 Intensity	10mMDTT_6 Intensity	20mMDTT_1 Intensity	20mMDTT_2 Intensity	20mMDTT_3 Intensity	20mMDTT_4 Intensity	20mMDTT_5 Intensity	20mMDTT_6 Intensity	20mMTCEP_1 Intensity	20mMTCEP_2 Intensity	20mMTCEP_3 Intensity	20mMTCEP_4 Intensity	20mMTCEP_5 Intensity	20mMTCEP_6 Intensity	45mMTCEP_1 Intensity	45mMTCEP_2 Intensity	45mMTCEP_3 Intensity	45mMTCEP_4 Intensity	45mMTCEP_5 Intensity	45mMTCEP_6 Intensity	InGelv1_1 Intensity	InGelv1_2 Intensity	InGelv1_3 Intensity	InGelv1_4 Intensity	MLQC_1 Intensity	MLQC_2 Intensity	MLQC_3 Intensity	10mMDTT_1 MaxLFQ Intensity	10mMDTT_2 MaxLFQ Intensity	10mMDTT_3 MaxLFQ Intensity	10mMDTT_4 MaxLFQ Intensity	10mMDTT_5 MaxLFQ Intensity	10mMDTT_6 MaxLFQ Intensity	20mMDTT_1 MaxLFQ Intensity	20mMDTT_2 MaxLFQ Intensity	20mMDTT_3 MaxLFQ Intensity	20mMDTT_4 MaxLFQ Intensity	20mMDTT_5 MaxLFQ Intensity	20mMDTT_6 MaxLFQ Intensity	20mMTCEP_1 MaxLFQ Intensity	20mMTCEP_2 MaxLFQ Intensity	20mMTCEP_3 MaxLFQ Intensity	20mMTCEP_4 MaxLFQ Intensity	20mMTCEP_5 MaxLFQ Intensity	20mMTCEP_6 MaxLFQ Intensity	45mMTCEP_1 MaxLFQ Intensity	45mMTCEP_2 MaxLFQ Intensity	45mMTCEP_3 MaxLFQ Intensity	45mMTCEP_4 MaxLFQ Intensity	45mMTCEP_5 MaxLFQ Intensity	45mMTCEP_6 MaxLFQ Intensity	InGelv1_1 MaxLFQ Intensity	InGelv1_2 MaxLFQ Intensity	InGelv1_3 MaxLFQ Intensity	InGelv1_4 MaxLFQ Intensity	MLQC_1 MaxLFQ Intensity	MLQC_2 MaxLFQ Intensity	MLQC_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q69Z38|PEAK1_MOUSE	Q69Z38	PEAK1_MOUSE	Peak1	1735	Mus musculus OX=10090	1:Experimental evidence at protein level	Inactive tyrosine-protein kinase PEAK1	0.9048	0.996	3	4	4	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23467.734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19091.793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q69ZA1|CDK13_MOUSE	Q69ZA1	CDK13_MOUSE	Cdk13	1511	Mus musculus OX=10090	1:Experimental evidence at protein level	Cyclin-dependent kinase 13	0.9744	0.999	3	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6521.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q69ZQ1|MYORG_MOUSE	Q69ZQ1	MYORG_MOUSE	Myorg	716	Mus musculus OX=10090	1:Experimental evidence at protein level	Myogenesis-regulating glycosidase	0.9072	0.9988	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27095.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q69ZQ2|ISY1_MOUSE	Q69ZQ2	ISY1_MOUSE	Isy1	285	Mus musculus OX=10090	1:Experimental evidence at protein level	Pre-mRNA-splicing factor ISY1 homolog	0.9999	0.999	2	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7372.251	6543.994	6639.431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q69ZR2|HECD1_MOUSE	Q69ZR2	HECD1_MOUSE	Hectd1	2618	Mus musculus OX=10090	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase HECTD1	1.0	0.999	16	96	96	96	3	1	2	0	1	2	5	6	2	4	4	0	0	4	1	1	6	0	3	3	1	7	1	3	4	7	5	3	4	7	6	3	1	2	0	1	2	5	6	2	4	4	0	0	4	1	1	6	0	3	3	1	7	1	3	4	7	5	3	4	7	6	3	1	2	0	1	2	5	6	2	4	4	0	0	4	1	1	6	0	3	3	1	7	1	3	4	7	5	3	4	7	6	22555.814	19958.291	20616.512	0.0	20245.26	0.0	0.0	18265.934	19868.758	22704.537	24620.127	0.0	0.0	0.0	21314.729	19522.58	23944.084	0.0	19234.217	21596.365	22646.043	23683.229	18673.879	0.0	0.0	0.0	0.0	0.0	28366.361	29182.232	30254.48	45619.594	0.0	0.0	0.0	0.0	0.0	52793.94	41546.21	38716.117	38991.004	48767.117	0.0	0.0	48636.305	0.0	0.0	56559.89	0.0	48251.543	0.0	0.0	48837.164	0.0	52905.957	48438.844	50785.094	77989.836	58389.492	46950.81	45305.555	48617.438	
sp|Q69ZS7|HBS1L_MOUSE	Q69ZS7	HBS1L_MOUSE	Hbs1l	682	Mus musculus OX=10090	1:Experimental evidence at protein level	HBS1-like protein	1.0	0.999	7	80	80	80	1	4	3	1	3	3	1	2	2	1	2	1	2	6	1	5	2	3	4	3	1	2	4	4	2	3	2	1	2	5	4	1	4	3	1	3	3	1	2	2	1	2	1	2	6	1	5	2	3	4	3	1	2	4	4	2	3	2	1	2	5	4	1	4	3	1	3	3	1	2	2	1	2	1	2	6	1	5	2	3	4	3	1	2	4	4	2	3	2	1	2	5	4	89998.336	89302.55	97740.1	93991.1	97416.53	89867.93	95183.62	101269.36	99164.484	90874.6	100395.914	96961.016	94019.99	94261.4	96279.78	105120.65	0.0	93958.19	95274.8	99177.63	94192.414	103700.82	87917.52	84753.34	104956.03	95513.33	97007.89	88570.266	69855.35	71197.26	73906.625	0.0	101910.25	118500.17	0.0	117056.414	107234.58	0.0	122165.75	0.0	0.0	0.0	0.0	121872.58	114869.37	0.0	118358.16	0.0	111751.27	111254.625	120828.91	0.0	123590.99	107885.14	113168.59	0.0	0.0	0.0	0.0	0.0	86485.63	88756.5	
sp|Q6A009|LTN1_MOUSE	Q6A009	LTN1_MOUSE	Ltn1	1767	Mus musculus OX=10090	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase listerin	1.0	0.999	4	51	51	51	1	3	3	1	3	2	3	2	3	2	1	1	6	2	1	1	2	3	1	1	1	1	3	1	0	0	0	0	1	1	1	1	3	3	1	3	2	3	2	3	2	1	1	6	2	1	1	2	3	1	1	1	1	3	1	0	0	0	0	1	1	1	1	3	3	1	3	2	3	2	3	2	1	1	6	2	1	1	2	3	1	1	1	1	3	1	0	0	0	0	1	1	1	41703.58	42140.902	34535.402	40812.96	39563.57	45829.543	38355.137	40645.29	42245.16	40192.88	37409.867	38652.47	45592.87	42102.758	34766.965	37833.61	41926.598	38105.15	29489.959	39148.39	40084.453	38874.438	37874.4	33837.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6A026|PDS5A_MOUSE	Q6A026	PDS5A_MOUSE	Pds5a	1332	Mus musculus OX=10090	1:Experimental evidence at protein level	Sister chromatid cohesion protein PDS5 homolog A	1.0	0.999	10	73	70	73	0	2	2	1	3	2	2	3	3	1	1	1	4	5	5	2	5	1	1	3	0	4	0	1	2	1	2	2	4	8	2	0	2	2	1	3	2	2	3	3	1	1	1	4	5	5	2	5	1	1	3	0	4	0	0	1	1	1	2	4	8	2	0	2	2	1	3	2	2	3	3	1	1	1	4	5	5	2	5	1	1	3	0	4	0	1	2	1	2	2	4	8	2	0.0	39201.156	0.0	34290.734	38689.848	34928.895	37931.664	39998.246	32571.871	35964.145	34710.957	35364.76	37605.61	37194.215	35484.184	32780.14	41520.05	0.0	33776.137	32973.246	0.0	35644.473	0.0	0.0	161324.23	155981.72	155385.67	176913.19	28964.152	26990.408	28943.82	0.0	0.0	70783.1	0.0	0.0	0.0	0.0	46924.188	37888.77	0.0	0.0	0.0	0.0	0.0	41227.406	0.0	48085.977	0.0	0.0	41098.62	0.0	0.0	0.0	0.0	186832.62	0.0	179955.06	0.0	33046.38	28866.086	33542.51	
sp|Q6A028|SWP70_MOUSE	Q6A028	SWP70_MOUSE	Swap70	585	Mus musculus OX=10090	1:Experimental evidence at protein level	Switch-associated protein 70	0.9988	0.9933	2	2	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	12168.683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21109.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6A068|CDC5L_MOUSE	Q6A068	CDC5L_MOUSE	Cdc5l	802	Mus musculus OX=10090	1:Experimental evidence at protein level	Cell division cycle 5-like protein	1.0	0.999	6	20	20	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	6	5	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24483.266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94304.41	96140.19	92298.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66949.22	71594.46	72324.51	
sp|Q6A0A2|LAR4B_MOUSE	Q6A0A2	LAR4B_MOUSE	Larp4b	741	Mus musculus OX=10090	1:Experimental evidence at protein level	La-related protein 4B	1.0	0.999	3	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43580.742	0.0	0.0	0.0	42305.184	39198.08	42633.633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6A0A9|F120A_MOUSE	Q6A0A9	F120A_MOUSE	FAM120A	1112	Mus musculus OX=10090	1:Experimental evidence at protein level	Constitutive coactivator of PPAR-gamma-like protein 1	1.0	0.999	24	459	425	459	10	12	10	12	14	14	14	12	9	9	11	9	18	17	15	11	11	16	19	17	15	16	16	14	16	16	17	23	20	23	23	9	11	9	11	12	13	13	11	8	8	10	8	16	15	14	10	10	15	18	15	14	15	14	12	16	16	17	23	18	22	22	10	12	10	12	14	14	14	12	9	9	11	9	18	17	15	11	11	16	19	17	15	16	16	14	16	16	17	23	20	23	23	161620.6	161621.66	173400.69	175921.38	165120.75	154731.66	172436.31	171484.88	169833.14	151197.12	171641.2	167406.62	174183.5	173488.02	168069.2	169844.31	168221.3	168159.92	174965.66	160223.45	168410.95	160508.52	170715.66	171793.75	166331.72	191330.3	176190.11	177453.66	123027.125	99185.67	52063.84	103656.945	101099.24	104635.02	110764.36	102366.37	100994.734	105113.72	105535.49	106034.49	99098.02	105992.836	106264.77	109513.266	108359.914	105101.99	106890.74	105239.59	104560.91	106948.305	104688.62	105787.52	99759.086	106821.75	108173.94	105625.09	116196.83	113935.46	107712.86	78514.17	104090.01	107143.48	
sp|Q6A4J8|UBP7_MOUSE	Q6A4J8	UBP7_MOUSE	Usp7	1103	Mus musculus OX=10090	1:Experimental evidence at protein level	Ubiquitin carboxyl-terminal hydrolase 7	1.0	0.999	7	18	18	18	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	5	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	5	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	4	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33449.523	0.0	32290.24	32106.86	32010.6	
sp|Q6AW69|CGNL1_MOUSE	Q6AW69	CGNL1_MOUSE	Cgnl1	1298	Mus musculus OX=10090	1:Experimental evidence at protein level	Cingulin-like protein 1	1.0	0.999	9	93	93	93	4	2	2	3	4	2	4	2	4	3	5	1	2	3	3	3	3	2	6	3	2	4	1	1	5	4	4	4	3	2	2	4	2	2	3	4	2	4	2	4	3	5	1	2	3	3	3	3	2	6	3	2	4	1	1	5	4	4	4	3	2	2	4	2	2	3	4	2	4	2	4	3	5	1	2	3	3	3	3	2	6	3	2	4	1	1	5	4	4	4	3	2	2	28754.664	24275.518	19490.42	25923.35	24957.182	24181.488	25437.787	28125.625	24233.838	24448.76	26937.68	0.0	22195.912	27114.451	22333.896	24069.217	25670.191	24228.996	33266.527	30140.217	23956.205	25383.455	22123.508	21094.834	23864.49	0.0	0.0	28737.541	0.0	0.0	0.0	0.0	0.0	23103.115	29171.672	27050.004	26662.896	29679.068	30427.424	0.0	27832.023	31390.344	0.0	24304.65	31006.47	0.0	27854.488	29520.799	0.0	34786.785	32264.578	26777.264	29466.633	0.0	0.0	32399.8	37527.867	39280.137	33724.43	0.0	0.0	0.0	
sp|Q6DFW4|NOP58_MOUSE	Q6DFW4	NOP58_MOUSE	Nop58	536	Mus musculus OX=10090	1:Experimental evidence at protein level	Nucleolar protein 58	1.0	0.999	17	453	453	453	14	15	16	12	17	15	11	17	15	10	16	14	15	11	15	16	12	14	16	16	13	13	13	15	13	10	9	14	25	19	22	14	15	16	12	17	15	11	17	15	10	16	14	15	11	15	16	12	14	16	16	13	13	13	15	13	10	9	14	25	19	22	14	15	16	12	17	15	11	17	15	10	16	14	15	11	15	16	12	14	16	16	13	13	13	15	13	10	9	14	25	19	22	184034.78	179476.67	188960.06	163309.08	181172.95	178888.25	148477.55	152719.84	181709.16	163291.42	155550.25	178213.83	178026.34	173423.97	165676.56	168048.69	155725.44	166649.78	167934.47	163188.5	186173.34	183126.92	173369.55	191509.3	170865.03	188190.81	188258.19	188927.8	230337.66	217299.67	246867.44	129787.2	126230.086	132575.95	126275.93	130793.39	131445.03	124004.086	125193.66	130518.13	132100.45	130582.586	133252.88	132091.02	135358.94	128818.89	130426.89	126503.69	126155.05	127147.35	130076.77	127968.04	133896.28	130551.195	125339.74	129563.49	141263.55	126742.555	136812.84	135350.83	138351.69	141324.92	
sp|Q6DVA0|LEMD2_MOUSE	Q6DVA0	LEMD2_MOUSE	Lemd2	511	Mus musculus OX=10090	1:Experimental evidence at protein level	LEM domain-containing protein 2	0.9745	0.9986	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6DYE8|ENPP3_MOUSE	Q6DYE8	ENPP3_MOUSE	Enpp3	874	Mus musculus OX=10090	1:Experimental evidence at protein level	Ectonucleotide pyrophosphatase/phosphodiesterase family member 3	1.0	0.999	2	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45177.855	42079.504	41710.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q6GQS1|SCMC3_MOUSE	Q6GQS1	SCMC3_MOUSE	Slc25a23	467	Mus musculus OX=10090	1:Experimental evidence at protein level	Calcium-binding mitochondrial carrier protein SCaMC-3	1.0	0.999	9	124	124	124	5	3	4	4	2	4	4	3	4	6	3	4	2	2	3	6	4	2	8	3	2	3	4	3	3	6	10	6	5	3	3	5	3	4	4	2	4	4	3	4	6	3	4	2	2	3	6	4	2	8	3	2	3	4	3	3	6	10	6	5	3	3	5	3	4	4	2	4	4	3	4	6	3	4	2	2	3	6	4	2	8	3	2	3	4	3	3	6	10	6	5	3	3	105395.016	93224.69	100706.195	107809.84	91249.22	96759.06	112114.336	113552.61	101058.74	113162.87	106258.914	100448.125	53688.523	54635.293	100247.17	97873.41	94401.5	102018.086	102451.03	99112.42	95338.125	101879.375	99565.59	45590.375	112553.67	128221.42	126264.06	126469.91	37213.387	35241.05	37928.76	59745.086	52809.82	56884.61	60608.695	51846.164	54718.52	64058.34	64468.758	56767.29	63645.81	60129.01	56771.52	59546.875	59706.367	57852.37	55140.77	54623.285	58154.87	58933.703	56130.902	54951.586	57436.082	57420.355	51881.582	65953.34	73068.086	72686.195	73288.375	41205.945	39021.855	41997.914	
sp|Q6GQT6|SCAP_MOUSE	Q6GQT6	SCAP_MOUSE	Scap	1276	Mus musculus OX=10090	1:Experimental evidence at protein level	Sterol regulatory element-binding protein cleavage-activating protein	0.947	0.9962	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	46153.227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35431.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
