Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P21399|ACOC_HUMAN	P21399	ACOC_HUMAN	ACO1	889	Homo sapiens OX=9606	Cytoplasmic aconitate hydratase 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	4	4	4	29032.79	29032.79	29032.79	7M(15.9949)		
sp|P21796|VDAC1_HUMAN	P21796	VDAC1_HUMAN	VDAC1	283	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	446331.44	446331.44	446331.44	N-term(42.0106)		
sp|P21810|PGS1_HUMAN	P21810	PGS1_HUMAN	BGN	368	Homo sapiens OX=9606	Biglycan 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	33023.266	33023.266	33023.266	4C(57.0214)		
sp|P21912|SDHB_HUMAN	P21912	SDHB_HUMAN	SDHB	280	Homo sapiens OX=9606	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	59150.574	59150.574	59150.574			
sp|P21926|CD9_HUMAN	P21926	CD9_HUMAN	CD9	228	Homo sapiens OX=9606	CD9 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	203548.92	203548.92	203548.92			
sp|P21980|TGM2_HUMAN	P21980	TGM2_HUMAN	TGM2	687	Homo sapiens OX=9606	Protein-glutamine gamma-glutamyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	10	10	10	74623.05	74623.05	74623.05	6C(57.0214), 7C(57.0214)		
sp|P22087|FBRL_HUMAN	P22087	FBRL_HUMAN	FBL	321	Homo sapiens OX=9606	rRNA 2'-O-methyltransferase fibrillarin 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	6	12	5	12	94362.484	88399.33	94362.484			
sp|P22102|PUR2_HUMAN	P22102	PUR2_HUMAN	GART	1010	Homo sapiens OX=9606	Trifunctional purine biosynthetic protein adenosine-3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	187970.48	187970.48	187970.48	11M(15.9949)		
sp|P22234|PUR6_HUMAN	P22234	PUR6_HUMAN	PAICS	425	Homo sapiens OX=9606	Multifunctional protein ADE2 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	12	12	12	128284.055	128284.055	128284.055	N-term(42.0106),N-term(42.0106)		
sp|P22307|SCP2_HUMAN	P22307	SCP2_HUMAN	SCP2	547	Homo sapiens OX=9606	Sterol carrier protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	67988.19	67988.19	67988.19	1M(15.9949),8M(15.9949)		
sp|P22314|UBA1_HUMAN	P22314	UBA1_HUMAN	UBA1	1058	Homo sapiens OX=9606	Ubiquitin-like modifier-activating enzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	22	22	22	587903.7	587903.7	587903.7	5M(15.9949),10M(15.9949)		
sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	Homo sapiens OX=9606	Nucleoside diphosphate kinase B 	1:Experimental evidence at protein level	1.0000	0.9989	5	0	1	28	0	3	420059.3	0	41169.555			
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoproteins A2/B1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	29	29	29	626223.44	626223.44	626223.44	7M(15.9949)		
sp|P22695|QCR2_HUMAN	P22695	QCR2_HUMAN	UQCRC2	453	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	53989.637	53989.637	53989.637	1M(15.9949),3M(15.9949), 9C(57.0214)		
sp|P22735|TGM1_HUMAN	P22735	TGM1_HUMAN	TGM1	817	Homo sapiens OX=9606	Protein-glutamine gamma-glutamyltransferase K 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	6829.594	6829.594	6829.594			
sp|P23142|FBLN1_HUMAN	P23142	FBLN1_HUMAN	FBLN1	703	Homo sapiens OX=9606	Fibulin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	43916.42	43916.42	43916.42	1M(15.9949), 2C(57.0214), 8C(57.0214),7C(57.0214), 8C(57.0214)		
sp|P23193|TCEA1_HUMAN	P23193	TCEA1_HUMAN	TCEA1	301	Homo sapiens OX=9606	Transcription elongation factor A protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	16934.586	16934.586	16934.586	3M(15.9949)		
sp|P23229|ITA6_HUMAN	P23229	ITA6_HUMAN	ITGA6	1130	Homo sapiens OX=9606	Integrin alpha-6 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	10768.227	10768.227	10768.227			
sp|P23246|SFPQ_HUMAN	P23246	SFPQ_HUMAN	SFPQ	707	Homo sapiens OX=9606	Splicing factor, proline- and glutamine-rich 	1:Experimental evidence at protein level	1.0000	0.9990	9	7	9	27	22	27	409427.1	409427.1	409427.1	8M(15.9949),2M(15.9949),6M(15.9949)		
sp|P23284|PPIB_HUMAN	P23284	PPIB_HUMAN	PPIB	216	Homo sapiens OX=9606	Peptidyl-prolyl cis-trans isomerase B 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	24	22	24	787874.1	787874.1	787874.1	3M(15.9949),5M(15.9949),9M(15.9949)		
sp|P23368|MAOM_HUMAN	P23368	MAOM_HUMAN	ME2	584	Homo sapiens OX=9606	NAD-dependent malic enzyme, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	5	5	5	48228.62	48228.62	48228.62			
sp|P23381|SYWC_HUMAN	P23381	SYWC_HUMAN	WARS1	471	Homo sapiens OX=9606	Tryptophan--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	24579.205	24579.205	24579.205			
sp|P23396|RS3_HUMAN	P23396	RS3_HUMAN	RPS3	243	Homo sapiens OX=9606	40S ribosomal protein S3 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	27	27	27	311883.7	311883.7	311883.7	9M(15.9949)		
sp|P23526|SAHH_HUMAN	P23526	SAHH_HUMAN	AHCY	432	Homo sapiens OX=9606	Adenosylhomocysteinase 	1:Experimental evidence at protein level	1.0000	0.9990	15	14	15	25	24	25	382192.97	382192.97	382192.97	N-term(42.0106),10M(15.9949), 14M(15.9949),13M(15.9949), 9M(15.9949)		
sp|P23528|COF1_HUMAN	P23528	COF1_HUMAN	CFL1	166	Homo sapiens OX=9606	Cofilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	7	28	14	28	1332066.0	1071551.4	1332066.0	5C(57.0214),1M(15.9949),1M(15.9949),N-term(42.0106)		
sp|P23588|IF4B_HUMAN	P23588	IF4B_HUMAN	EIF4B	611	Homo sapiens OX=9606	Eukaryotic translation initiation factor 4B 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	24491.898	24491.898	24491.898			
sp|P23786|CPT2_HUMAN	P23786	CPT2_HUMAN	CPT2	658	Homo sapiens OX=9606	Carnitine O-palmitoyltransferase 2, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	19087.404	19087.404	19087.404			
sp|P24534|EF1B_HUMAN	P24534	EF1B_HUMAN	EEF1B2	225	Homo sapiens OX=9606	Elongation factor 1-beta 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	11	11	11	153439.05	153439.05	153439.05			
sp|P24539|AT5F1_HUMAN	P24539	AT5F1_HUMAN	ATP5PB	256	Homo sapiens OX=9606	ATP synthase F(0) complex subunit B1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	145211.06	145211.06	145211.06	10M(15.9949), 11M(15.9949),10M(15.9949), 11M(15.9949)		
sp|P24752|THIL_HUMAN	P24752	THIL_HUMAN	ACAT1	427	Homo sapiens OX=9606	Acetyl-CoA acetyltransferase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	143774.78	143774.78	143774.78	4M(15.9949)		
sp|P24821|TENA_HUMAN	P24821	TENA_HUMAN	TNC	2201	Homo sapiens OX=9606	Tenascin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	12	12	12	132168.5	132168.5	132168.5	10C(57.0214), 3C(57.0214), 9C(57.0214),12M(15.9949)		
sp|P24844|MYL9_HUMAN	P24844	MYL9_HUMAN	MYL9	172	Homo sapiens OX=9606	Myosin regulatory light polypeptide 9 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	1	10	3	3	166994.98	15622.817	15622.817			
sp|P25205|MCM3_HUMAN	P25205	MCM3_HUMAN	MCM3	808	Homo sapiens OX=9606	DNA replication licensing factor MCM3 	1:Experimental evidence at protein level	1.0000	0.9965	2	2	2	2	2	2	25372.46	25372.46	25372.46			
sp|P25311|ZA2G_HUMAN	P25311	ZA2G_HUMAN	AZGP1	298	Homo sapiens OX=9606	Zinc-alpha-2-glycoprotein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	52611.375	52611.375	52611.375			
sp|P25325|THTM_HUMAN	P25325	THTM_HUMAN	MPST	297	Homo sapiens OX=9606	3-mercaptopyruvate sulfurtransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	75243.09	75243.09	75243.09			
sp|P25398|RS12_HUMAN	P25398	RS12_HUMAN	RPS12	132	Homo sapiens OX=9606	40S ribosomal protein S12 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	76503.414	76503.414	76503.414	8C(57.0214)		
sp|P25705|ATPA_HUMAN	P25705	ATPA_HUMAN	ATP5F1A	553	Homo sapiens OX=9606	ATP synthase subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	44	44	44	525816.2	525816.2	525816.2	2M(15.9949),6M(15.9949),7M(15.9949)		
sp|P25786|PSA1_HUMAN	P25786	PSA1_HUMAN	PSMA1	263	Homo sapiens OX=9606	Proteasome subunit alpha type-1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	103527.984	103527.984	103527.984	8M(15.9949)		
sp|P25788|PSA3_HUMAN	P25788	PSA3_HUMAN	PSMA3	255	Homo sapiens OX=9606	Proteasome subunit alpha type-3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	122102.016	122102.016	122102.016	8M(15.9949)		
sp|P25789|PSA4_HUMAN	P25789	PSA4_HUMAN	PSMA4	261	Homo sapiens OX=9606	Proteasome subunit alpha type-4 	1:Experimental evidence at protein level	1.0000	0.9963	2	2	2	3	3	3	209242.31	209242.31	209242.31			
sp|P25815|S100P_HUMAN	P25815	S100P_HUMAN	S100P	95	Homo sapiens OX=9606	Protein S100-P 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	74733.24	74733.24	74733.24			
sp|P26038|MOES_HUMAN	P26038	MOES_HUMAN	MSN	577	Homo sapiens OX=9606	Moesin 	1:Experimental evidence at protein level	1.0000	0.9990	16	11	16	33	22	33	443925.88	443925.88	443925.88	11M(15.9949),6M(15.9949),3M(15.9949),9M(15.9949)		
sp|P26373|RL13_HUMAN	P26373	RL13_HUMAN	RPL13	211	Homo sapiens OX=9606	60S ribosomal protein L13 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	12	12	12	530887.1	530887.1	530887.1	10M(15.9949)		
sp|P26440|IVD_HUMAN	P26440	IVD_HUMAN	IVD	426	Homo sapiens OX=9606	Isovaleryl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	99683.9	99683.9	99683.9			
sp|P26447|S10A4_HUMAN	P26447	S10A4_HUMAN	S100A4	101	Homo sapiens OX=9606	Protein S100-A4 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	10	10	10	127148.32	127148.32	127148.32	2M(15.9949),5M(15.9949)		
sp|P26583|HMGB2_HUMAN	P26583	HMGB2_HUMAN	HMGB2	209	Homo sapiens OX=9606	High mobility group protein B2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	190049.7	190049.7	190049.7			
sp|P26599|PTBP1_HUMAN	P26599	PTBP1_HUMAN	PTBP1	531	Homo sapiens OX=9606	Polypyrimidine tract-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	4	3	4	7	5	7	147876.81	113897.68	147876.81	6M(15.9949)		
sp|P26639|SYTC_HUMAN	P26639	SYTC_HUMAN	TARS1	723	Homo sapiens OX=9606	Threonine--tRNA ligase 1, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	104180.414	104180.414	104180.414	3M(15.9949),1M(15.9949)		
sp|P26640|SYVC_HUMAN	P26640	SYVC_HUMAN	VARS1	1264	Homo sapiens OX=9606	Valine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	118181.75	118181.75	118181.75	9M(15.9949)		
sp|P26641|EF1G_HUMAN	P26641	EF1G_HUMAN	EEF1G	437	Homo sapiens OX=9606	Elongation factor 1-gamma 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	16	16	16	431252.62	431252.62	431252.62			
sp|P27348|1433T_HUMAN	P27348	1433T_HUMAN	YWHAQ	245	Homo sapiens OX=9606	14-3-3 protein theta 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	3	16	5	5	1196335.2	202977.39	202977.39			
sp|P27361|MK03_HUMAN	P27361	MK03_HUMAN	MAPK3	379	Homo sapiens OX=9606	Mitogen-activated protein kinase 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	6	6	6	79941.42	79941.42	79941.42	N-term(42.0106)		
sp|P27635|RL10_HUMAN	P27635	RL10_HUMAN	RPL10	214	Homo sapiens OX=9606	60S ribosomal protein L10 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	13	0	13	257145.7	0	257145.7	8M(15.9949),8M(15.9949)		
sp|P27694|RFA1_HUMAN	P27694	RFA1_HUMAN	RPA1	616	Homo sapiens OX=9606	Replication protein A 70 kDa DNA-binding subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	12819.317	12819.317	12819.317			
sp|P27695|APEX1_HUMAN	P27695	APEX1_HUMAN	APEX1	318	Homo sapiens OX=9606	DNA-(apurinic or apyrimidinic site) endonuclease 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	32864.75	32864.75	32864.75			
sp|P27708|PYR1_HUMAN	P27708	PYR1_HUMAN	CAD	2225	Homo sapiens OX=9606	CAD protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	42272.59	42272.59	42272.59			
sp|P27797|CALR_HUMAN	P27797	CALR_HUMAN	CALR	417	Homo sapiens OX=9606	Calreticulin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	21	21	21	123286.58	123286.58	123286.58	7C(57.0214)		
sp|P27816|MAP4_HUMAN	P27816	MAP4_HUMAN	MAP4	1152	Homo sapiens OX=9606	Microtubule-associated protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	14	14	14	314542.75	314542.75	314542.75			
sp|P27824|CALX_HUMAN	P27824	CALX_HUMAN	CANX	592	Homo sapiens OX=9606	Calnexin 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	76751.39	76751.39	76751.39	6M(15.9949),1C(57.0214), 7C(57.0214)		
sp|P28062|PSB8_HUMAN	P28062	PSB8_HUMAN	PSMB8	276	Homo sapiens OX=9606	Proteasome subunit beta type-8 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	111752.07	111752.07	111752.07	5M(15.9949), 6M(15.9949), 7C(57.0214)		
sp|P28065|PSB9_HUMAN	P28065	PSB9_HUMAN	PSMB9	219	Homo sapiens OX=9606	Proteasome subunit beta type-9 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	5863.4634	5863.4634	5863.4634	10M(15.9949)		
sp|P28066|PSA5_HUMAN	P28066	PSA5_HUMAN	PSMA5	241	Homo sapiens OX=9606	Proteasome subunit alpha type-5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	107232.2	107232.2	107232.2	6M(15.9949)		
sp|P28070|PSB4_HUMAN	P28070	PSB4_HUMAN	PSMB4	264	Homo sapiens OX=9606	Proteasome subunit beta type-4 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	2	2	2	56789.484	56789.484	56789.484			
sp|P28072|PSB6_HUMAN	P28072	PSB6_HUMAN	PSMB6	239	Homo sapiens OX=9606	Proteasome subunit beta type-6 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	73410.42	73410.42	73410.42			
sp|P28331|NDUS1_HUMAN	P28331	NDUS1_HUMAN	NDUFS1	727	Homo sapiens OX=9606	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	55669.35	55669.35	55669.35			
sp|P28482|MK01_HUMAN	P28482	MK01_HUMAN	MAPK1	360	Homo sapiens OX=9606	Mitogen-activated protein kinase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	113189.445	113189.445	113189.445	12M(15.9949), N-term(42.0106)		
sp|P28838|AMPL_HUMAN	P28838	AMPL_HUMAN	LAP3	519	Homo sapiens OX=9606	Cytosol aminopeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	27	27	27	222946.23	222946.23	222946.23	3M(15.9949),10M(15.9949), 3M(15.9949),1M(15.9949)		
sp|P29144|TPP2_HUMAN	P29144	TPP2_HUMAN	TPP2	1249	Homo sapiens OX=9606	Tripeptidyl-peptidase 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	104216.17	104216.17	104216.17	4M(15.9949)		
sp|P29401|TKT_HUMAN	P29401	TKT_HUMAN	TKT	623	Homo sapiens OX=9606	Transketolase 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	24	24	24	212150.97	212150.97	212150.97	1M(15.9949)		
sp|P29508|SPB3_HUMAN	P29508	SPB3_HUMAN	SERPINB3	390	Homo sapiens OX=9606	Serpin B3 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	39264.984	0	39264.984			
sp|P29590|PML_HUMAN	P29590	PML_HUMAN	PML	882	Homo sapiens OX=9606	Protein PML 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	16174.347	16174.347	16174.347			
sp|P29692|EF1D_HUMAN	P29692	EF1D_HUMAN	EEF1D	281	Homo sapiens OX=9606	Elongation factor 1-delta 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	16	16	16	377816.7	377816.7	377816.7	12M(15.9949),12M(15.9949),N-term(42.0106),5M(15.9949)		
sp|P29966|MARCS_HUMAN	P29966	MARCS_HUMAN	MARCKS	332	Homo sapiens OX=9606	Myristoylated alanine-rich C-kinase substrate 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	28909.293	28909.293	28909.293			
sp|P29992|GNA11_HUMAN	P29992	GNA11_HUMAN	GNA11	359	Homo sapiens OX=9606	Guanine nucleotide-binding protein subunit alpha-11 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	2	0	2	19778.092	0	19778.092			
sp|P30041|PRDX6_HUMAN	P30041	PRDX6_HUMAN	PRDX6	224	Homo sapiens OX=9606	Peroxiredoxin-6 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	107937.875	107937.875	107937.875	6C(57.0214)		
sp|P30043|BLVRB_HUMAN	P30043	BLVRB_HUMAN	BLVRB	206	Homo sapiens OX=9606	Flavin reductase (NADPH) 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	62395.777	62395.777	62395.777	9M(15.9949)		
sp|P30044|PRDX5_HUMAN	P30044	PRDX5_HUMAN	PRDX5	214	Homo sapiens OX=9606	Peroxiredoxin-5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	11	11	11	374089.3	374089.3	374089.3	3M(15.9949)		
sp|P30048|PRDX3_HUMAN	P30048	PRDX3_HUMAN	PRDX3	256	Homo sapiens OX=9606	Thioredoxin-dependent peroxide reductase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	73029.96	73029.96	73029.96			
sp|P30050|RL12_HUMAN	P30050	RL12_HUMAN	RPL12	165	Homo sapiens OX=9606	60S ribosomal protein L12 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	142738.38	142738.38	142738.38	1C(57.0214)		
sp|P30084|ECHM_HUMAN	P30084	ECHM_HUMAN	ECHS1	290	Homo sapiens OX=9606	Enoyl-CoA hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	9	9	9	187098.36	187098.36	187098.36	4M(15.9949),4M(15.9949), 6M(15.9949)		
sp|P30085|KCY_HUMAN	P30085	KCY_HUMAN	CMPK1	196	Homo sapiens OX=9606	UMP-CMP kinase 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	29888.629	29888.629	29888.629			
sp|P30101|PDIA3_HUMAN	P30101	PDIA3_HUMAN	PDIA3	505	Homo sapiens OX=9606	Protein disulfide-isomerase A3 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	72	72	72	1506751.6	1506751.6	1506751.6	1M(15.9949),3M(15.9949),3M(15.9949),3M(15.9949)		
sp|P30153|2AAA_HUMAN	P30153	2AAA_HUMAN	PPP2R1A	589	Homo sapiens OX=9606	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	111480.03	111480.03	111480.03	4M(15.9949),4M(15.9949),2M(15.9949),1M(15.9949)		
sp|P30566|PUR8_HUMAN	P30566	PUR8_HUMAN	ADSL	484	Homo sapiens OX=9606	Adenylosuccinate lyase 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	2	2	2	16769.428	16769.428	16769.428			
sp|P30626|SORCN_HUMAN	P30626	SORCN_HUMAN	SRI	198	Homo sapiens OX=9606	Sorcin 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	396581.0	396581.0	396581.0			
sp|P30740|ILEU_HUMAN	P30740	ILEU_HUMAN	SERPINB1	379	Homo sapiens OX=9606	Leukocyte elastase inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	202910.88	202910.88	202910.88			
sp|P30837|AL1B1_HUMAN	P30837	AL1B1_HUMAN	ALDH1B1	517	Homo sapiens OX=9606	Aldehyde dehydrogenase X, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	11	11	11	190454.8	190454.8	190454.8	13M(15.9949)		
sp|P31040|SDHA_HUMAN	P31040	SDHA_HUMAN	SDHA	664	Homo sapiens OX=9606	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	106437.375	106437.375	106437.375	9C(57.0214)		
sp|P31146|COR1A_HUMAN	P31146	COR1A_HUMAN	CORO1A	461	Homo sapiens OX=9606	Coronin-1A 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	12	12	12	148177.23	148177.23	148177.23	9C(57.0214)		
sp|P31150|GDIA_HUMAN	P31150	GDIA_HUMAN	GDI1	447	Homo sapiens OX=9606	Rab GDP dissociation inhibitor alpha 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	1	10	1	1	377729.75	12830.593	12830.593	11M(15.9949)		
sp|P31153|METK2_HUMAN	P31153	METK2_HUMAN	MAT2A	395	Homo sapiens OX=9606	S-adenosylmethionine synthase isoform type-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	12	12	12	70758.91	70758.91	70758.91	8M(15.9949)		
sp|P31689|DNJA1_HUMAN	P31689	DNJA1_HUMAN	DNAJA1	397	Homo sapiens OX=9606	DnaJ homolog subfamily A member 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	32540.127	32540.127	32540.127			
sp|P31930|QCR1_HUMAN	P31930	QCR1_HUMAN	UQCRC1	480	Homo sapiens OX=9606	Cytochrome b-c1 complex subunit 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	9	9	9	212659.97	212659.97	212659.97	2C(57.0214)		
sp|P31937|3HIDH_HUMAN	P31937	3HIDH_HUMAN	HIBADH	336	Homo sapiens OX=9606	3-hydroxyisobutyrate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	17883.133	17883.133	17883.133			
sp|P31939|PUR9_HUMAN	P31939	PUR9_HUMAN	ATIC	592	Homo sapiens OX=9606	Bifunctional purine biosynthesis protein ATIC 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	17	17	17	165331.02	165331.02	165331.02			
sp|P31942|HNRH3_HUMAN	P31942	HNRH3_HUMAN	HNRNPH3	346	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	48864.973	48864.973	48864.973			
sp|P31943|HNRH1_HUMAN	P31943	HNRH1_HUMAN	HNRNPH1	449	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein H 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	3	0	3	173129.19	0	173129.19			
sp|P31944|CASPE_HUMAN	P31944	CASPE_HUMAN	CASP14	242	Homo sapiens OX=9606	Caspase-14 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	4	4	4	97914.42	97914.42	97914.42	1M(15.9949)		
sp|P31946|1433B_HUMAN	P31946	1433B_HUMAN	YWHAB	246	Homo sapiens OX=9606	14-3-3 protein beta/alpha 	1:Experimental evidence at protein level	1.0000	0.9990	10	6	8	31	20	29	1401835.5	765139.06	1401835.5	2M(15.9949), N-term(42.0106)		
sp|P31947|1433S_HUMAN	P31947	1433S_HUMAN	SFN	248	Homo sapiens OX=9606	14-3-3 protein sigma 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	3	22	13	13	1078487.0	71078.21	71078.21	7M(15.9949)		
sp|P31948|STIP1_HUMAN	P31948	STIP1_HUMAN	STIP1	543	Homo sapiens OX=9606	Stress-induced-phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9967	2	2	2	4	4	4	58285.992	58285.992	58285.992			
sp|P31949|S10AB_HUMAN	P31949	S10AB_HUMAN	S100A11	105	Homo sapiens OX=9606	Protein S100-A11 	1:Experimental evidence at protein level	1.0000	0.9966	1	1	1	1	1	1	12595.151	12595.151	12595.151			
sp|P32119|PRDX2_HUMAN	P32119	PRDX2_HUMAN	PRDX2	198	Homo sapiens OX=9606	Peroxiredoxin-2 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	6	25	20	20	122581.96	122581.96	122581.96			
sp|P33176|KINH_HUMAN	P33176	KINH_HUMAN	KIF5B	963	Homo sapiens OX=9606	Kinesin-1 heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	9	7	8	16	11	15	129398.17	129398.17	129398.17			
