Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1500um_1 Spectral Count	InGel_1500um_2 Spectral Count	InGel_1500um_3 Spectral Count	InGel_1mm_1 Spectral Count	InGel_1mm_2 Spectral Count	InGel_1mm_3 Spectral Count	InGel_2mm_1 Spectral Count	InGel_2mm_2 Spectral Count	InGel_2mm_3 Spectral Count	InGel_3mm_1 Spectral Count	InGel_3mm_2 Spectral Count	InGel_3mm_3 Spectral Count	InTip_1500um_1 Spectral Count	InTip_1500um_2 Spectral Count	InTip_1500um_3 Spectral Count	InTip_1mm_1 Spectral Count	InTip_1mm_2 Spectral Count	InTip_1mm_3 Spectral Count	InTip_2mm_1 Spectral Count	InTip_2mm_2 Spectral Count	InTip_2mm_3 Spectral Count	InTip_350um_1 Spectral Count	InTip_350um_2 Spectral Count	InTip_350um_3 Spectral Count	InTip_3mm_1 Spectral Count	InTip_3mm_2 Spectral Count	InTip_3mm_3 Spectral Count	InTip_500um_1 Spectral Count	InTip_500um_2 Spectral Count	InTip_500um_3 Spectral Count	InTip_750um_1 Spectral Count	InTip_750um_2 Spectral Count	InTip_750um_3 Spectral Count	InGel_1500um_1 Unique Spectral Count	InGel_1500um_2 Unique Spectral Count	InGel_1500um_3 Unique Spectral Count	InGel_1mm_1 Unique Spectral Count	InGel_1mm_2 Unique Spectral Count	InGel_1mm_3 Unique Spectral Count	InGel_2mm_1 Unique Spectral Count	InGel_2mm_2 Unique Spectral Count	InGel_2mm_3 Unique Spectral Count	InGel_3mm_1 Unique Spectral Count	InGel_3mm_2 Unique Spectral Count	InGel_3mm_3 Unique Spectral Count	InTip_1500um_1 Unique Spectral Count	InTip_1500um_2 Unique Spectral Count	InTip_1500um_3 Unique Spectral Count	InTip_1mm_1 Unique Spectral Count	InTip_1mm_2 Unique Spectral Count	InTip_1mm_3 Unique Spectral Count	InTip_2mm_1 Unique Spectral Count	InTip_2mm_2 Unique Spectral Count	InTip_2mm_3 Unique Spectral Count	InTip_350um_1 Unique Spectral Count	InTip_350um_2 Unique Spectral Count	InTip_350um_3 Unique Spectral Count	InTip_3mm_1 Unique Spectral Count	InTip_3mm_2 Unique Spectral Count	InTip_3mm_3 Unique Spectral Count	InTip_500um_1 Unique Spectral Count	InTip_500um_2 Unique Spectral Count	InTip_500um_3 Unique Spectral Count	InTip_750um_1 Unique Spectral Count	InTip_750um_2 Unique Spectral Count	InTip_750um_3 Unique Spectral Count	InGel_1500um_1 Total Spectral Count	InGel_1500um_2 Total Spectral Count	InGel_1500um_3 Total Spectral Count	InGel_1mm_1 Total Spectral Count	InGel_1mm_2 Total Spectral Count	InGel_1mm_3 Total Spectral Count	InGel_2mm_1 Total Spectral Count	InGel_2mm_2 Total Spectral Count	InGel_2mm_3 Total Spectral Count	InGel_3mm_1 Total Spectral Count	InGel_3mm_2 Total Spectral Count	InGel_3mm_3 Total Spectral Count	InTip_1500um_1 Total Spectral Count	InTip_1500um_2 Total Spectral Count	InTip_1500um_3 Total Spectral Count	InTip_1mm_1 Total Spectral Count	InTip_1mm_2 Total Spectral Count	InTip_1mm_3 Total Spectral Count	InTip_2mm_1 Total Spectral Count	InTip_2mm_2 Total Spectral Count	InTip_2mm_3 Total Spectral Count	InTip_350um_1 Total Spectral Count	InTip_350um_2 Total Spectral Count	InTip_350um_3 Total Spectral Count	InTip_3mm_1 Total Spectral Count	InTip_3mm_2 Total Spectral Count	InTip_3mm_3 Total Spectral Count	InTip_500um_1 Total Spectral Count	InTip_500um_2 Total Spectral Count	InTip_500um_3 Total Spectral Count	InTip_750um_1 Total Spectral Count	InTip_750um_2 Total Spectral Count	InTip_750um_3 Total Spectral Count	InGel_1500um_1 Intensity	InGel_1500um_2 Intensity	InGel_1500um_3 Intensity	InGel_1mm_1 Intensity	InGel_1mm_2 Intensity	InGel_1mm_3 Intensity	InGel_2mm_1 Intensity	InGel_2mm_2 Intensity	InGel_2mm_3 Intensity	InGel_3mm_1 Intensity	InGel_3mm_2 Intensity	InGel_3mm_3 Intensity	InTip_1500um_1 Intensity	InTip_1500um_2 Intensity	InTip_1500um_3 Intensity	InTip_1mm_1 Intensity	InTip_1mm_2 Intensity	InTip_1mm_3 Intensity	InTip_2mm_1 Intensity	InTip_2mm_2 Intensity	InTip_2mm_3 Intensity	InTip_350um_1 Intensity	InTip_350um_2 Intensity	InTip_350um_3 Intensity	InTip_3mm_1 Intensity	InTip_3mm_2 Intensity	InTip_3mm_3 Intensity	InTip_500um_1 Intensity	InTip_500um_2 Intensity	InTip_500um_3 Intensity	InTip_750um_1 Intensity	InTip_750um_2 Intensity	InTip_750um_3 Intensity	InGel_1500um_1 MaxLFQ Intensity	InGel_1500um_2 MaxLFQ Intensity	InGel_1500um_3 MaxLFQ Intensity	InGel_1mm_1 MaxLFQ Intensity	InGel_1mm_2 MaxLFQ Intensity	InGel_1mm_3 MaxLFQ Intensity	InGel_2mm_1 MaxLFQ Intensity	InGel_2mm_2 MaxLFQ Intensity	InGel_2mm_3 MaxLFQ Intensity	InGel_3mm_1 MaxLFQ Intensity	InGel_3mm_2 MaxLFQ Intensity	InGel_3mm_3 MaxLFQ Intensity	InTip_1500um_1 MaxLFQ Intensity	InTip_1500um_2 MaxLFQ Intensity	InTip_1500um_3 MaxLFQ Intensity	InTip_1mm_1 MaxLFQ Intensity	InTip_1mm_2 MaxLFQ Intensity	InTip_1mm_3 MaxLFQ Intensity	InTip_2mm_1 MaxLFQ Intensity	InTip_2mm_2 MaxLFQ Intensity	InTip_2mm_3 MaxLFQ Intensity	InTip_350um_1 MaxLFQ Intensity	InTip_350um_2 MaxLFQ Intensity	InTip_350um_3 MaxLFQ Intensity	InTip_3mm_1 MaxLFQ Intensity	InTip_3mm_2 MaxLFQ Intensity	InTip_3mm_3 MaxLFQ Intensity	InTip_500um_1 MaxLFQ Intensity	InTip_500um_2 MaxLFQ Intensity	InTip_500um_3 MaxLFQ Intensity	InTip_750um_1 MaxLFQ Intensity	InTip_750um_2 MaxLFQ Intensity	InTip_750um_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q80X89|UD2A1_MOUSE	Q80X89	UD2A1_MOUSE	Ugt2a1	528	Mus musculus OX=10090	2:Experimental evidence at transcript level	UDP-glucuronosyltransferase 2A1	1.0	0.9985	17	15	3	439	0	1	0	1	0	0	0	0	1	1	2	1	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	35	48	48	42	34	0	36	17	0	0	0	0	0	0	0	0	53	0	66	0	20	16	22	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	180637.33	79692.45	126273.445	123251.28	185006.94	0.0	0.0	194714.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37352.68	0.0	0.0	0.0	174670.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80X90|FLNB_MOUSE	Q80X90	FLNB_MOUSE	Flnb	2602	Mus musculus OX=10090	1:Experimental evidence at protein level	Filamin-B	1.0	0.999	108	1719	1587	1719	9	13	10	11	3	7	54	70	81	77	82	85	78	80	70	61	53	54	102	94	102	1	1	0	112	100	105	8	9	14	52	59	62	7	12	10	10	3	7	54	67	80	76	81	83	68	71	58	51	48	47	98	84	96	1	1	0	105	96	97	8	9	13	46	50	50	9	13	10	11	3	7	54	70	81	77	82	85	78	80	70	61	53	54	102	94	102	1	1	0	112	100	105	8	9	14	52	59	62	0.0	0.0	0.0	0.0	0.0	0.0	1999246.6	232045.5	1983960.5	723836.6	665629.5	675870.0	602474.4	656123.7	606744.44	581014.8	575913.44	547274.0	483917.8	513468.34	507515.94	0.0	0.0	0.0	328254.53	372773.94	381041.47	174317.64	288387.25	461087.7	451540.56	463297.62	556905.7	676903.8	438076.84	488936.97	560304.0	0.0	583235.4	336704.53	322324.03	347938.72	386957.62	411047.3	371933.6	379103.0	382866.78	365565.3	377446.25	375316.47	372875.8	350694.16	372871.66	366909.03	0.0	0.0	0.0	361301.6	366193.78	363807.38	402005.75	334063.7	372648.9	373401.62	368604.44	370995.28	
sp|Q80X95|RRAGA_MOUSE	Q80X95	RRAGA_MOUSE	Rraga	313	Mus musculus OX=10090	1:Experimental evidence at protein level	Ras-related GTP-binding protein A	1.0	0.999	4	34	24	34	0	0	0	0	0	0	1	0	0	2	1	2	1	2	2	2	0	1	5	3	5	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	5	2	5	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	1	2	2	2	0	1	5	3	5	0	0	0	3	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	51323.81	0.0	0.0	101332.84	33619.508	111379.45	84107.96	96584.03	141911.89	139597.25	0.0	95333.84	39931.363	36021.0	38816.3	0.0	0.0	0.0	33696.566	35721.324	35481.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55704.9	0.0	71560.86	0.0	0.0	112363.89	104931.63	0.0	0.0	98893.39	86931.81	95173.625	0.0	0.0	0.0	77068.52	68221.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80XD1|CHIO_MOUSE	Q80XD1	CHIO_MOUSE	Chn2	332	Mus musculus OX=10090	1:Experimental evidence at protein level	Beta-chimaerin	0.9901	0.999	3	6	6	6	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21302.236	16728.22	23190.957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80XI3|IF4G3_MOUSE	Q80XI3	IF4G3_MOUSE	Eif4g3	1579	Mus musculus OX=10090	1:Experimental evidence at protein level	Eukaryotic translation initiation factor 4 gamma 3	1.0	0.999	12	16	15	71	0	0	0	0	0	0	0	2	0	1	2	2	0	0	1	1	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	2	2	0	0	1	1	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	3	4	7	0	0	5	3	0	0	0	0	14	0	0	0	12	8	0	0	0	0	0	8	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36944.633	0.0	32028.879	38682.67	41845.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43593.01	0.0	0.0	0.0	0.0	28908.799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38647.586	0.0	0.0	40465.555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80XI4|PI42B_MOUSE	Q80XI4	PI42B_MOUSE	Pip4k2b	416	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphatidylinositol 5-phosphate 4-kinase type-2 beta	0.8475	0.9972	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18323.549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80XL6|ACD11_MOUSE	Q80XL6	ACD11_MOUSE	Acad11	779	Mus musculus OX=10090	1:Experimental evidence at protein level	Acyl-CoA dehydrogenase family member 11	1.0	0.999	55	1048	1031	1048	11	10	18	1	2	2	25	35	29	35	38	37	47	43	58	32	32	36	56	69	56	14	14	21	40	47	53	24	19	25	34	45	40	10	10	16	1	2	2	24	35	29	35	37	37	46	43	58	32	32	35	55	68	55	13	14	21	40	47	53	23	19	23	33	44	39	11	10	18	1	2	2	25	35	29	35	38	37	47	43	58	32	32	36	56	69	56	14	14	21	40	47	53	24	19	25	34	45	40	220049.03	278251.44	310790.06	0.0	0.0	0.0	1783677.5	1808678.0	1795007.2	1322862.0	1322127.5	1358190.1	1487444.0	1486153.8	1541063.1	1627390.5	1657224.4	1772206.5	1302477.4	1266333.6	1308035.0	1405499.2	1549339.2	1475446.8	983253.5	961327.75	962948.5	1795626.5	1768165.1	1555971.6	1637067.1	1684315.5	1658850.5	443622.6	349918.3	499519.62	0.0	0.0	0.0	1029596.7	1180407.4	1121261.0	742061.5	599465.7	830024.44	997671.56	1012765.9	986433.0	979859.9	1028325.5	1014379.44	770828.06	856037.0	785856.9	1400291.8	1093834.0	1027442.1	746282.3	787897.75	866980.94	1164192.2	998429.44	1076314.6	1030103.0	1052424.1	1033232.4	
sp|Q80XN0|BDH_MOUSE	Q80XN0	BDH_MOUSE	Bdh1	343	Mus musculus OX=10090	1:Experimental evidence at protein level	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	1.0	0.999	30	1650	1642	1650	3	4	5	4	8	3	42	44	43	87	82	77	105	86	90	70	69	58	79	89	88	10	10	8	67	71	75	32	37	25	57	53	69	3	4	5	4	8	3	42	44	43	86	82	77	105	86	89	69	69	57	79	89	87	10	9	8	66	71	75	32	37	25	57	53	68	3	4	5	4	8	3	42	44	43	87	82	77	105	86	90	70	69	58	79	89	88	10	10	8	67	71	75	32	37	25	57	53	69	723556.1	787993.0	574866.0	131570.75	174142.64	151107.88	3825876.5	3877224.8	3662401.5	2402827.5	2536003.8	2375810.0	2987952.8	3293862.8	3401348.8	2808572.0	3079866.2	2951166.2	2630038.0	2716240.0	3164159.8	2276681.0	2052032.2	2120164.0	2255413.8	2373473.0	2596110.0	2000104.9	2346774.2	2129050.8	2987126.5	2956738.2	3402261.8	581580.2	619338.4	1321630.0	341692.03	509496.47	0.0	1412051.4	1478782.1	1411191.6	1688998.2	1719245.5	1618955.2	1724645.6	1796115.8	1847601.6	1837955.8	1763551.1	1841740.4	1839466.1	1829616.4	1970286.8	1316423.4	1327406.5	1355661.2	1555815.4	1608337.2	1615999.9	1447756.8	1642000.6	1499779.4	1782129.9	1844549.9	1837712.9	
sp|Q80XU3|NUCKS_MOUSE	Q80XU3	NUCKS_MOUSE	Nucks1	234	Mus musculus OX=10090	1:Experimental evidence at protein level	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1	0.9986	0.9983	2	9	9	9	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53327.348	61070.805	66228.484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50517.066	52894.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80Y14|GLRX5_MOUSE	Q80Y14	GLRX5_MOUSE	Glrx5	152	Mus musculus OX=10090	1:Experimental evidence at protein level	Glutaredoxin-related protein 5, mitochondrial	1.0	0.999	6	172	172	172	0	0	0	0	0	0	10	9	6	11	11	10	8	14	8	6	4	7	7	5	9	0	0	0	5	5	4	4	2	3	9	6	9	0	0	0	0	0	0	10	9	6	11	11	10	8	14	8	6	4	7	7	5	9	0	0	0	5	5	4	4	2	3	9	6	9	0	0	0	0	0	0	10	9	6	11	11	10	8	14	8	6	4	7	7	5	9	0	0	0	5	5	4	4	2	3	9	6	9	0.0	0.0	0.0	0.0	0.0	0.0	302097.5	299261.16	294403.8	617159.56	606146.4	605879.25	466020.25	478657.16	449999.0	424186.12	298455.94	336788.22	397799.38	461449.1	419601.1	0.0	0.0	0.0	185356.25	191885.9	202714.88	0.0	0.0	129859.18	281280.25	318613.84	391560.7	0.0	0.0	0.0	0.0	0.0	0.0	240692.17	234434.56	241806.52	274087.72	272263.72	268437.0	236899.64	250983.1	231149.78	219308.31	194430.94	209903.45	235437.33	261654.2	252962.33	0.0	0.0	0.0	259475.1	261152.39	267598.38	0.0	0.0	126504.81	221287.56	245887.05	267477.12	
sp|Q80Y55|BSDC1_MOUSE	Q80Y55	BSDC1_MOUSE	Bsdc1	427	Mus musculus OX=10090	1:Experimental evidence at protein level	BSD domain-containing protein 1	0.9341	0.9989	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8694.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80Y81|RNZ2_MOUSE	Q80Y81	RNZ2_MOUSE	Elac2	831	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc phosphodiesterase ELAC protein 2	1.0	0.999	8	24	24	24	0	0	0	0	0	0	3	3	1	0	2	2	0	0	0	0	0	0	2	2	1	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	2	2	0	0	0	0	0	0	2	2	1	0	0	0	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	2	2	0	0	0	0	0	0	2	2	1	0	0	0	4	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24937.08	25927.676	0.0	19633.652	23386.795	0.0	0.0	0.0	0.0	0.0	0.0	32949.367	33124.875	34614.285	0.0	0.0	0.0	52510.953	39884.043	60276.656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59363.918	69165.914	0.0	0.0	70579.945	73840.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31207.1	34265.98	45693.688	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80Y86|MK15_MOUSE	Q80Y86	MK15_MOUSE	Mapk15	549	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitogen-activated protein kinase 15	0.8795	0.9965	3	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80Y98|DDHD2_MOUSE	Q80Y98	DDHD2_MOUSE	Ddhd2	699	Mus musculus OX=10090	1:Experimental evidence at protein level	Phospholipase DDHD2	0.9993	0.9981	3	4	4	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15508.548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34559.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80YC5|FA12_MOUSE	Q80YC5	FA12_MOUSE	F12	597	Mus musculus OX=10090	1:Experimental evidence at protein level	Coagulation factor XII	1.0	0.999	4	29	29	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	4	4	0	0	0	4	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	4	4	0	0	0	4	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	7	4	4	0	0	0	4	2	5	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6192.056	0.0	0.0	0.0	0.0	0.0	0.0	14428.278	37084.344	35595.02	0.0	0.0	0.0	30654.018	43441.11	45239.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25596.84	23416.979	0.0	0.0	0.0	22453.352	29113.81	29897.055	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80YD1|SUV3_MOUSE	Q80YD1	SUV3_MOUSE	Supv3l1	779	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP-dependent RNA helicase SUPV3L1, mitochondrial	1.0	0.999	11	56	56	56	0	0	0	0	0	0	2	0	3	7	8	8	4	0	0	0	1	0	4	1	5	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	7	8	8	4	0	0	0	1	0	4	1	5	0	0	0	4	5	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	7	8	8	4	0	0	0	1	0	4	1	5	0	0	0	4	5	4	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	43238.062	0.0	43776.715	84752.42	83245.766	88669.84	98580.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33042.332	0.0	0.0	0.0	63290.848	79664.516	33293.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63111.477	72779.125	73431.66	76185.484	84447.37	0.0	0.0	0.0	0.0	0.0	60245.676	0.0	54184.137	0.0	0.0	0.0	61248.48	72956.73	73636.09	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80YR4|ZN598_MOUSE	Q80YR4	ZN598_MOUSE	Znf598	908	Mus musculus OX=10090	1:Experimental evidence at protein level	E3 ubiquitin-protein ligase ZNF598	0.9993	0.9986	2	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8480.013	0.0	0.0	0.0	0.0	0.0	16421.178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q80YR5|SAFB2_MOUSE	Q80YR5	SAFB2_MOUSE	Safb2	991	Mus musculus OX=10090	1:Experimental evidence at protein level	Scaffold attachment factor B2	1.0	0.999	6	10	10	12	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	0	5	0	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13819.175	0.0	0.0	0.0	0.0	13822.639	0.0	24292.352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
