Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens OX=9606	Alpha-enolase 	1:Experimental evidence at protein level	1.0000	0.9990	15	14	15	38	35	38	1592385.4	1592385.4	1592385.4	5M(15.9949),2M(15.9949), 5M(15.9949),N-term(42.0106),10M(15.9949),10M(15.9949),14C(57.0214),2C(57.0214), 4C(57.0214)		
sp|P06744|G6PI_HUMAN	P06744	G6PI_HUMAN	GPI	558	Homo sapiens OX=9606	Glucose-6-phosphate isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	10	9	10	23	22	23	844472.9	844472.9	844472.9	1M(15.9949),N-term(42.0106),8M(15.9949)		
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens OX=9606	Nucleophosmin 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	17	16	17	346650.06	346650.06	346650.06	1M(15.9949),1M(15.9949)		
sp|P06753|TPM3_HUMAN	P06753	TPM3_HUMAN	TPM3	285	Homo sapiens OX=9606	Tropomyosin alpha-3 chain 	1:Experimental evidence at protein level	1.0000	0.9990	11	4	4	39	10	10	779071.4	595846.94	595846.94			
sp|P07148|FABPL_HUMAN	P07148	FABPL_HUMAN	FABP1	127	Homo sapiens OX=9606	Fatty acid-binding protein, liver 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	8	8	8	116154.55	116154.55	116154.55			
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens OX=9606	L-lactate dehydrogenase B chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	8	8	27	18	18	908025.75	552860.8	552860.8	7M(15.9949),5M(15.9949),1M(15.9949)		
sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	Homo sapiens OX=9606	Protein disulfide-isomerase 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	38	38	38	996941.6	996941.6	996941.6	1M(15.9949),8M(15.9949)		
sp|P07305|H10_HUMAN	P07305	H10_HUMAN	H1-0	194	Homo sapiens OX=9606	Histone H1.0 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	18	18	18	349792.38	349792.38	349792.38	N-term(42.0106)		
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens OX=9606	Cathepsin D 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	16	16	16	232838.72	232838.72	232838.72	10M(15.9949),11M(15.9949)		
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	Homo sapiens OX=9606	Annexin A2 	1:Experimental evidence at protein level	1.0000	0.9990	17	2	17	53	12	53	3230508.0	1346355.6	3230508.0	3M(15.9949),2M(15.9949),7M(15.9949),7M(15.9949),8C(57.0214), N-term(42.0106),14M(15.9949),14M(15.9949),5M(15.9949),5M(15.9949)		
sp|P07384|CAN1_HUMAN	P07384	CAN1_HUMAN	CAPN1	714	Homo sapiens OX=9606	Calpain-1 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	146779.95	146779.95	146779.95	1M(15.9949),7M(15.9949)		
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens OX=9606	Tubulin beta chain 	1:Experimental evidence at protein level	1.0000	0.9990	16	2	3	100	9	16	2688344.2	618323.8	704203.4	11M(15.9949)		
sp|P07585|PGS2_HUMAN	P07585	PGS2_HUMAN	DCN	359	Homo sapiens OX=9606	Decorin 	1:Experimental evidence at protein level	1.0000	0.9980	1	1	1	1	1	1	30353.896	30353.896	30353.896			
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	Homo sapiens OX=9606	Profilin-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	28	28	28	874013.2	874013.2	874013.2	1C(57.0214), 4M(15.9949),6M(15.9949),9M(15.9949)		
sp|P07741|APT_HUMAN	P07741	APT_HUMAN	APRT	180	Homo sapiens OX=9606	Adenine phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	92222.22	92222.22	92222.22			
sp|P07814|SYEP_HUMAN	P07814	SYEP_HUMAN	EPRS1	1512	Homo sapiens OX=9606	Bifunctional glutamate/proline--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	18	18	18	161632.11	161632.11	161632.11	9M(15.9949),11M(15.9949)		
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens OX=9606	Heat shock protein HSP 90-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	29	12	17	109	33	47	1993905.5	677601.7	1187336.2	10M(15.9949),10M(15.9949), 13M(15.9949),5M(15.9949), 8M(15.9949)		
sp|P07910|HNRPC_HUMAN	P07910	HNRPC_HUMAN	HNRNPC	306	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoproteins C1/C2 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	7	13	8	13	1206695.9	1203823.2	1206695.9	1M(15.9949),N-term(42.0106)		
sp|P07954|FUMH_HUMAN	P07954	FUMH_HUMAN	FH	510	Homo sapiens OX=9606	Fumarate hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	5	4	5	235072.83	229419.61	235072.83	4M(15.9949)		
sp|P07996|TSP1_HUMAN	P07996	TSP1_HUMAN	THBS1	1170	Homo sapiens OX=9606	Thrombospondin-1 	1:Experimental evidence at protein level	1.0000	0.9976	2	2	2	2	2	2	22434.977	22434.977	22434.977	2C(57.0214)		
sp|P08123|CO1A2_HUMAN	P08123	CO1A2_HUMAN	COL1A2	1366	Homo sapiens OX=9606	Collagen alpha-2(I) chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	38	38	38	2040702.4	2040702.4	2040702.4	12M(15.9949), 9M(15.9949)		
sp|P08133|ANXA6_HUMAN	P08133	ANXA6_HUMAN	ANXA6	673	Homo sapiens OX=9606	Annexin A6 	1:Experimental evidence at protein level	1.0000	0.9990	16	16	16	25	25	25	389473.03	389473.03	389473.03	5M(15.9949),5M(15.9949),1M(15.9949),1M(15.9949),2M(15.9949), 6C(57.0214)		
sp|P08195|4F2_HUMAN	P08195	4F2_HUMAN	SLC3A2	630	Homo sapiens OX=9606	4F2 cell-surface antigen heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	7579.1987	7579.1987	7579.1987			
sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	HSP90AB1	724	Homo sapiens OX=9606	Heat shock protein HSP 90-beta 	1:Experimental evidence at protein level	1.0000	0.9990	28	4	27	131	15	122	2541005.2	363749.88	2541005.2	2M(15.9949),11M(15.9949),10M(15.9949), 13M(15.9949), 14M(15.9949),5M(15.9949), 8M(15.9949), 9M(15.9949)		
sp|P08240|SRPRA_HUMAN	P08240	SRPRA_HUMAN	SRPRA	638	Homo sapiens OX=9606	Signal recognition particle receptor subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	37494.293	37494.293	37494.293	2M(15.9949),2M(15.9949)		
sp|P08559|ODPA_HUMAN	P08559	ODPA_HUMAN	PDHA1	390	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	8	5	8	14	9	14	143578.4	129795.26	143578.4	7M(15.9949),6M(15.9949),3M(15.9949)		
sp|P08572|CO4A2_HUMAN	P08572	CO4A2_HUMAN	COL4A2	1712	Homo sapiens OX=9606	Collagen alpha-2(IV) chain 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	198548.7	198548.7	198548.7	6M(15.9949)		
sp|P08603|CFAH_HUMAN	P08603	CFAH_HUMAN	CFH	1231	Homo sapiens OX=9606	Complement factor H 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	4	3	4	36635.82	23208.803	36635.82	3M(15.9949),5C(57.0214),9C(57.0214)		
sp|P08670|VIME_HUMAN	P08670	VIME_HUMAN	VIM	466	Homo sapiens OX=9606	Vimentin 	1:Experimental evidence at protein level	1.0000	0.9990	30	23	27	113	92	104	2286454.5	1652762.6	1652762.6	7C(57.0214),9M(15.9949),1M(15.9949),7M(15.9949),1M(15.9949),8M(15.9949),8M(15.9949),12M(15.9949), 8M(15.9949),12M(15.9949), 8M(15.9949),13M(15.9949)		
sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	RPS17	135	Homo sapiens OX=9606	40S ribosomal protein S17 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	116674.97	116674.97	116674.97	9M(15.9949),2C(57.0214),2C(57.0214)		
sp|P08727|K1C19_HUMAN	P08727	K1C19_HUMAN	KRT19	400	Homo sapiens OX=9606	Keratin, type I cytoskeletal 19 	1:Experimental evidence at protein level	1.0000	0.9990	28	13	22	119	57	79	9122516.0	1423076.0	2219935.0	1M(15.9949),1M(15.9949),11M(15.9949),11M(15.9949),6M(15.9949),6M(15.9949),3M(15.9949)		
sp|P08758|ANXA5_HUMAN	P08758	ANXA5_HUMAN	ANXA5	320	Homo sapiens OX=9606	Annexin A5 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	11	11	11	422505.44	422505.44	422505.44			
sp|P08779|K1C16_HUMAN	P08779	K1C16_HUMAN	KRT16	473	Homo sapiens OX=9606	Keratin, type I cytoskeletal 16 	1:Experimental evidence at protein level	1.0000	0.9990	26	11	11	117	36	36	1.3420842E7	756362.56	756362.56	6M(15.9949)		
sp|P08865|RSSA_HUMAN	P08865	RSSA_HUMAN	RPSA	295	Homo sapiens OX=9606	40S ribosomal protein SA 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	393539.7	393539.7	393539.7			
sp|P09012|SNRPA_HUMAN	P09012	SNRPA_HUMAN	SNRPA	282	Homo sapiens OX=9606	U1 small nuclear ribonucleoprotein A 	1:Experimental evidence at protein level	1.0000	0.9984	2	1	2	3	1	3	50737.5	33352.99	50737.5			
sp|P09211|GSTP1_HUMAN	P09211	GSTP1_HUMAN	GSTP1	210	Homo sapiens OX=9606	Glutathione S-transferase P 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	82437.32	82437.32	82437.32	1M(15.9949)		
sp|P09327|VILI_HUMAN	P09327	VILI_HUMAN	VIL1	827	Homo sapiens OX=9606	Villin-1 	1:Experimental evidence at protein level	1.0000	0.9990	18	18	18	49	49	49	428971.22	428971.22	428971.22	1M(15.9949),2M(15.9949),2M(15.9949), 5M(15.9949),6M(15.9949),3M(15.9949),9M(15.9949)		
sp|P09417|DHPR_HUMAN	P09417	DHPR_HUMAN	QDPR	244	Homo sapiens OX=9606	Dihydropteridine reductase 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	66436.39	66436.39	66436.39	N-term(42.0106),N-term(42.0106),N-term(42.0106),14M(15.9949), 9M(15.9949)		
sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	Homo sapiens OX=9606	High mobility group protein B1 	1:Experimental evidence at protein level	1.0000	0.9990	6	2	6	19	5	19	1181405.6	59708.586	1181405.6			
sp|P09493|TPM1_HUMAN	P09493	TPM1_HUMAN	TPM1	284	Homo sapiens OX=9606	Tropomyosin alpha-1 chain 	1:Experimental evidence at protein level	1.0000	0.9990	13	2	8	48	6	23	601668.1	52111.035	183328.88	1M(15.9949)		
sp|P09496|CLCA_HUMAN	P09496	CLCA_HUMAN	CLTA	248	Homo sapiens OX=9606	Clathrin light chain A 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	81749.31	81749.31	81749.31			
sp|P09525|ANXA4_HUMAN	P09525	ANXA4_HUMAN	ANXA4	319	Homo sapiens OX=9606	Annexin A4 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	33	33	33	826907.25	826907.25	826907.25	8M(15.9949),8M(15.9949),6C(57.0214),5M(15.9949),6M(15.9949)		
sp|P09622|DLDH_HUMAN	P09622	DLDH_HUMAN	DLD	509	Homo sapiens OX=9606	Dihydrolipoyl dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	220021.66	220021.66	220021.66	4M(15.9949)		
sp|P09651|ROA1_HUMAN	P09651	ROA1_HUMAN	HNRNPA1	372	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein A1 	1:Experimental evidence at protein level	1.0000	0.9990	12	5	12	56	24	56	816137.4	411796.7	816137.4	N-term(42.0106),7M(15.9949),7M(15.9949)		
sp|P09661|RU2A_HUMAN	P09661	RU2A_HUMAN	SNRPA1	255	Homo sapiens OX=9606	U2 small nuclear ribonucleoprotein A' 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	46961.574	46961.574	46961.574			
sp|P09874|PARP1_HUMAN	P09874	PARP1_HUMAN	PARP1	1014	Homo sapiens OX=9606	Poly [ADP-ribose] polymerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	12	12	12	207998.55	207998.55	207998.55	1M(15.9949), 8M(15.9949),1M(15.9949), 4M(15.9949), 9M(15.9949)		
sp|P09960|LKHA4_HUMAN	P09960	LKHA4_HUMAN	LTA4H	611	Homo sapiens OX=9606	Leukotriene A-4 hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	73308.09	73308.09	73308.09			
sp|P0C0L4|CO4A_HUMAN	P0C0L4	CO4A_HUMAN	C4A	1744	Homo sapiens OX=9606	Complement C4-A 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	5	0	5	59607.3	0	59607.3	1C(57.0214)		sp|P0C0L5|CO4B_HUMAN
sp|P0C0S5|H2AZ_HUMAN	P0C0S5	H2AZ_HUMAN	H2AZ1	128	Homo sapiens OX=9606	Histone H2A.Z 	1:Experimental evidence at protein level	1.0000	0.9990	5	0	5	35	0	35	1.834161E7	0	1.834161E7			sp|Q71UI9|H2AV_HUMAN
sp|P0C0S8|H2A1_HUMAN	P0C0S8	H2A1_HUMAN	H2AC11	130	Homo sapiens OX=9606	Histone H2A type 1 	1:Experimental evidence at protein level	1.0000	0.9990	12	0	10	47	0	24	1.8906548E7	0	991721.7			sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P0C7P4|UCRIL_HUMAN	P0C7P4	UCRIL_HUMAN	UQCRFS1P1	283	Homo sapiens OX=9606	Putative cytochrome b-c1 complex subunit Rieske-like protein 1 	5:Protein uncertain	1.0000	0.9990	3	0	3	4	0	4	78251.016	0	78251.016			sp|P47985|UCRI_HUMAN
sp|P0CG47|UBB_HUMAN	P0CG47	UBB_HUMAN	UBB	229	Homo sapiens OX=9606	Polyubiquitin-B 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	51	0	51	3873121.5	0	3873121.5			sp|P0CG48|UBC_HUMAN, sp|P62979|RS27A_HUMAN, sp|P62987|RL40_HUMAN
sp|P0DMV8|HS71A_HUMAN	P0DMV8	HS71A_HUMAN	HSPA1A	641	Homo sapiens OX=9606	Heat shock 70 kDa protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	17	0	14	57	0	41	1624626.6	0	517901.53	10M(15.9949),10M(15.9949)		sp|P0DMV9|HS71B_HUMAN
sp|P0DOX2|IGA2_HUMAN	P0DOX2	IGA2_HUMAN		455	Homo sapiens OX=9606	Immunoglobulin alpha-2 heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	10	2	4	31	2	7	1722331.4	55936.492	210659.98	9C(57.0214)		
sp|P0DOX5|IGG1_HUMAN	P0DOX5	IGG1_HUMAN		449	Homo sapiens OX=9606	Immunoglobulin gamma-1 heavy chain 	1:Experimental evidence at protein level	1.0000	0.9990	9	1	2	46	1	10	2892254.5	87948.69	802575.0			
sp|P0DOX7|IGK_HUMAN	P0DOX7	IGK_HUMAN		214	Homo sapiens OX=9606	Immunoglobulin kappa light chain 	1:Experimental evidence at protein level	1.0000	0.9990	4	0	4	13	0	13	191843.58	0	191843.58	4C(57.0214),4C(57.0214),4C(57.0214)		
sp|P0DP23|CALM1_HUMAN	P0DP23	CALM1_HUMAN	CALM1	149	Homo sapiens OX=9606	Calmodulin-1 	1:Experimental evidence at protein level	1.0000	0.9866	3	0	3	4	0	4	18578.434	0	18578.434	7M(15.9949), 8M(15.9949)		sp|P0DP24|CALM2_HUMAN, sp|P0DP25|CALM3_HUMAN
sp|P10412|H14_HUMAN	P10412	H14_HUMAN	H1-4	219	Homo sapiens OX=9606	Histone H1.4 	1:Experimental evidence at protein level	1.0000	0.9990	20	3	17	90	13	74	6871810.5	1744275.8	6871810.5	N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|P10515|ODP2_HUMAN	P10515	ODP2_HUMAN	DLAT	647	Homo sapiens OX=9606	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9984	4	4	4	9	9	9	220996.11	220996.11	220996.11			
sp|P10599|THIO_HUMAN	P10599	THIO_HUMAN	TXN	105	Homo sapiens OX=9606	Thioredoxin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	227684.12	227684.12	227684.12	1M(15.9949),1M(15.9949)		
sp|P10606|COX5B_HUMAN	P10606	COX5B_HUMAN	COX5B	129	Homo sapiens OX=9606	Cytochrome c oxidase subunit 5B, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9975	4	4	4	6	6	6	60503.75	60503.75	60503.75			
sp|P10768|ESTD_HUMAN	P10768	ESTD_HUMAN	ESD	282	Homo sapiens OX=9606	S-formylglutathione hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	117132.26	117132.26	117132.26			
sp|P10809|CH60_HUMAN	P10809	CH60_HUMAN	HSPD1	573	Homo sapiens OX=9606	60 kDa heat shock protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	61	61	61	3884731.2	3884731.2	3884731.2	4M(15.9949),7M(15.9949),7M(15.9949)		
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens OX=9606	Clusterin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	7	7	7	44595.7	44595.7	44595.7	7C(57.0214)		
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens OX=9606	Endoplasmic reticulum chaperone BiP 	1:Experimental evidence at protein level	1.0000	0.9990	16	15	15	39	37	37	1254740.6	791532.4	791532.4	15M(15.9949),2M(15.9949),11M(15.9949),1M(15.9949),1M(15.9949)		
sp|P11047|LAMC1_HUMAN	P11047	LAMC1_HUMAN	LAMC1	1609	Homo sapiens OX=9606	Laminin subunit gamma-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	35994.035	35994.035	35994.035			
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens OX=9606	Heat shock cognate 71 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	24	17	24	103	64	103	1760457.6	1024717.8	1760457.6	11M(15.9949),5M(15.9949),10M(15.9949),5M(15.9949),5M(15.9949),2C(57.0214),10M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949),1M(15.9949)		
sp|P11166|GTR1_HUMAN	P11166	GTR1_HUMAN	SLC2A1	492	Homo sapiens OX=9606	Solute carrier family 2, facilitated glucose transporter member 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	42284.957	42284.957	42284.957	12M(15.9949)		
sp|P11172|UMPS_HUMAN	P11172	UMPS_HUMAN	UMPS	480	Homo sapiens OX=9606	Uridine 5'-monophosphate synthase 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	24064.455	24064.455	24064.455			
sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	112608.36	112608.36	112608.36	10M(15.9949), 5C(57.0214),8M(15.9949)		
sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	Homo sapiens OX=9606	Glycogen phosphorylase, brain form 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	11	5	11	103317.2	86323.414	103317.2	5M(15.9949)		
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	Homo sapiens OX=9606	Lysosome-associated membrane glycoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	4	4	4	124023.7	124023.7	124023.7			
sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	765	Homo sapiens OX=9606	DNA topoisomerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	7	10	5	10	206854.1	206854.1	206854.1	3M(15.9949),6M(15.9949)		
sp|P11388|TOP2A_HUMAN	P11388	TOP2A_HUMAN	TOP2A	1531	Homo sapiens OX=9606	DNA topoisomerase 2-alpha 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	9	6	9	42933.805	31674.36	42933.805			
sp|P11413|G6PD_HUMAN	P11413	G6PD_HUMAN	G6PD	515	Homo sapiens OX=9606	Glucose-6-phosphate 1-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	84707.31	84707.31	84707.31	N-term(42.0106)		
sp|P11586|C1TC_HUMAN	P11586	C1TC_HUMAN	MTHFD1	935	Homo sapiens OX=9606	C-1-tetrahydrofolate synthase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	20	20	20	203992.4	203992.4	203992.4			
sp|P11678|PERE_HUMAN	P11678	PERE_HUMAN	EPX	715	Homo sapiens OX=9606	Eosinophil peroxidase 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	16	13	16	178925.11	150933.03	178925.11	4M(15.9949),2C(57.0214),3C(57.0214),3C(57.0214)		
sp|P11766|ADHX_HUMAN	P11766	ADHX_HUMAN	ADH5	374	Homo sapiens OX=9606	Alcohol dehydrogenase class-3 	1:Experimental evidence at protein level	1.0000	0.9981	5	5	5	6	6	6	110597.94	110597.94	110597.94	3M(15.9949)		
sp|P11908|PRPS2_HUMAN	P11908	PRPS2_HUMAN	PRPS2	318	Homo sapiens OX=9606	Ribose-phosphate pyrophosphokinase 2 	1:Experimental evidence at protein level	1.0000	0.9989	3	0	3	3	0	3	44021.875	0	44021.875	1M(15.9949),1M(15.9949)		sp|P60891|PRPS1_HUMAN
sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	Homo sapiens OX=9606	Polyadenylate-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	3	9	15	8	15	179257.28	40223.57	179257.28	5M(15.9949),9M(15.9949)		
sp|P12004|PCNA_HUMAN	P12004	PCNA_HUMAN	PCNA	261	Homo sapiens OX=9606	Proliferating cell nuclear antigen 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	9	9	9	337173.62	337173.62	337173.62	1C(57.0214),11M(15.9949), 4M(15.9949),1M(15.9949)		
sp|P12081|HARS1_HUMAN	P12081	HARS1_HUMAN	HARS1	509	Homo sapiens OX=9606	Histidine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	13	6	13	83387.97	67033.7	83387.97			
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens OX=9606	Collagen alpha-1(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	28	27	28	445708.88	445708.88	445708.88			
sp|P12110|CO6A2_HUMAN	P12110	CO6A2_HUMAN	COL6A2	1019	Homo sapiens OX=9606	Collagen alpha-2(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	19	19	19	517350.62	517350.62	517350.62	10C(57.0214), 2M(15.9949)		
sp|P12111|CO6A3_HUMAN	P12111	CO6A3_HUMAN	COL6A3	3177	Homo sapiens OX=9606	Collagen alpha-3(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	44	43	44	102	101	102	584622.75	584622.75	584622.75	10M(15.9949),4M(15.9949),2M(15.9949),2M(15.9949),8M(15.9949)		
sp|P12268|IMDH2_HUMAN	P12268	IMDH2_HUMAN	IMPDH2	514	Homo sapiens OX=9606	Inosine-5'-monophosphate dehydrogenase 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	108485.586	108485.586	108485.586			
sp|P12270|TPR_HUMAN	P12270	TPR_HUMAN	TPR	2363	Homo sapiens OX=9606	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	23	23	23	144181.22	144181.22	144181.22	4M(15.9949), 8M(15.9949),8M(15.9949),8M(15.9949)		
sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	Homo sapiens OX=9606	Creatine kinase B-type 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	11	11	11	119196.875	119196.875	119196.875	11M(15.9949)		
sp|P12429|ANXA3_HUMAN	P12429	ANXA3_HUMAN	ANXA3	323	Homo sapiens OX=9606	Annexin A3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	12	12	12	158173.98	158173.98	158173.98	N-term(42.0106),1M(15.9949)		
sp|P12814|ACTN1_HUMAN	P12814	ACTN1_HUMAN	ACTN1	892	Homo sapiens OX=9606	Alpha-actinin-1 	1:Experimental evidence at protein level	1.0000	0.9990	17	7	8	40	17	18	623497.56	558371.8	558371.8	2M(15.9949),7M(15.9949),8M(15.9949)		
sp|P12931|SRC_HUMAN	P12931	SRC_HUMAN	SRC	536	Homo sapiens OX=9606	Proto-oncogene tyrosine-protein kinase Src 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	6	4	6	184784.98	77265.34	184784.98			
sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	Homo sapiens OX=9606	X-ray repair cross-complementing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	17	17	17	325612.88	325612.88	325612.88	2M(15.9949),2M(15.9949)		
sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	732	Homo sapiens OX=9606	X-ray repair cross-complementing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	28	28	28	500395.25	500395.25	500395.25	3M(15.9949),4M(15.9949),5M(15.9949)		
sp|P13073|COX41_HUMAN	P13073	COX41_HUMAN	COX4I1	169	Homo sapiens OX=9606	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	19	19	19	495652.56	495652.56	495652.56	10M(15.9949),6M(15.9949),8M(15.9949),8M(15.9949)		
sp|P13489|RINI_HUMAN	P13489	RINI_HUMAN	RNH1	461	Homo sapiens OX=9606	Ribonuclease inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	8	8	8	72544.85	72544.85	72544.85			
