Group	SubGroup	Protein	Protein ID	Entry Name	Gene	Length	Percent Coverage	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
698	a	sp|P97370|AT1B3_MOUSE	P97370	AT1B3_MOUSE	Atp1b3	278	34.90	Mus musculus OX=10090	Sodium/potassium-transporting ATPase subunit beta-3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
701	a	sp|P97384|ANX11_MOUSE	P97384	ANX11_MOUSE	Anxa11	503	26.00	Mus musculus OX=10090	Annexin A11 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
705	a	sp|P97427|DPYL1_MOUSE	P97427	DPYL1_MOUSE	Crmp1	572	65.90	Mus musculus OX=10090	Dihydropyrimidinase-related protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	13	6	7	41	14	16	     0	     0	     0	4M(15.9949), 9M(15.9949)		
708	a	sp|P97441|ZNT3_MOUSE	P97441	ZNT3_MOUSE	Slc30a3	388	21.60	Mus musculus OX=10090	Zinc transporter 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
711	a	sp|P97450|ATP5J_MOUSE	P97450	ATP5J_MOUSE	Atp5pf	108	52.80	Mus musculus OX=10090	ATP synthase-coupling factor 6, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	3M(15.9949)		
712	a	sp|P97461|RS5_MOUSE	P97461	RS5_MOUSE	Rps5	204	29.90	Mus musculus OX=10090	40S ribosomal protein S5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
715	a	sp|P97494|GSH1_MOUSE	P97494	GSH1_MOUSE	Gclc	637	15.20	Mus musculus OX=10090	Glutamate--cysteine ligase catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
716	a	sp|P97742|CPT1A_MOUSE	P97742	CPT1A_MOUSE	Cpt1a	773	15.90	Mus musculus OX=10090	Carnitine O-palmitoyltransferase 1, liver isoform 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	9M(15.9949)		
717	a	sp|P97765|WBP2_MOUSE	P97765	WBP2_MOUSE	Wbp2	261	19.20	Mus musculus OX=10090	WW domain-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
719	a	sp|P97797|SHPS1_MOUSE	P97797	SHPS1_MOUSE	Sirpa	513	31.80	Mus musculus OX=10090	Tyrosine-protein phosphatase non-receptor type substrate 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	3M(15.9949), 6M(15.9949)		
721	a	sp|P97807|FUMH_MOUSE	P97807	FUMH_MOUSE	Fh	507	52.50	Mus musculus OX=10090	Fumarate hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	     0	     0	     0	4M(15.9949)		
723	a	sp|P97952|SCN1B_MOUSE	P97952	SCN1B_MOUSE	Scn1b	218	16.10	Mus musculus OX=10090	Sodium channel subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
724	a	sp|P98200|AT8A2_MOUSE	P98200	AT8A2_MOUSE	Atp8a2	1148	4.80	Mus musculus OX=10090	Phospholipid-transporting ATPase IB 	1:Experimental evidence at protein level	1.0000	0.9984	1	0	0	2	0	0	     0	     0	     0			
726	a	sp|P99024|TBB5_MOUSE	P99024	TBB5_MOUSE	Tubb5	444	82.90	Mus musculus OX=10090	Tubulin beta-5 chain 	1:Experimental evidence at protein level	1.0000	0.9990	34	2	2	132	6	6	     0	     0	     0			
727	a	sp|P99026|PSB4_MOUSE	P99026	PSB4_MOUSE	Psmb4	264	41.30	Mus musculus OX=10090	Proteasome subunit beta type-4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
730	a	sp|P99029|PRDX5_MOUSE	P99029	PRDX5_MOUSE	Prdx5	210	58.10	Mus musculus OX=10090	Peroxiredoxin-5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	8	8	8	     0	     0	     0	3M(15.9949)		
734	a	sp|Q01405|SC23A_MOUSE	Q01405	SC23A_MOUSE	Sec23a	765	26.80	Mus musculus OX=10090	Protein transport protein Sec23A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
735	a	sp|Q01768|NDKB_MOUSE	Q01768	NDKB_MOUSE	Nme2	152	75.70	Mus musculus OX=10090	Nucleoside diphosphate kinase B 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	2	20	2	2	     0	     0	     0			
736	a	sp|Q02053|UBA1_MOUSE	Q02053	UBA1_MOUSE	Uba1	1058	45.00	Mus musculus OX=10090	Ubiquitin-like modifier-activating enzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	14	13	14	     0	     0	     0	10M(15.9949), 1M(15.9949), 5M(15.9949)		
737	a	sp|Q02248|CTNB1_MOUSE	Q02248	CTNB1_MOUSE	Ctnnb1	781	42.80	Mus musculus OX=10090	Catenin beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0	3M(15.9949), 4M(15.9949)		
738	a	sp|Q02357|ANK1_MOUSE	Q02357	ANK1_MOUSE	Ank1	1862	11.50	Mus musculus OX=10090	Ankyrin-1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	2	0	0	     0	     0	     0			
741	a	sp|Q03141|MARK3_MOUSE	Q03141	MARK3_MOUSE	Mark3	753	15.80	Mus musculus OX=10090	MAP/microtubule affinity-regulating kinase 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	0	1	0	0	     0	     0	     0			
743	a	sp|Q04447|KCRB_MOUSE	Q04447	KCRB_MOUSE	Ckb	381	84.80	Mus musculus OX=10090	Creatine kinase B-type 	1:Experimental evidence at protein level	1.0000	0.9990	19	12	19	64	49	64	     0	     0	     0	11M(15.9949), 12M(15.9949), 2M(15.9949), 5M(15.9949), 6M(15.9949)		
744	a	sp|Q04690|NF1_MOUSE	Q04690	NF1_MOUSE	Nf1	2841	12.60	Mus musculus OX=10090	Neurofibromin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
745	a	sp|Q05186|RCN1_MOUSE	Q05186	RCN1_MOUSE	Rcn1	325	10.20	Mus musculus OX=10090	Reticulocalbin-1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
746	a	sp|Q05512|MARK2_MOUSE	Q05512	MARK2_MOUSE	Mark2	776	20.70	Mus musculus OX=10090	Serine/threonine-protein kinase MARK2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	     0	     0	     0			
748	a	sp|Q05816|FABP5_MOUSE	Q05816	FABP5_MOUSE	Fabp5	135	43.70	Mus musculus OX=10090	Fatty acid-binding protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0	11M(15.9949), 2M(15.9949)		
749	a	sp|Q05920|PYC_MOUSE	Q05920	PYC_MOUSE	Pc	1178	45.30	Mus musculus OX=10090	Pyruvate carboxylase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	10	10	10	     0	     0	     0			
752	a	sp|Q07076|ANXA7_MOUSE	Q07076	ANXA7_MOUSE	Anxa7	463	25.70	Mus musculus OX=10090	Annexin A7 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
754	a	sp|Q08189|TGM3_MOUSE	Q08189	TGM3_MOUSE	Tgm3	693	19.00	Mus musculus OX=10090	Protein-glutamine gamma-glutamyltransferase E 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
760	a	sp|Q0KL02|TRIO_MOUSE	Q0KL02	TRIO_MOUSE	Trio	3102	7.90	Mus musculus OX=10090	Triple functional domain protein 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
762	a	sp|Q11011|PSA_MOUSE	Q11011	PSA_MOUSE	Npepps	920	39.80	Mus musculus OX=10090	Puromycin-sensitive aminopeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	18	18	18	     0	     0	     0	3M(15.9949), 6M(15.9949), 8M(15.9949)		
765	a	sp|Q2PFD7|PSD3_MOUSE	Q2PFD7	PSD3_MOUSE	Psd3	1037	17.90	Mus musculus OX=10090	PH and SEC7 domain-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
767	a	sp|Q2VIS4|FILA2_MOUSE	Q2VIS4	FILA2_MOUSE	Flg2	2362	8.60	Mus musculus OX=10090	Filaggrin-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
771	a	sp|Q3TC72|FAHD2_MOUSE	Q3TC72	FAHD2_MOUSE	Fahd2	313	33.90	Mus musculus OX=10090	Fumarylacetoacetate hydrolase domain-containing protein 2A 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
774	a	sp|Q3TDK6|ROGDI_MOUSE	Q3TDK6	ROGDI_MOUSE	Rogdi	287	50.20	Mus musculus OX=10090	Protein rogdi homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0	4M(15.9949), N-term(42.0106)		
776	a	sp|Q3TDQ1|STT3B_MOUSE	Q3TDQ1	STT3B_MOUSE	Stt3b	823	9.70	Mus musculus OX=10090	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	4M(15.9949)		
777	a	sp|Q3TEA8|HP1B3_MOUSE	Q3TEA8	HP1B3_MOUSE	Hp1bp3	554	15.00	Mus musculus OX=10090	Heterochromatin protein 1-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	1M(15.9949)		
778	a	sp|Q3THE2|ML12B_MOUSE	Q3THE2	ML12B_MOUSE	Myl12b	172	50.60	Mus musculus OX=10090	Myosin regulatory light chain 12B 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	2	0	2	     0	     0	     0	6M(15.9949)		
779	a	sp|Q3THG9|AASD1_MOUSE	Q3THG9	AASD1_MOUSE	Aarsd1	412	18.00	Mus musculus OX=10090	Alanyl-tRNA editing protein Aarsd1 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	     0	     0	     0			
780	a	sp|Q3THK7|GUAA_MOUSE	Q3THK7	GUAA_MOUSE	Gmps	693	28.00	Mus musculus OX=10090	GMP synthase [glutamine-hydrolyzing] 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
788	a	sp|Q3TXS7|PSMD1_MOUSE	Q3TXS7	PSMD1_MOUSE	Psmd1	953	30.40	Mus musculus OX=10090	26S proteasome non-ATPase regulatory subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0			
794	a	sp|Q3U0V1|FUBP2_MOUSE	Q3U0V1	FUBP2_MOUSE	Khsrp	748	13.50	Mus musculus OX=10090	Far upstream element-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0	1M(15.9949), 2M(15.9949)		
796	a	sp|Q3U1J4|DDB1_MOUSE	Q3U1J4	DDB1_MOUSE	Ddb1	1140	28.60	Mus musculus OX=10090	DNA damage-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	     0	     0	     0	2M(15.9949)		
806	a	sp|Q3UH60|DIP2B_MOUSE	Q3UH60	DIP2B_MOUSE	Dip2b	1574	16.10	Mus musculus OX=10090	Disco-interacting protein 2 homolog B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0			
808	a	sp|Q3UHB1|NT5D3_MOUSE	Q3UHB1	NT5D3_MOUSE	Nt5dc3	546	24.50	Mus musculus OX=10090	5'-nucleotidase domain-containing protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
810	a	sp|Q3UHC7|DAB2P_MOUSE	Q3UHC7	DAB2P_MOUSE	Dab2ip	1189	10.10	Mus musculus OX=10090	Disabled homolog 2-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0	2M(15.9949)		
811	a	sp|Q3UHD6|SNX27_MOUSE	Q3UHD6	SNX27_MOUSE	Snx27	539	23.00	Mus musculus OX=10090	Sorting nexin-27 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
812	a	sp|Q3UHD9|AGAP2_MOUSE	Q3UHD9	AGAP2_MOUSE	Agap2	1186	25.70	Mus musculus OX=10090	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	     0	     0	     0			
814	a	sp|Q3UHL1|CAMKV_MOUSE	Q3UHL1	CAMKV_MOUSE	Camkv	512	38.90	Mus musculus OX=10090	CaM kinase-like vesicle-associated protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	     0	     0	     0	2M(15.9949)		
818	a	sp|Q3UJU9|RMD3_MOUSE	Q3UJU9	RMD3_MOUSE	Rmdn3	470	21.50	Mus musculus OX=10090	Regulator of microtubule dynamics protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
825	a	sp|Q3UMR5|MCU_MOUSE	Q3UMR5	MCU_MOUSE	Mcu	350	46.00	Mus musculus OX=10090	Calcium uniporter protein, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
830	a	sp|Q3USB7|PLCL1_MOUSE	Q3USB7	PLCL1_MOUSE	Plcl1	1096	9.90	Mus musculus OX=10090	Inactive phospholipase C-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
837	a	sp|Q3UVX5|GRM5_MOUSE	Q3UVX5	GRM5_MOUSE	Grm5	1203	14.90	Mus musculus OX=10090	Metabotropic glutamate receptor 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
841	a	sp|Q3V3R1|C1TM_MOUSE	Q3V3R1	C1TM_MOUSE	Mthfd1l	977	26.90	Mus musculus OX=10090	Monofunctional C1-tetrahydrofolate synthase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	     0	     0	     0			
845	a	sp|Q4KMM3|OXR1_MOUSE	Q4KMM3	OXR1_MOUSE	Oxr1	866	42.00	Mus musculus OX=10090	Oxidation resistance protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
847	a	sp|Q4VAE3|TMM65_MOUSE	Q4VAE3	TMM65_MOUSE	Tmem65	234	28.20	Mus musculus OX=10090	Transmembrane protein 65 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
848	a	sp|Q4VC33|MAEA_MOUSE	Q4VC33	MAEA_MOUSE	Maea	396	11.90	Mus musculus OX=10090	E3 ubiquitin-protein transferase MAEA 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
849	a	sp|Q501J6|DDX17_MOUSE	Q501J6	DDX17_MOUSE	Ddx17	650	28.60	Mus musculus OX=10090	Probable ATP-dependent RNA helicase DDX17 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	10	3	3	     0	     0	     0			
850	a	sp|Q505F5|LRC47_MOUSE	Q505F5	LRC47_MOUSE	Lrrc47	581	12.40	Mus musculus OX=10090	Leucine-rich repeat-containing protein 47 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
859	a	sp|Q5DU25|IQEC2_MOUSE	Q5DU25	IQEC2_MOUSE	Iqsec2	1478	17.30	Mus musculus OX=10090	IQ motif and SEC7 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	2	2	6	2	2	     0	     0	     0	4N(54.0474), 9M(15.9949)		
862	a	sp|Q5F2E8|TAOK1_MOUSE	Q5F2E8	TAOK1_MOUSE	Taok1	1001	7.70	Mus musculus OX=10090	Serine/threonine-protein kinase TAO1 	1:Experimental evidence at protein level	1.0000	0.9990	1	0	1	1	0	1	     0	     0	     0			
863	a	sp|Q5FWK3|RHG01_MOUSE	Q5FWK3	RHG01_MOUSE	Arhgap1	439	36.00	Mus musculus OX=10090	Rho GTPase-activating protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
866	a	sp|Q5IRJ6|ZNT9_MOUSE	Q5IRJ6	ZNT9_MOUSE	Slc30a9	567	8.10	Mus musculus OX=10090	Zinc transporter 9 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
867	a	sp|Q5M8N0|CNRP1_MOUSE	Q5M8N0	CNRP1_MOUSE	Cnrip1	164	43.90	Mus musculus OX=10090	CB1 cannabinoid receptor-interacting protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
868	a	sp|Q5M8N4|D39U1_MOUSE	Q5M8N4	D39U1_MOUSE	Sdr39u1	293	17.10	Mus musculus OX=10090	Epimerase family protein SDR39U1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
869	a	sp|Q5PR73|DIRA2_MOUSE	Q5PR73	DIRA2_MOUSE	Diras2	199	39.70	Mus musculus OX=10090	GTP-binding protein Di-Ras2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	     0	     0	     0			
871	a	sp|Q5SQX6|CYFP2_MOUSE	Q5SQX6	CYFP2_MOUSE	Cyfip2	1253	44.60	Mus musculus OX=10090	Cytoplasmic FMR1-interacting protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	13	7	13	28	17	28	     0	     0	     0	11M(15.9949), 1M(15.9949), 2M(15.9949)		
872	a	sp|Q5SRX1|TM1L2_MOUSE	Q5SRX1	TM1L2_MOUSE	Tom1l2	507	14.80	Mus musculus OX=10090	TOM1-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
874	a	sp|Q5SSL4|ABR_MOUSE	Q5SSL4	ABR_MOUSE	Abr	859	25.10	Mus musculus OX=10090	Active breakpoint cluster region-related protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
887	a	sp|Q60597|ODO1_MOUSE	Q60597	ODO1_MOUSE	Ogdh	1023	43.00	Mus musculus OX=10090	2-oxoglutarate dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	     0	     0	     0	2M(15.9949)		
888	a	sp|Q60598|SRC8_MOUSE	Q60598	SRC8_MOUSE	Cttn	546	26.00	Mus musculus OX=10090	Src substrate cortactin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
889	a	sp|Q60625|ICAM5_MOUSE	Q60625	ICAM5_MOUSE	Icam5	917	25.20	Mus musculus OX=10090	Intercellular adhesion molecule 5 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	     0	     0	     0	7M(15.9949)		
891	a	sp|Q60634|FLOT2_MOUSE	Q60634	FLOT2_MOUSE	Flot2	428	53.00	Mus musculus OX=10090	Flotillin-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	     0	     0	     0			
893	a	sp|Q60668|HNRPD_MOUSE	Q60668	HNRPD_MOUSE	Hnrnpd	355	30.70	Mus musculus OX=10090	Heterogeneous nuclear ribonucleoprotein D0 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	     0	     0	     0			
895	a	sp|Q60676|PPP5_MOUSE	Q60676	PPP5_MOUSE	Ppp5c	499	24.60	Mus musculus OX=10090	Serine/threonine-protein phosphatase 5 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
896	a	sp|Q60692|PSB6_MOUSE	Q60692	PSB6_MOUSE	Psmb6	238	42.00	Mus musculus OX=10090	Proteasome subunit beta type-6 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
897	a	sp|Q60737|CSK21_MOUSE	Q60737	CSK21_MOUSE	Csnk2a1	391	42.20	Mus musculus OX=10090	Casein kinase II subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
900	a	sp|Q60770|STXB3_MOUSE	Q60770	STXB3_MOUSE	Stxbp3	592	12.20	Mus musculus OX=10090	Syntaxin-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9988	1	0	0	3	0	0	     0	     0	     0			
901	a	sp|Q60771|CLD11_MOUSE	Q60771	CLD11_MOUSE	Cldn11	207	29.00	Mus musculus OX=10090	Claudin-11 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
902	a	sp|Q60780|GAS7_MOUSE	Q60780	GAS7_MOUSE	Gas7	421	26.10	Mus musculus OX=10090	Growth arrest-specific protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	     0	     0	     0			
905	a	sp|Q60864|STIP1_MOUSE	Q60864	STIP1_MOUSE	Stip1	543	41.30	Mus musculus OX=10090	Stress-induced-phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	2M(15.9949)		
907	a	sp|Q60899|ELAV2_MOUSE	Q60899	ELAV2_MOUSE	Elavl2	360	21.10	Mus musculus OX=10090	ELAV-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	4	2	2	     0	     0	     0			
908	a	sp|Q60900|ELAV3_MOUSE	Q60900	ELAV3_MOUSE	Elavl3	367	28.60	Mus musculus OX=10090	ELAV-like protein 3 	1:Experimental evidence at protein level	1.0000	0.9988	1	0	0	2	0	0	     0	     0	     0			
910	a	sp|Q60930|VDAC2_MOUSE	Q60930	VDAC2_MOUSE	Vdac2	295	54.60	Mus musculus OX=10090	Voltage-dependent anion-selective channel protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	5	5	13	11	11	     0	     0	     0			
911	a	sp|Q60931|VDAC3_MOUSE	Q60931	VDAC3_MOUSE	Vdac3	283	44.90	Mus musculus OX=10090	Voltage-dependent anion-selective channel protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	1	6	1	1	     0	     0	     0			
917	a	sp|Q61035|HARS1_MOUSE	Q61035	HARS1_MOUSE	Hars1	509	26.30	Mus musculus OX=10090	Histidine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	1	3	     0	     0	     0			
920	a	sp|Q61102|ABCB7_MOUSE	Q61102	ABCB7_MOUSE	Abcb7	752	14.40	Mus musculus OX=10090	ATP-binding cassette sub-family B member 7, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
925	a	sp|Q61171|PRDX2_MOUSE	Q61171	PRDX2_MOUSE	Prdx2	198	59.60	Mus musculus OX=10090	Peroxiredoxin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	     0	     0	     0			
926	a	sp|Q61176|ARGI1_MOUSE	Q61176	ARGI1_MOUSE	Arg1	323	17.00	Mus musculus OX=10090	Arginase-1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
931	a	sp|Q61234|SNTA1_MOUSE	Q61234	SNTA1_MOUSE	Snta1	503	11.10	Mus musculus OX=10090	Alpha-1-syntrophin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
934	a	sp|Q61301|CTNA2_MOUSE	Q61301	CTNA2_MOUSE	Ctnna2	953	38.80	Mus musculus OX=10090	Catenin alpha-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	     0	     0	     0	11M(15.9949), 3M(15.9949), 7M(15.9949)		
935	a	sp|Q61316|HSP74_MOUSE	Q61316	HSP74_MOUSE	Hspa4	841	41.60	Mus musculus OX=10090	Heat shock 70 kDa protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	     0	     0	     0			
936	a	sp|Q61330|CNTN2_MOUSE	Q61330	CNTN2_MOUSE	Cntn2	1040	12.60	Mus musculus OX=10090	Contactin-2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	     0	     0	     0			
939	a	sp|Q61411|RASH_MOUSE	Q61411	RASH_MOUSE	Hras	189	45.00	Mus musculus OX=10090	GTPase HRas 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	2	8	4	6	     0	     0	     0			
941	a	sp|Q61490|CD166_MOUSE	Q61490	CD166_MOUSE	Alcam	583	45.10	Mus musculus OX=10090	CD166 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	     0	     0	     0			
944	a	sp|Q61548|AP180_MOUSE	Q61548	AP180_MOUSE	Snap91	901	25.90	Mus musculus OX=10090	Clathrin coat assembly protein AP180 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	19	16	19	     0	     0	     0	2M(15.9949), 8M(15.9949), 9M(15.9949)		
945	a	sp|Q61553|FSCN1_MOUSE	Q61553	FSCN1_MOUSE	Fscn1	493	52.90	Mus musculus OX=10090	Fascin 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	19	19	19	     0	     0	     0			
949	a	sp|Q61598|GDIB_MOUSE	Q61598	GDIB_MOUSE	Gdi2	445	70.10	Mus musculus OX=10090	Rab GDP dissociation inhibitor beta 	1:Experimental evidence at protein level	1.0000	0.9990	6	4	4	9	6	6	     0	     0	     0	11M(15.9949), 1M(15.9949), 9M(15.9949)		
952	a	sp|Q61656|DDX5_MOUSE	Q61656	DDX5_MOUSE	Ddx5	614	32.40	Mus musculus OX=10090	Probable ATP-dependent RNA helicase DDX5 	1:Experimental evidence at protein level	1.0000	0.9990	4	1	2	10	2	5	     0	     0	     0			
953	a	sp|Q61699|HS105_MOUSE	Q61699	HS105_MOUSE	Hsph1	858	44.60	Mus musculus OX=10090	Heat shock protein 105 kDa 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	6	6	6	     0	     0	     0	10M(15.9949)		
954	a	sp|Q61701|ELAV4_MOUSE	Q61701	ELAV4_MOUSE	Elavl4	385	24.40	Mus musculus OX=10090	ELAV-like protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	1	3	     0	     0	     0			
955	a	sp|Q61735|CD47_MOUSE	Q61735	CD47_MOUSE	Cd47	303	17.80	Mus musculus OX=10090	Leukocyte surface antigen CD47 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	     0	     0	     0	10M(15.9949)		
