Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P10909|CLUS_HUMAN	P10909	CLUS_HUMAN	CLU	449	Homo sapiens OX=9606	Clusterin 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	5	5	5	18756.334	18756.334	18756.334			
sp|P11021|BIP_HUMAN	P11021	BIP_HUMAN	HSPA5	654	Homo sapiens OX=9606	Endoplasmic reticulum chaperone BiP 	1:Experimental evidence at protein level	1.0000	0.9990	11	8	9	25	21	22	996642.9	628501.6	628501.6	2M(15.9949),1M(15.9949),1M(15.9949),11M(15.9949)		
sp|P11142|HSP7C_HUMAN	P11142	HSP7C_HUMAN	HSPA8	646	Homo sapiens OX=9606	Heat shock cognate 71 kDa protein 	1:Experimental evidence at protein level	1.0000	0.9990	20	13	20	74	51	74	1150358.5	735826.9	1150358.5	1M(15.9949),1M(15.9949),10M(15.9949),10M(15.9949),1M(15.9949),5M(15.9949),5M(15.9949),11M(15.9949),2C(57.0214)		
sp|P11172|UMPS_HUMAN	P11172	UMPS_HUMAN	UMPS	480	Homo sapiens OX=9606	Uridine 5'-monophosphate synthase 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	2	2	2	0	0	0			
sp|P11177|ODPB_HUMAN	P11177	ODPB_HUMAN	PDHB	359	Homo sapiens OX=9606	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	69831.06	69831.06	69831.06	10M(15.9949), 5C(57.0214),8M(15.9949)		
sp|P11216|PYGB_HUMAN	P11216	PYGB_HUMAN	PYGB	843	Homo sapiens OX=9606	Glycogen phosphorylase, brain form 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	10768.594	10768.594	10768.594			
sp|P11279|LAMP1_HUMAN	P11279	LAMP1_HUMAN	LAMP1	417	Homo sapiens OX=9606	Lysosome-associated membrane glycoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	3	3	3	93430.28	93430.28	93430.28			
sp|P11387|TOP1_HUMAN	P11387	TOP1_HUMAN	TOP1	765	Homo sapiens OX=9606	DNA topoisomerase 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	8	7	8	125770.016	125770.016	125770.016	3M(15.9949)		
sp|P11413|G6PD_HUMAN	P11413	G6PD_HUMAN	G6PD	515	Homo sapiens OX=9606	Glucose-6-phosphate 1-dehydrogenase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	40986.086	40986.086	40986.086	9M(15.9949),N-term(42.0106)		
sp|P11586|C1TC_HUMAN	P11586	C1TC_HUMAN	MTHFD1	935	Homo sapiens OX=9606	C-1-tetrahydrofolate synthase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	131124.47	131124.47	131124.47			
sp|P11678|PERE_HUMAN	P11678	PERE_HUMAN	EPX	715	Homo sapiens OX=9606	Eosinophil peroxidase 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	13	8	13	111622.62	84090.734	111622.62	3C(57.0214),3M(15.9949),2C(57.0214),3C(57.0214)		
sp|P11766|ADHX_HUMAN	P11766	ADHX_HUMAN	ADH5	374	Homo sapiens OX=9606	Alcohol dehydrogenase class-3 	1:Experimental evidence at protein level	1.0000	0.9981	3	3	3	3	3	3	92612.91	92612.91	92612.91	3M(15.9949)		
sp|P11908|PRPS2_HUMAN	P11908	PRPS2_HUMAN	PRPS2	318	Homo sapiens OX=9606	Ribose-phosphate pyrophosphokinase 2 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	1	3	0	3	20516.432	0	20516.432	1M(15.9949)		sp|P60891|PRPS1_HUMAN
sp|P11940|PABP1_HUMAN	P11940	PABP1_HUMAN	PABPC1	636	Homo sapiens OX=9606	Polyadenylate-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	1	5	10	2	10	145750.78	43766.742	145750.78	9M(15.9949),9M(15.9949),5M(15.9949)		
sp|P12004|PCNA_HUMAN	P12004	PCNA_HUMAN	PCNA	261	Homo sapiens OX=9606	Proliferating cell nuclear antigen 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	248623.8	248623.8	248623.8	1M(15.9949),11M(15.9949), 4M(15.9949),1C(57.0214)		
sp|P12081|HARS1_HUMAN	P12081	HARS1_HUMAN	HARS1	509	Homo sapiens OX=9606	Histidine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	5	4	5	55132.805	31493.344	55132.805			
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens OX=9606	Collagen alpha-1(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	25	25	25	243904.33	243904.33	243904.33			
sp|P12110|CO6A2_HUMAN	P12110	CO6A2_HUMAN	COL6A2	1019	Homo sapiens OX=9606	Collagen alpha-2(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	20	20	20	291866.88	291866.88	291866.88	10C(57.0214), 2M(15.9949)		
sp|P12111|CO6A3_HUMAN	P12111	CO6A3_HUMAN	COL6A3	3177	Homo sapiens OX=9606	Collagen alpha-3(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	40	39	40	85	83	85	385762.16	385762.16	385762.16	10M(15.9949),4M(15.9949),2M(15.9949),2M(15.9949),3M(15.9949)		
sp|P12268|IMDH2_HUMAN	P12268	IMDH2_HUMAN	IMPDH2	514	Homo sapiens OX=9606	Inosine-5'-monophosphate dehydrogenase 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	58389.47	58389.47	58389.47			
sp|P12270|TPR_HUMAN	P12270	TPR_HUMAN	TPR	2363	Homo sapiens OX=9606	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	13	13	13	131921.12	131921.12	131921.12	4M(15.9949), 8M(15.9949)		
sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	Homo sapiens OX=9606	Creatine kinase B-type 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	0	0	0			
sp|P12429|ANXA3_HUMAN	P12429	ANXA3_HUMAN	ANXA3	323	Homo sapiens OX=9606	Annexin A3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	63728.887	63728.887	63728.887	N-term(42.0106)		
sp|P12814|ACTN1_HUMAN	P12814	ACTN1_HUMAN	ACTN1	892	Homo sapiens OX=9606	Alpha-actinin-1 	1:Experimental evidence at protein level	1.0000	0.9990	15	9	9	52	37	37	546729.56	418514.28	418514.28	8M(15.9949),8M(15.9949),7M(15.9949),2M(15.9949)		
sp|P12931|SRC_HUMAN	P12931	SRC_HUMAN	SRC	536	Homo sapiens OX=9606	Proto-oncogene tyrosine-protein kinase Src 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	6	4	6	98585.72	49558.77	98585.72			
sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	Homo sapiens OX=9606	X-ray repair cross-complementing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	15	15	15	316869.1	316869.1	316869.1	2M(15.9949)		
sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	732	Homo sapiens OX=9606	X-ray repair cross-complementing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	23	23	23	399514.0	399514.0	399514.0	5M(15.9949),4M(15.9949),3M(15.9949)		
sp|P13073|COX41_HUMAN	P13073	COX41_HUMAN	COX4I1	169	Homo sapiens OX=9606	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	16	16	16	460412.72	460412.72	460412.72	8M(15.9949),6M(15.9949),8M(15.9949),8M(15.9949)		
sp|P13489|RINI_HUMAN	P13489	RINI_HUMAN	RNH1	461	Homo sapiens OX=9606	Ribonuclease inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	34441.594	34441.594	34441.594	3C(57.0214)		
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	Homo sapiens OX=9606	Versican core protein 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	99613.664	99613.664	99613.664	5C(57.0214),3C(57.0214), 4M(15.9949)		
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens OX=9606	Elongation factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	18	17	18	54	51	54	1327977.1	1046427.8	1327977.1	13M(15.9949),2M(15.9949),5C(57.0214), 9M(15.9949),6M(15.9949), 7M(15.9949),6M(15.9949), 7M(15.9949),9C(57.0214),6M(15.9949),5M(15.9949),2M(15.9949),2M(15.9949)		
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens OX=9606	Keratin, type I cytoskeletal 10 	1:Experimental evidence at protein level	1.0000	0.9990	43	30	41	222	153	219	2.3383492E7	1.6837772E7	2.3383492E7	N-term(42.0106),N-term(42.0106),N-term(42.0106),N-term(42.0106),6M(15.9949),3M(15.9949)		
sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	590	Homo sapiens OX=9606	Keratin, type II cytoskeletal 5 	1:Experimental evidence at protein level	1.0000	0.9990	41	26	33	147	80	99	6772460.5	2620629.2	2620629.2	9M(15.9949),9M(15.9949),9M(15.9949),2M(15.9949)		
sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	Homo sapiens OX=9606	Protein disulfide-isomerase A4 	1:Experimental evidence at protein level	1.0000	0.9990	15	14	15	40	36	40	480120.12	480120.12	480120.12	9M(15.9949),1M(15.9949),7M(15.9949)		
sp|P13693|TCTP_HUMAN	P13693	TCTP_HUMAN	TPT1	172	Homo sapiens OX=9606	Translationally-controlled tumor protein 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	4	1	4	161294.83	18042.969	161294.83	5M(15.9949),5M(15.9949)		
sp|P13727|PRG2_HUMAN	P13727	PRG2_HUMAN	PRG2	222	Homo sapiens OX=9606	Bone marrow proteoglycan 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	8	8	8	68932.555	68932.555	68932.555			
sp|P13796|PLSL_HUMAN	P13796	PLSL_HUMAN	LCP1	627	Homo sapiens OX=9606	Plastin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	123261.48	123261.48	123261.48	3C(57.0214), 4M(15.9949),8M(15.9949), 9M(15.9949),9M(15.9949)		
sp|P13798|ACPH_HUMAN	P13798	ACPH_HUMAN	APEH	732	Homo sapiens OX=9606	Acylamino-acid-releasing enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	6	6	6	16268.107	16268.107	16268.107			
sp|P13804|ETFA_HUMAN	P13804	ETFA_HUMAN	ETFA	333	Homo sapiens OX=9606	Electron transfer flavoprotein subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	91167.45	91167.45	91167.45	9C(57.0214),14C(57.0214), 7C(57.0214)		
sp|P13861|KAP2_HUMAN	P13861	KAP2_HUMAN	PRKAR2A	404	Homo sapiens OX=9606	cAMP-dependent protein kinase type II-alpha regulatory subunit 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	59400.875	59400.875	59400.875			
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	Homo sapiens OX=9606	Macrophage migration inhibitory factor 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	12478.66	12478.66	12478.66	2M(15.9949)		
sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	Homo sapiens OX=9606	Glucosidase 2 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	11	11	11	511261.25	511261.25	511261.25	5M(15.9949),3M(15.9949),6M(15.9949)		
sp|P14317|HCLS1_HUMAN	P14317	HCLS1_HUMAN	HCLS1	486	Homo sapiens OX=9606	Hematopoietic lineage cell-specific protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	32757.172	32757.172	32757.172			
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	Homo sapiens OX=9606	Aldo-keto reductase family 1 member A1 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	7	6	7	123935.07	40331.21	123935.07	4C(57.0214), N-term(42.0106)		
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens OX=9606	Pyruvate kinase PKM 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	43	36	43	1460099.0	1460099.0	1460099.0	1M(15.9949),1C(57.0214), 2C(57.0214),8M(15.9949),8M(15.9949),6C(57.0214),5M(15.9949)		
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens OX=9606	Endoplasmin 	1:Experimental evidence at protein level	1.0000	0.9990	18	13	18	64	41	64	1163271.1	1083276.5	1163271.1	4M(15.9949),4M(15.9949)		
sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein L 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	17	17	17	283590.25	283590.25	283590.25	2C(57.0214)		
sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS1	501	Homo sapiens OX=9606	Aspartate--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	146145.9	146145.9	146145.9			
sp|P14923|PLAK_HUMAN	P14923	PLAK_HUMAN	JUP	745	Homo sapiens OX=9606	Junction plakoglobin 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	57	57	57	479731.9	479731.9	479731.9	6M(15.9949),6M(15.9949),1M(15.9949),3M(15.9949),2M(15.9949),3M(15.9949)		
sp|P15170|ERF3A_HUMAN	P15170	ERF3A_HUMAN	GSPT1	499	Homo sapiens OX=9606	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	3	4	0	4	92127.28	0	92127.28	5C(57.0214),6M(15.9949), 7M(15.9949)		
sp|P15311|EZRI_HUMAN	P15311	EZRI_HUMAN	EZR	586	Homo sapiens OX=9606	Ezrin 	1:Experimental evidence at protein level	1.0000	0.9990	10	3	6	15	5	9	344099.88	96122.164	160137.1			
sp|P15374|UCHL3_HUMAN	P15374	UCHL3_HUMAN	UCHL3	230	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase isozyme L3 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	11268.966	11268.966	11268.966	8M(15.9949)		
sp|P15531|NDKA_HUMAN	P15531	NDKA_HUMAN	NME1	152	Homo sapiens OX=9606	Nucleoside diphosphate kinase A 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	5	19	4	19	189110.72	38808.453	189110.72	2M(15.9949),4C(57.0214),2M(15.9949),2M(15.9949)		
sp|P15559|NQO1_HUMAN	P15559	NQO1_HUMAN	NQO1	274	Homo sapiens OX=9606	NAD(P)H dehydrogenase [quinone] 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	45397.23	45397.23	45397.23			
sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	293	Homo sapiens OX=9606	40S ribosomal protein S2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	16	16	16	395462.38	395462.38	395462.38	7M(15.9949),7M(15.9949),2C(57.0214)		
sp|P15924|DESP_HUMAN	P15924	DESP_HUMAN	DSP	2871	Homo sapiens OX=9606	Desmoplakin 	1:Experimental evidence at protein level	1.0000	0.9990	60	59	60	127	126	127	701422.5	701422.5	701422.5	7M(15.9949),8M(15.9949),7M(15.9949),8M(15.9949),1M(15.9949),2M(15.9949),2M(15.9949)		
sp|P16144|ITB4_HUMAN	P16144	ITB4_HUMAN	ITGB4	1822	Homo sapiens OX=9606	Integrin beta-4 	1:Experimental evidence at protein level	1.0000	0.9988	3	3	3	3	3	3	28065.025	28065.025	28065.025			
sp|P16152|CBR1_HUMAN	P16152	CBR1_HUMAN	CBR1	277	Homo sapiens OX=9606	Carbonyl reductase [NADPH] 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	6	4	6	111941.83	80070.58	111941.83	8M(15.9949),N-term(42.0106)		
sp|P16219|ACADS_HUMAN	P16219	ACADS_HUMAN	ACADS	412	Homo sapiens OX=9606	Short-chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	92549.26	92549.26	92549.26	1M(15.9949),3M(15.9949), 8M(15.9949)		
sp|P16401|H15_HUMAN	P16401	H15_HUMAN	H1-5	226	Homo sapiens OX=9606	Histone H1.5 	1:Experimental evidence at protein level	1.0000	0.9990	18	15	18	63	54	63	2269740.0	2269740.0	2269740.0	N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|P16403|H12_HUMAN	P16403	H12_HUMAN	H1-2	213	Homo sapiens OX=9606	Histone H1.2 	1:Experimental evidence at protein level	1.0000	0.9990	18	1	1	80	12	12	4347254.0	569011.6	569011.6	N-term(42.0106)		
sp|P16422|EPCAM_HUMAN	P16422	EPCAM_HUMAN	EPCAM	314	Homo sapiens OX=9606	Epithelial cell adhesion molecule 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	115687.23	115687.23	115687.23	6M(15.9949),10C(57.0214),9C(57.0214)		
sp|P16615|AT2A2_HUMAN	P16615	AT2A2_HUMAN	ATP2A2	1042	Homo sapiens OX=9606	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	10	28	14	28	138169.94	100449.586	138169.94	1M(15.9949),2M(15.9949),12C(57.0214), 9M(15.9949),2M(15.9949), 6C(57.0214),7M(15.9949),5M(15.9949),8M(15.9949)		
sp|P16930|FAAA_HUMAN	P16930	FAAA_HUMAN	FAH	419	Homo sapiens OX=9606	Fumarylacetoacetase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	59532.887	59532.887	59532.887			
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	Homo sapiens OX=9606	Aspartate aminotransferase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	64544.74	64544.74	64544.74			
sp|P17480|UBF1_HUMAN	P17480	UBF1_HUMAN	UBTF	764	Homo sapiens OX=9606	Nucleolar transcription factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	12747.68	12747.68	12747.68	5M(15.9949)		
sp|P17612|KAPCA_HUMAN	P17612	KAPCA_HUMAN	PRKACA	351	Homo sapiens OX=9606	cAMP-dependent protein kinase catalytic subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9939	3	0	3	5	0	5	30017.107	0	30017.107			
sp|P17655|CAN2_HUMAN	P17655	CAN2_HUMAN	CAPN2	700	Homo sapiens OX=9606	Calpain-2 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9987	1	1	1	2	2	2	20690.043	20690.043	20690.043			
sp|P17661|DESM_HUMAN	P17661	DESM_HUMAN	DES	470	Homo sapiens OX=9606	Desmin 	1:Experimental evidence at protein level	1.0000	0.9989	6	2	2	12	2	2	556239.0	58919.97	58919.97			
sp|P17844|DDX5_HUMAN	P17844	DDX5_HUMAN	DDX5	614	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX5 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	4	11	7	7	76817.74	48515.156	48515.156	2M(15.9949), 6M(15.9949)		
sp|P17858|PFKAL_HUMAN	P17858	PFKAL_HUMAN	PFKL	780	Homo sapiens OX=9606	ATP-dependent 6-phosphofructokinase, liver type 	1:Experimental evidence at protein level	1.0000	0.9990	5	3	5	7	3	7	149240.7	86215.78	149240.7	2M(15.9949),N-term(42.0106),7M(15.9949)		
sp|P17931|LEG3_HUMAN	P17931	LEG3_HUMAN	LGALS3	250	Homo sapiens OX=9606	Galectin-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	3	7	6	6	436800.06	432623.06	432623.06			
sp|P17980|PRS6A_HUMAN	P17980	PRS6A_HUMAN	PSMC3	439	Homo sapiens OX=9606	26S proteasome regulatory subunit 6A 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	42960.93	42960.93	42960.93	4M(15.9949),1M(15.9949)		
sp|P17987|TCPA_HUMAN	P17987	TCPA_HUMAN	TCP1	556	Homo sapiens OX=9606	T-complex protein 1 subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	16	16	16	206170.25	206170.25	206170.25			
sp|P18077|RL35A_HUMAN	P18077	RL35A_HUMAN	RPL35A	110	Homo sapiens OX=9606	60S ribosomal protein L35a 	1:Experimental evidence at protein level	1.0000	0.9862	1	1	1	3	3	3	46118.77	46118.77	46118.77	2M(15.9949)		
sp|P18085|ARF4_HUMAN	P18085	ARF4_HUMAN	ARF4	180	Homo sapiens OX=9606	ADP-ribosylation factor 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	20	6	6	324913.97	172676.75	172676.75	1M(15.9949)		
sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	248	Homo sapiens OX=9606	60S ribosomal protein L7 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	14	14	14	175463.47	175463.47	175463.47	5M(15.9949)		
sp|P18206|VINC_HUMAN	P18206	VINC_HUMAN	VCL	1134	Homo sapiens OX=9606	Vinculin 	1:Experimental evidence at protein level	1.0000	0.9990	17	17	17	35	35	35	529963.56	529963.56	529963.56	5M(15.9949), 6M(15.9949),1M(15.9949),7C(57.0214),1M(15.9949), 5M(15.9949), 8M(15.9949),10M(15.9949), 9M(15.9949),10M(15.9949), 11M(15.9949), 9M(15.9949),1M(15.9949), 5M(15.9949),1M(15.9949)		
sp|P18583|SON_HUMAN	P18583	SON_HUMAN	SON	2426	Homo sapiens OX=9606	Protein SON 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	3	3	3	21898.838	21898.838	21898.838	13M(15.9949), 8M(15.9949)		
sp|P18621|RL17_HUMAN	P18621	RL17_HUMAN	RPL17	184	Homo sapiens OX=9606	60S ribosomal protein L17 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	57078.547	57078.547	57078.547	9M(15.9949)		
sp|P18669|PGAM1_HUMAN	P18669	PGAM1_HUMAN	PGAM1	254	Homo sapiens OX=9606	Phosphoglycerate mutase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	7	0	7	265189.1	0	265189.1			
sp|P19013|K2C4_HUMAN	P19013	K2C4_HUMAN	KRT4	520	Homo sapiens OX=9606	Keratin, type II cytoskeletal 4 	1:Experimental evidence at protein level	1.0000	0.9990	6	1	1	19	1	1	3959260.0	18341.21	18341.21	8M(15.9949)		
sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	710	Homo sapiens OX=9606	Nucleolin 	1:Experimental evidence at protein level	1.0000	0.9990	14	13	14	41	40	41	944749.1	712787.9	944749.1	3M(15.9949)		
sp|P19367|HXK1_HUMAN	P19367	HXK1_HUMAN	HK1	917	Homo sapiens OX=9606	Hexokinase-1 	1:Experimental evidence at protein level	1.0000	0.9990	8	7	8	15	12	15	100978.26	86338.02	100978.26	4M(15.9949)		
sp|P19823|ITIH2_HUMAN	P19823	ITIH2_HUMAN	ITIH2	946	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H2 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	4	4	4	46990.055	46990.055	46990.055	6M(15.9949)		
sp|P19827|ITIH1_HUMAN	P19827	ITIH1_HUMAN	ITIH1	911	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	55683.773	55683.773	55683.773			
sp|P19971|TYPH_HUMAN	P19971	TYPH_HUMAN	TYMP	482	Homo sapiens OX=9606	Thymidine phosphorylase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	55691.78	55691.78	55691.78			
sp|P20073|ANXA7_HUMAN	P20073	ANXA7_HUMAN	ANXA7	488	Homo sapiens OX=9606	Annexin A7 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	3	3	3	23571.553	23571.553	23571.553			
sp|P20340|RAB6A_HUMAN	P20340	RAB6A_HUMAN	RAB6A	208	Homo sapiens OX=9606	Ras-related protein Rab-6A 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	10	8	10	103634.22	85899.91	103634.22	N-term(42.0106),8M(15.9949)		
sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	241	Homo sapiens OX=9606	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	71014.086	71014.086	71014.086			
sp|P20674|COX5A_HUMAN	P20674	COX5A_HUMAN	COX5A	150	Homo sapiens OX=9606	Cytochrome c oxidase subunit 5A, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	5	5	5	233705.3	233705.3	233705.3			
sp|P20700|LMNB1_HUMAN	P20700	LMNB1_HUMAN	LMNB1	586	Homo sapiens OX=9606	Lamin-B1 	1:Experimental evidence at protein level	1.0000	0.9990	21	16	19	50	39	45	707161.5	552095.5	552095.5	8M(15.9949),5M(15.9949),3M(15.9949),2M(15.9949),N-term(42.0106)		
sp|P20810|ICAL_HUMAN	P20810	ICAL_HUMAN	CAST	708	Homo sapiens OX=9606	Calpastatin 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	2	2	2	73554.72	73554.72	73554.72			
sp|P20930|FILA_HUMAN	P20930	FILA_HUMAN	FLG	4061	Homo sapiens OX=9606	Filaggrin 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	7	7	7	126325.51	126325.51	126325.51	7Q(54.0474)		
sp|P21281|VATB2_HUMAN	P21281	VATB2_HUMAN	ATP6V1B2	511	Homo sapiens OX=9606	V-type proton ATPase subunit B, brain isoform 	1:Experimental evidence at protein level	1.0000	0.9987	1	1	1	1	1	1	10626.531	10626.531	10626.531			
sp|P21291|CSRP1_HUMAN	P21291	CSRP1_HUMAN	CSRP1	193	Homo sapiens OX=9606	Cysteine and glycine-rich protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	48148.125	48148.125	48148.125	1C(57.0214)		
sp|P21333|FLNA_HUMAN	P21333	FLNA_HUMAN	FLNA	2647	Homo sapiens OX=9606	Filamin-A 	1:Experimental evidence at protein level	1.0000	0.9990	39	35	39	83	77	83	579468.0	579468.0	579468.0	6M(15.9949),6M(15.9949),12M(15.9949),3C(57.0214),3C(57.0214),5M(15.9949),11C(57.0214),5M(15.9949),11M(15.9949),8M(15.9949),6C(57.0214)		
sp|P21397|AOFA_HUMAN	P21397	AOFA_HUMAN	MAOA	527	Homo sapiens OX=9606	Amine oxidase [flavin-containing] A 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	4	3	4	51306.426	30637.39	51306.426	3M(15.9949),2M(15.9949)		
