Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|P12081|HARS1_HUMAN	P12081	HARS1_HUMAN	HARS1	509	Homo sapiens OX=9606	Histidine--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	4	3	4	8	6	8	70491.35	58382.984	70491.35			
sp|P12109|CO6A1_HUMAN	P12109	CO6A1_HUMAN	COL6A1	1028	Homo sapiens OX=9606	Collagen alpha-1(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	14	14	14	266082.5	266082.5	266082.5	12C(57.0214), 7C(57.0214), 8C(57.0214)		
sp|P12110|CO6A2_HUMAN	P12110	CO6A2_HUMAN	COL6A2	1019	Homo sapiens OX=9606	Collagen alpha-2(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	13	13	13	324190.25	324190.25	324190.25			
sp|P12111|CO6A3_HUMAN	P12111	CO6A3_HUMAN	COL6A3	3177	Homo sapiens OX=9606	Collagen alpha-3(VI) chain 	1:Experimental evidence at protein level	1.0000	0.9990	42	41	42	86	84	86	429203.72	429203.72	429203.72	2M(15.9949),4M(15.9949),8M(15.9949),10M(15.9949)		
sp|P12268|IMDH2_HUMAN	P12268	IMDH2_HUMAN	IMPDH2	514	Homo sapiens OX=9606	Inosine-5'-monophosphate dehydrogenase 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	3	2	3	59899.535	23647.164	59899.535			
sp|P12270|TPR_HUMAN	P12270	TPR_HUMAN	TPR	2363	Homo sapiens OX=9606	Nucleoprotein TPR 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	17	17	17	108419.69	108419.69	108419.69	8M(15.9949),4M(15.9949), 8M(15.9949)		
sp|P12277|KCRB_HUMAN	P12277	KCRB_HUMAN	CKB	381	Homo sapiens OX=9606	Creatine kinase B-type 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	10	10	10	74787.7	74787.7	74787.7	11M(15.9949)		
sp|P12429|ANXA3_HUMAN	P12429	ANXA3_HUMAN	ANXA3	323	Homo sapiens OX=9606	Annexin A3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	95469.59	95469.59	95469.59	N-term(42.0106)		
sp|P12814|ACTN1_HUMAN	P12814	ACTN1_HUMAN	ACTN1	892	Homo sapiens OX=9606	Alpha-actinin-1 	1:Experimental evidence at protein level	1.0000	0.9990	16	8	8	40	24	24	406788.97	382209.88	382209.88	8M(15.9949),8M(15.9949),7M(15.9949),2M(15.9949)		
sp|P12931|SRC_HUMAN	P12931	SRC_HUMAN	SRC	536	Homo sapiens OX=9606	Proto-oncogene tyrosine-protein kinase Src 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	5	3	5	109342.64	53638.25	109342.64			
sp|P12956|XRCC6_HUMAN	P12956	XRCC6_HUMAN	XRCC6	609	Homo sapiens OX=9606	X-ray repair cross-complementing protein 6 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	12	12	12	273184.72	273184.72	273184.72	2M(15.9949)		
sp|P13010|XRCC5_HUMAN	P13010	XRCC5_HUMAN	XRCC5	732	Homo sapiens OX=9606	X-ray repair cross-complementing protein 5 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	20	20	20	412683.66	412683.66	412683.66	4M(15.9949),3M(15.9949),5M(15.9949)		
sp|P13073|COX41_HUMAN	P13073	COX41_HUMAN	COX4I1	169	Homo sapiens OX=9606	Cytochrome c oxidase subunit 4 isoform 1, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	13	13	13	401359.47	401359.47	401359.47	6M(15.9949),10M(15.9949),8M(15.9949),8M(15.9949),8M(15.9949)		
sp|P13489|RINI_HUMAN	P13489	RINI_HUMAN	RNH1	461	Homo sapiens OX=9606	Ribonuclease inhibitor 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	58185.617	58185.617	58185.617	3C(57.0214)		
sp|P13611|CSPG2_HUMAN	P13611	CSPG2_HUMAN	VCAN	3396	Homo sapiens OX=9606	Versican core protein 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	14	14	14	140083.17	140083.17	140083.17	3C(57.0214), 4M(15.9949),5C(57.0214),3C(57.0214)		
sp|P13639|EF2_HUMAN	P13639	EF2_HUMAN	EEF2	858	Homo sapiens OX=9606	Elongation factor 2 	1:Experimental evidence at protein level	1.0000	0.9990	20	18	20	63	59	63	1344438.1	1075020.0	1344438.1	9C(57.0214),11C(57.0214),2M(15.9949),5C(57.0214), 9M(15.9949),13M(15.9949),6M(15.9949),2M(15.9949),2M(15.9949),2M(15.9949)		
sp|P13645|K1C10_HUMAN	P13645	K1C10_HUMAN	KRT10	584	Homo sapiens OX=9606	Keratin, type I cytoskeletal 10 	1:Experimental evidence at protein level	1.0000	0.9990	49	36	48	237	157	225	1.9705102E7	1.6208272E7	1.9705102E7	6M(15.9949),3M(15.9949),N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|P13646|K1C13_HUMAN	P13646	K1C13_HUMAN	KRT13	458	Homo sapiens OX=9606	Keratin, type I cytoskeletal 13 	1:Experimental evidence at protein level	1.0000	0.9973	9	0	1	32	0	2	4119608.8	0	18908.195			
sp|P13647|K2C5_HUMAN	P13647	K2C5_HUMAN	KRT5	590	Homo sapiens OX=9606	Keratin, type II cytoskeletal 5 	1:Experimental evidence at protein level	1.0000	0.9990	36	21	29	145	71	85	7238400.0	2706883.2	2706883.2	2M(15.9949),9M(15.9949),9M(15.9949),9M(15.9949),11M(15.9949), 5M(15.9949),10M(15.9949)		
sp|P13667|PDIA4_HUMAN	P13667	PDIA4_HUMAN	PDIA4	645	Homo sapiens OX=9606	Protein disulfide-isomerase A4 	1:Experimental evidence at protein level	1.0000	0.9990	18	17	18	39	38	39	562129.06	562129.06	562129.06	9M(15.9949),7M(15.9949),1M(15.9949)		
sp|P13693|TCTP_HUMAN	P13693	TCTP_HUMAN	TPT1	172	Homo sapiens OX=9606	Translationally-controlled tumor protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	3	0	3	121187.62	0	121187.62	5M(15.9949)		
sp|P13727|PRG2_HUMAN	P13727	PRG2_HUMAN	PRG2	222	Homo sapiens OX=9606	Bone marrow proteoglycan 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	11	11	11	44297.113	44297.113	44297.113	6C(57.0214)		
sp|P13796|PLSL_HUMAN	P13796	PLSL_HUMAN	LCP1	627	Homo sapiens OX=9606	Plastin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	140409.95	140409.95	140409.95	8M(15.9949), 9M(15.9949),9M(15.9949),3C(57.0214), 4M(15.9949)		
sp|P13798|ACPH_HUMAN	P13798	ACPH_HUMAN	APEH	732	Homo sapiens OX=9606	Acylamino-acid-releasing enzyme 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	8	8	8	28415.863	28415.863	28415.863			
sp|P13804|ETFA_HUMAN	P13804	ETFA_HUMAN	ETFA	333	Homo sapiens OX=9606	Electron transfer flavoprotein subunit alpha, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	14	14	14	110983.234	110983.234	110983.234	5M(15.9949),12M(15.9949),9C(57.0214)		
sp|P13861|KAP2_HUMAN	P13861	KAP2_HUMAN	PRKAR2A	404	Homo sapiens OX=9606	cAMP-dependent protein kinase type II-alpha regulatory subunit 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	75483.664	75483.664	75483.664			
sp|P14174|MIF_HUMAN	P14174	MIF_HUMAN	MIF	115	Homo sapiens OX=9606	Macrophage migration inhibitory factor 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	4	4	4	56765.793	56765.793	56765.793	2M(15.9949)		
sp|P14314|GLU2B_HUMAN	P14314	GLU2B_HUMAN	PRKCSH	528	Homo sapiens OX=9606	Glucosidase 2 subunit beta 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	387056.7	387056.7	387056.7	8M(15.9949),6M(15.9949),5M(15.9949),3M(15.9949)		
sp|P14317|HCLS1_HUMAN	P14317	HCLS1_HUMAN	HCLS1	486	Homo sapiens OX=9606	Hematopoietic lineage cell-specific protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	19051.86	19051.86	19051.86			
sp|P14543|NID1_HUMAN	P14543	NID1_HUMAN	NID1	1247	Homo sapiens OX=9606	Nidogen-1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	25316.754	25316.754	25316.754			
sp|P14550|AK1A1_HUMAN	P14550	AK1A1_HUMAN	AKR1A1	325	Homo sapiens OX=9606	Aldo-keto reductase family 1 member A1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	5	5	4	5	115917.914	59093.23	115917.914	4C(57.0214), N-term(42.0106)		
sp|P14618|KPYM_HUMAN	P14618	KPYM_HUMAN	PKM	531	Homo sapiens OX=9606	Pyruvate kinase PKM 	1:Experimental evidence at protein level	1.0000	0.9990	12	11	12	40	32	40	1554556.0	1381910.5	1554556.0	8M(15.9949),5M(15.9949),8M(15.9949),6C(57.0214)		
sp|P14625|ENPL_HUMAN	P14625	ENPL_HUMAN	HSP90B1	803	Homo sapiens OX=9606	Endoplasmin 	1:Experimental evidence at protein level	1.0000	0.9990	21	15	21	80	54	80	1285616.2	1166394.0	1285616.2	12M(15.9949),12M(15.9949),4M(15.9949)		
sp|P14866|HNRPL_HUMAN	P14866	HNRPL_HUMAN	HNRNPL	589	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein L 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	256911.44	256911.44	256911.44	10M(15.9949), 7M(15.9949)		
sp|P14868|SYDC_HUMAN	P14868	SYDC_HUMAN	DARS1	501	Homo sapiens OX=9606	Aspartate--tRNA ligase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	160334.22	160334.22	160334.22	6M(15.9949)		
sp|P14923|PLAK_HUMAN	P14923	PLAK_HUMAN	JUP	745	Homo sapiens OX=9606	Junction plakoglobin 	1:Experimental evidence at protein level	1.0000	0.9990	15	15	15	63	63	63	382595.66	382595.66	382595.66	3M(15.9949),2M(15.9949),1M(15.9949),6M(15.9949),3M(15.9949),3M(15.9949)		
sp|P15170|ERF3A_HUMAN	P15170	ERF3A_HUMAN	GSPT1	499	Homo sapiens OX=9606	Eukaryotic peptide chain release factor GTP-binding subunit ERF3A 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	82167.52	26266.38	82167.52	8C(57.0214)		
sp|P15311|EZRI_HUMAN	P15311	EZRI_HUMAN	EZR	586	Homo sapiens OX=9606	Ezrin 	1:Experimental evidence at protein level	1.0000	0.9990	12	7	9	26	16	18	325197.62	291126.53	325197.62	6M(15.9949),11M(15.9949)		
sp|P15374|UCHL3_HUMAN	P15374	UCHL3_HUMAN	UCHL3	230	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase isozyme L3 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	80727.83	80727.83	80727.83	8M(15.9949)		
sp|P15531|NDKA_HUMAN	P15531	NDKA_HUMAN	NME1	152	Homo sapiens OX=9606	Nucleoside diphosphate kinase A 	1:Experimental evidence at protein level	1.0000	0.9990	6	2	6	26	8	26	266827.9	44919.89	266827.9	2M(15.9949),2M(15.9949),4C(57.0214),2M(15.9949)		
sp|P15559|NQO1_HUMAN	P15559	NQO1_HUMAN	NQO1	274	Homo sapiens OX=9606	NAD(P)H dehydrogenase [quinone] 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	34221.92	34221.92	34221.92			
sp|P15880|RS2_HUMAN	P15880	RS2_HUMAN	RPS2	293	Homo sapiens OX=9606	40S ribosomal protein S2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	330596.03	330596.03	330596.03	7M(15.9949),2C(57.0214)		
sp|P15924|DESP_HUMAN	P15924	DESP_HUMAN	DSP	2871	Homo sapiens OX=9606	Desmoplakin 	1:Experimental evidence at protein level	1.0000	0.9990	56	55	56	91	90	91	512492.88	512492.88	512492.88	8M(15.9949),6M(15.9949),8M(15.9949),2M(15.9949),3C(57.0214)		
sp|P16070|CD44_HUMAN	P16070	CD44_HUMAN	CD44	742	Homo sapiens OX=9606	CD44 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	23735.902	23735.902	23735.902	10M(15.9949),7M(15.9949)		
sp|P16144|ITB4_HUMAN	P16144	ITB4_HUMAN	ITGB4	1822	Homo sapiens OX=9606	Integrin beta-4 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	32236.41	32236.41	32236.41			
sp|P16152|CBR1_HUMAN	P16152	CBR1_HUMAN	CBR1	277	Homo sapiens OX=9606	Carbonyl reductase [NADPH] 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	10	7	10	242495.9	196361.34	242495.9	N-term(42.0106),8M(15.9949)		
sp|P16219|ACADS_HUMAN	P16219	ACADS_HUMAN	ACADS	412	Homo sapiens OX=9606	Short-chain specific acyl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	76024.61	76024.61	76024.61	3M(15.9949), 8M(15.9949),1M(15.9949),4M(15.9949)		
sp|P16401|H15_HUMAN	P16401	H15_HUMAN	H1-5	226	Homo sapiens OX=9606	Histone H1.5 	1:Experimental evidence at protein level	1.0000	0.9990	17	14	17	56	47	56	2453227.0	2453227.0	2453227.0	N-term(42.0106),N-term(42.0106),N-term(42.0106)		
sp|P16403|H12_HUMAN	P16403	H12_HUMAN	H1-2	213	Homo sapiens OX=9606	Histone H1.2 	1:Experimental evidence at protein level	1.0000	0.9990	18	2	2	83	14	14	3868592.0	490346.34	490346.34	N-term(42.0106),N-term(42.0106)		
sp|P16422|EPCAM_HUMAN	P16422	EPCAM_HUMAN	EPCAM	314	Homo sapiens OX=9606	Epithelial cell adhesion molecule 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	54644.41	54644.41	54644.41	10C(57.0214),5C(57.0214),9C(57.0214),15C(57.0214), 2C(57.0214), 4C(57.0214)		
sp|P16615|AT2A2_HUMAN	P16615	AT2A2_HUMAN	ATP2A2	1042	Homo sapiens OX=9606	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 	1:Experimental evidence at protein level	1.0000	0.9990	10	5	10	24	18	24	136424.28	93661.8	136424.28	1M(15.9949),12C(57.0214), 9M(15.9949),8M(15.9949),2M(15.9949),2M(15.9949), 6C(57.0214),5M(15.9949),7M(15.9949)		
sp|P16930|FAAA_HUMAN	P16930	FAAA_HUMAN	FAH	419	Homo sapiens OX=9606	Fumarylacetoacetase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	51453.938	51453.938	51453.938			
sp|P17174|AATC_HUMAN	P17174	AATC_HUMAN	GOT1	413	Homo sapiens OX=9606	Aspartate aminotransferase, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	62517.695	62517.695	62517.695			
sp|P17480|UBF1_HUMAN	P17480	UBF1_HUMAN	UBTF	764	Homo sapiens OX=9606	Nucleolar transcription factor 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	18382.89	18382.89	18382.89			
sp|P17612|KAPCA_HUMAN	P17612	KAPCA_HUMAN	PRKACA	351	Homo sapiens OX=9606	cAMP-dependent protein kinase catalytic subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9939	3	1	3	3	1	3	31207.95	11982.456	31207.95			
sp|P17655|CAN2_HUMAN	P17655	CAN2_HUMAN	CAPN2	700	Homo sapiens OX=9606	Calpain-2 catalytic subunit 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	4	4	4	40773.68	40773.68	40773.68			
sp|P17661|DESM_HUMAN	P17661	DESM_HUMAN	DES	470	Homo sapiens OX=9606	Desmin 	1:Experimental evidence at protein level	1.0000	0.9989	8	2	2	18	3	3	1001815.25	38968.31	38968.31			
sp|P17844|DDX5_HUMAN	P17844	DDX5_HUMAN	DDX5	614	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX5 	1:Experimental evidence at protein level	1.0000	0.9990	7	4	4	14	7	7	138344.81	47338.63	47338.63	6M(15.9949),2M(15.9949), 6M(15.9949)		
sp|P17858|PFKAL_HUMAN	P17858	PFKAL_HUMAN	PFKL	780	Homo sapiens OX=9606	ATP-dependent 6-phosphofructokinase, liver type 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	7	17	6	17	196131.73	29868.352	196131.73	2M(15.9949),14M(15.9949),7M(15.9949),N-term(42.0106)		
sp|P17931|LEG3_HUMAN	P17931	LEG3_HUMAN	LGALS3	250	Homo sapiens OX=9606	Galectin-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	13	13	13	199655.9	199655.9	199655.9			
sp|P17980|PRS6A_HUMAN	P17980	PRS6A_HUMAN	PSMC3	439	Homo sapiens OX=9606	26S proteasome regulatory subunit 6A 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	2	2	2	44602.926	44602.926	44602.926	1M(15.9949)		
sp|P17987|TCPA_HUMAN	P17987	TCPA_HUMAN	TCP1	556	Homo sapiens OX=9606	T-complex protein 1 subunit alpha 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	17	17	17	234852.44	234852.44	234852.44	8M(15.9949)		
sp|P18077|RL35A_HUMAN	P18077	RL35A_HUMAN	RPL35A	110	Homo sapiens OX=9606	60S ribosomal protein L35a 	1:Experimental evidence at protein level	1.0000	0.9862	5	5	5	5	5	5	66602.16	66602.16	66602.16	2M(15.9949),2M(15.9949)		
sp|P18085|ARF4_HUMAN	P18085	ARF4_HUMAN	ARF4	180	Homo sapiens OX=9606	ADP-ribosylation factor 4 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	15	4	4	316756.2	154408.61	154408.61	1M(15.9949)		
sp|P18124|RL7_HUMAN	P18124	RL7_HUMAN	RPL7	248	Homo sapiens OX=9606	60S ribosomal protein L7 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	20	20	20	193071.03	193071.03	193071.03	5M(15.9949)		
sp|P18206|VINC_HUMAN	P18206	VINC_HUMAN	VCL	1134	Homo sapiens OX=9606	Vinculin 	1:Experimental evidence at protein level	1.0000	0.9990	21	21	21	49	49	49	463458.78	463458.78	463458.78	10M(15.9949), 11M(15.9949), 9M(15.9949),1M(15.9949),5M(15.9949), 6M(15.9949),1M(15.9949), 8M(15.9949),1M(15.9949), 5M(15.9949), 8M(15.9949),1M(15.9949),1M(15.9949), 5M(15.9949)		
sp|P18583|SON_HUMAN	P18583	SON_HUMAN	SON	2426	Homo sapiens OX=9606	Protein SON 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	3	3	3	37630.758	37630.758	37630.758	13M(15.9949), 8M(15.9949)		
sp|P18621|RL17_HUMAN	P18621	RL17_HUMAN	RPL17	184	Homo sapiens OX=9606	60S ribosomal protein L17 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	52097.68	52097.68	52097.68			
sp|P18669|PGAM1_HUMAN	P18669	PGAM1_HUMAN	PGAM1	254	Homo sapiens OX=9606	Phosphoglycerate mutase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	0	2	7	0	7	217741.22	0	217741.22			
sp|P19013|K2C4_HUMAN	P19013	K2C4_HUMAN	KRT4	520	Homo sapiens OX=9606	Keratin, type II cytoskeletal 4 	1:Experimental evidence at protein level	1.0000	0.9990	9	2	2	29	3	3	4708324.0	42196.05	42196.05	8M(15.9949)		
sp|P19338|NUCL_HUMAN	P19338	NUCL_HUMAN	NCL	710	Homo sapiens OX=9606	Nucleolin 	1:Experimental evidence at protein level	1.0000	0.9990	14	13	14	37	36	37	972978.8	751780.44	972978.8			
sp|P19367|HXK1_HUMAN	P19367	HXK1_HUMAN	HK1	917	Homo sapiens OX=9606	Hexokinase-1 	1:Experimental evidence at protein level	1.0000	0.9990	9	6	9	21	17	21	85831.15	75034.44	85831.15	1M(15.9949),4M(15.9949)		
sp|P19827|ITIH1_HUMAN	P19827	ITIH1_HUMAN	ITIH1	911	Homo sapiens OX=9606	Inter-alpha-trypsin inhibitor heavy chain H1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	59054.05	59054.05	59054.05			
sp|P19971|TYPH_HUMAN	P19971	TYPH_HUMAN	TYMP	482	Homo sapiens OX=9606	Thymidine phosphorylase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	119923.03	119923.03	119923.03	1M(15.9949)		
sp|P20073|ANXA7_HUMAN	P20073	ANXA7_HUMAN	ANXA7	488	Homo sapiens OX=9606	Annexin A7 	1:Experimental evidence at protein level	1.0000	0.9985	3	3	3	6	6	6	56114.38	56114.38	56114.38			
sp|P20340|RAB6A_HUMAN	P20340	RAB6A_HUMAN	RAB6A	208	Homo sapiens OX=9606	Ras-related protein Rab-6A 	1:Experimental evidence at protein level	1.0000	0.9990	5	2	5	11	8	11	103899.53	83897.664	103899.53	8M(15.9949),N-term(42.0106)		
sp|P20618|PSB1_HUMAN	P20618	PSB1_HUMAN	PSMB1	241	Homo sapiens OX=9606	Proteasome subunit beta type-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	79798.375	79798.375	79798.375	2M(15.9949)		
sp|P20674|COX5A_HUMAN	P20674	COX5A_HUMAN	COX5A	150	Homo sapiens OX=9606	Cytochrome c oxidase subunit 5A, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	4	4	4	194156.25	194156.25	194156.25			
sp|P20700|LMNB1_HUMAN	P20700	LMNB1_HUMAN	LMNB1	586	Homo sapiens OX=9606	Lamin-B1 	1:Experimental evidence at protein level	1.0000	0.9990	28	23	26	57	47	50	601991.5	545381.7	545381.7	5M(15.9949),8M(15.9949),2M(15.9949),2M(15.9949),N-term(42.0106),3M(15.9949),3M(15.9949)		
sp|P20810|ICAL_HUMAN	P20810	ICAL_HUMAN	CAST	708	Homo sapiens OX=9606	Calpastatin 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	2	2	2	92580.84	92580.84	92580.84			
sp|P20930|FILA_HUMAN	P20930	FILA_HUMAN	FLG	4061	Homo sapiens OX=9606	Filaggrin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	56779.527	56779.527	56779.527			
sp|P21281|VATB2_HUMAN	P21281	VATB2_HUMAN	ATP6V1B2	511	Homo sapiens OX=9606	V-type proton ATPase subunit B, brain isoform 	1:Experimental evidence at protein level	1.0000	0.9987	2	1	2	3	2	3	45781.438	22959.87	45781.438	7M(15.9949)		
sp|P21291|CSRP1_HUMAN	P21291	CSRP1_HUMAN	CSRP1	193	Homo sapiens OX=9606	Cysteine and glycine-rich protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	16524.496	16524.496	16524.496	1C(57.0214)		
sp|P21333|FLNA_HUMAN	P21333	FLNA_HUMAN	FLNA	2647	Homo sapiens OX=9606	Filamin-A 	1:Experimental evidence at protein level	1.0000	0.9990	40	38	40	95	93	95	650146.4	650146.4	650146.4	5M(15.9949),3C(57.0214),11C(57.0214), 16C(57.0214),12M(15.9949),11C(57.0214),6C(57.0214),3C(57.0214),6M(15.9949),8M(15.9949),11M(15.9949),11M(15.9949),5M(15.9949)		
sp|P21397|AOFA_HUMAN	P21397	AOFA_HUMAN	MAOA	527	Homo sapiens OX=9606	Amine oxidase [flavin-containing] A 	1:Experimental evidence at protein level	1.0000	0.9990	3	1	3	3	1	3	103292.4	27281.986	103292.4			
sp|P21399|ACOC_HUMAN	P21399	ACOC_HUMAN	ACO1	889	Homo sapiens OX=9606	Cytoplasmic aconitate hydratase 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	27077.352	27077.352	27077.352			
sp|P21796|VDAC1_HUMAN	P21796	VDAC1_HUMAN	VDAC1	283	Homo sapiens OX=9606	Voltage-dependent anion-selective channel protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	10	10	10	409237.22	409237.22	409237.22	N-term(42.0106)		
sp|P21810|PGS1_HUMAN	P21810	PGS1_HUMAN	BGN	368	Homo sapiens OX=9606	Biglycan 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	5	5	5	80885.734	80885.734	80885.734	4C(57.0214)		
sp|P21912|SDHB_HUMAN	P21912	SDHB_HUMAN	SDHB	280	Homo sapiens OX=9606	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	43049.344	43049.344	43049.344			
sp|P21926|CD9_HUMAN	P21926	CD9_HUMAN	CD9	228	Homo sapiens OX=9606	CD9 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	130800.586	130800.586	130800.586			
sp|P21980|TGM2_HUMAN	P21980	TGM2_HUMAN	TGM2	687	Homo sapiens OX=9606	Protein-glutamine gamma-glutamyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	12	12	12	67662.17	67662.17	67662.17	6C(57.0214), 7C(57.0214),11M(15.9949), 9M(15.9949)		
sp|P22087|FBRL_HUMAN	P22087	FBRL_HUMAN	FBL	321	Homo sapiens OX=9606	rRNA 2'-O-methyltransferase fibrillarin 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	11	4	11	80617.75	62720.953	80617.75			
sp|P22102|PUR2_HUMAN	P22102	PUR2_HUMAN	GART	1010	Homo sapiens OX=9606	Trifunctional purine biosynthetic protein adenosine-3 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	90635.39	90635.39	90635.39	11M(15.9949),6C(57.0214)		
sp|P22234|PUR6_HUMAN	P22234	PUR6_HUMAN	PAICS	425	Homo sapiens OX=9606	Multifunctional protein ADE2 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	15	15	15	209328.14	209328.14	209328.14	9M(15.9949),N-term(42.0106),N-term(42.0106)		
sp|P22307|SCP2_HUMAN	P22307	SCP2_HUMAN	SCP2	547	Homo sapiens OX=9606	Sterol carrier protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	91662.56	91662.56	91662.56	8M(15.9949),1M(15.9949)		
sp|P22314|UBA1_HUMAN	P22314	UBA1_HUMAN	UBA1	1058	Homo sapiens OX=9606	Ubiquitin-like modifier-activating enzyme 1 	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	23	23	23	511230.47	511230.47	511230.47	5M(15.9949),8C(57.0214),10M(15.9949)		
sp|P22392|NDKB_HUMAN	P22392	NDKB_HUMAN	NME2	152	Homo sapiens OX=9606	Nucleoside diphosphate kinase B 	1:Experimental evidence at protein level	1.0000	0.9989	6	0	2	21	0	3	266827.9	0	68008.92			
sp|P22626|ROA2_HUMAN	P22626	ROA2_HUMAN	HNRNPA2B1	353	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoproteins A2/B1 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	22	22	22	671244.3	671244.3	671244.3	7M(15.9949),7M(15.9949)		
